isbsg_project_id,project_prf_year_of_project,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_max_team_size,process_pmf_docs,tech_tf_tools_used,external_eef_organisation_type_banking_insurance_stock,external_eef_organisation_type_banking,external_eef_organisation_type_communications,external_eef_organisation_type_education_institution,external_eef_organisation_type_financial_banking_insurance_stock,external_eef_organisation_type_financial_property_and_business_services,external_eef_organisation_type_government,external_eef_organisation_type_medical_and_health_care,external_eef_organisation_type_transport_and_storage,external_eef_organisation_type_wholesale_and_retail_trade,external_eef_industry_sector_Banking,external_eef_industry_sector_Financial,project_prf_application_group_Business_Application,project_prf_application_group_Infrastructure_Software,project_prf_application_group_Missing,project_prf_application_group_Real_Time_Application,project_prf_application_group_business_application,project_prf_application_group_missing,project_prf_development_type_Enhancement,project_prf_development_type_New_Development,project_prf_development_type_Re_development,tech_tf_development_platform_MF,tech_tf_development_platform_MR,tech_tf_development_platform_Missing,tech_tf_development_platform_Multi,tech_tf_development_platform_PC,tech_tf_development_platform_Proprietary,tech_tf_language_type_3GL,tech_tf_language_type_4GL,tech_tf_language_type_5GL,tech_tf_language_type_Missing,functional_size_group_L_1000_2999,functional_size_group_M_100_999,functional_size_group_S_100,functional_size_group_XL_3000_8999,functional_size_group_XXL_9000_17999,project_prf_relative_size_L,project_prf_relative_size_M1,project_prf_relative_size_M2,project_prf_relative_size_Missing,project_prf_relative_size_S,project_prf_relative_size_XL,project_prf_relative_size_XS,project_prf_relative_size_XXL,project_prf_relative_size_XXS,project_prf_team_size_group_1,project_prf_team_size_group_15_20,project_prf_team_size_group_2,project_prf_team_size_group_21_30,project_prf_team_size_group_3_4,project_prf_team_size_group_31_40,project_prf_team_size_group_5_8,project_prf_team_size_group_9_14,project_prf_team_size_group_Missing,process_pmf_development_methodologies_agile_development,process_pmf_development_methodologies_lean,process_pmf_development_methodologies_missing,process_pmf_development_methodologies_unified_process,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,tech_tf_architecture_Client_server,tech_tf_architecture_Missing,tech_tf_architecture_Multi_tier,tech_tf_architecture_Multi_tier_Client_server,tech_tf_architecture_Multi_tier_with_web_public_interface,tech_tf_architecture_Stand_alone,external_eef_data_quality_rating_A,external_eef_data_quality_rating_B,external_eef_data_quality_rating_D,project_prf_case_tool_used_Missing,project_prf_case_tool_used_No,project_prf_case_tool_used_Yes,tech_tf_client_server_Don_t_Know,tech_tf_client_server_Missing,tech_tf_client_server_Yes,tech_tf_dbms_used_Missing,tech_tf_dbms_used_Yes
28283,2014,financial transaction process/accounting,.Net,109.83307,303.7919,335.504,2.3233676,2.5755627,7.108781,1.1497035,7.699674,1.2873043,16,1,0,1,0,0,0,0,1,1,1,0,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
13784,2014,financial transaction process/accounting,Java,145.15889,2454.2695,2394.5645,22.472559,27.753286,43.78432,1.5619193,5.8797,3.716464,2,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
29816,2014,business application,COBOL,79.725075,164.11316,162.54565,3.6077976,3.3238711,34.381454,2.1236718,4.1477003,2.369979,2,0,0,1,0,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24481,2014,financial transaction process/accounting,Missing,153.11192,146.11293,121.565704,3.0600421,3.4370897,57.733006,4.262285,2.3306851,8.417038,2,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
29221,2014,financial transaction process/accounting,COBOL,82.942856,312.2437,254.80887,3.7276042,4.234412,12.157805,4.352237,6.67586,1.8530971,4,0,0,1,0,1,0,0,1,0,0,0,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18328,2014,financial transaction process/accounting,SAPIENS,269.54413,994.8248,1218.8341,4.4272733,5.606791,44.197495,7.4301505,7.15864,11.307413,2,0,0,1,0,0,0,1,0,0,0,0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
25278,2014,financial transaction process/accounting,C#,290.9367,4102.9927,3810.2058,43.714703,50.77255,27.893837,10.492012,23.040796,6.108559,2,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22908,2014,financial transaction process/accounting; workflow support & management,COBOL,490.92877,12781.8125,11975.781,15.3151655,20.396784,38.909702,7.1618757,9.039754,6.616576,2,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
22069,2014,financial transaction process/accounting,COBOL,443.23108,6477.5903,6902.5728,20.9989,21.781279,47.075813,7.5251966,17.712238,3.7073445,6,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19912,2014,surveillance and security,Oracle,144.54854,2336.5637,2084.8726,32.827026,35.440586,37.042843,2.7665675,5.947981,5.6562304,2,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
25427,2014,financial transaction process/accounting,C#,753.2771,11066.74,11118.012,15.019948,16.799086,50.937786,1.5243931,17.329681,3.117383,2,0,0,1,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
23161,2014,financial transaction process/accounting,MAPPER,13.208222,639.9601,625.8488,31.794085,29.79539,5.1907554,1.4340588,7.4504557,4.2236834,2,2,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
13384,2014,financial transaction process/accounting,Java,328.86862,2218.968,2148.7905,16.452875,18.209696,22.581211,3.7030292,8.068891,2.3105686,4,0,0,0,0,0,0,1,0,0,0,0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30029,2014,financial transaction process/accounting,Java,56.14036,909.8705,1090.4746,9.882545,14.798003,16.159666,1.2065443,5.245341,5.7797914,2,0,0,1,0,0,0,1,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31039,2014,financial transaction process/accounting,COBOL,389.37222,5875.327,6034.603,10.219125,11.517315,72.05868,19.906246,4.1650925,4.972824,2,0,0,1,0,0,0,1,0,0,0,0,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
19464,2014,financial transaction process/accounting; workflow support & management,Java,4.7744203,53.913723,63.45353,9.084833,10.774656,0.37441683,0.38383138,13.525343,1.3741553,3,2,0,1,1,0,0,1,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14832,2014,financial transaction process/accounting,Java,38.682453,35.313362,40.8474,2.599909,3.1118348,18.676945,1.7995287,2.0092247,1.5553789,4,2,0,0,1,0,0,0,0,0,0,1,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
23861,2014,surveillance and security,Java,931.9633,7597.534,7479.9443,19.213785,20.638815,80.420395,,8.062505,3.2470715,6,0,0,1,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18004,2014,financial transaction process/accounting,ASP.Net,408.69742,7228.248,5755.059,27.904924,22.853386,12.392725,4.857512,22.587122,3.2433782,2,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32502,2014,financial transaction process/accounting,Oracle,807.5102,10282.688,10052.322,10.377254,11.973656,52.32924,7.4091716,10.891771,7.804121,2,0,0,1,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
32291,2014,financial transaction process/accounting,Oracle,26.783648,64.157906,53.07474,1.760785,1.8569343,2.0411613,5.322685,6.6625705,1.1064832,16,2,0,1,0,0,0,0,1,1,0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
23643,2014,financial transaction process/accounting,HLL/WB,461.844,11207.486,11242.504,69.30587,65.67809,49.304226,2.2036273,3.0443149,3.697027,6,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
13026,2014,financial transaction process/accounting,Java,661.9068,4016.7197,3813.8616,9.411708,14.517139,65.213036,,11.634035,2.942857,2,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11150,2014,surveillance and security,C#,29.328506,1146.0787,1177.4468,44.08192,54.21542,8.408053,0.93835044,8.153529,1.3542863,2,0,0,1,0,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27537,2014,surveillance and security,COBOL,15.786119,649.2399,735.0025,29.227411,27.22924,17.686907,0.971131,1.4634643,5.6000905,2,0,0,1,0,0,0,0,0,0,0,1,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
26230,2014,financial transaction process/accounting,Unix,306.4599,5553.312,6003.2026,12.645259,16.370214,36.36109,3.445645,6.475782,3.895804,2,0,0,0,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
15267,2014,financial transaction process/accounting,Java,708.34503,10864.981,10576.421,25.472582,29.728037,27.926195,1.2914872,24.139357,4.746354,6,2,0,1,1,1,0,0,0,1,0,1,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20820,2014,missing,C#,850.0479,6004.3345,5678.0293,7.462569,9.180407,119.68256,2.5955653,13.750988,8.64853,7,2,0,1,0,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32060,2014,surveillance and security,C#,481.47504,2106.0955,1927.0829,5.6770625,6.082389,47.14982,10.123305,11.380489,1.2719225,6,2,0,1,0,1,0,0,1,1,0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
13626,2014,mobile application,Oracle,163.09561,3407.621,3078.4463,13.628934,13.022918,8.945216,5.199208,15.730188,3.1847985,5,0,0,1,0,0,0,0,1,0,0,0,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32502,2014,auditing management,FOCUS,151.86024,491.1327,466.52,1.5525242,1.5869312,5.0615764,0.9750379,15.832726,1.0282013,7,1,0,1,0,1,0,0,1,0,1,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
24528,2014,financial transaction process/accounting,COBOL,581.24677,6503.217,5615.5073,16.900755,17.478865,28.399519,2.887824,21.386747,2.16536,3,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32714,2014,cards and payments,AppBuilder,881.104,1136.7668,1101.4401,1.5646,1.6080304,156.10287,16.464806,2.7685945,5.132762,2,0,0,1,0,0,0,0,0,1,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
14055,2014,financial transaction process/accounting,COBOL,807.7445,19205.674,18143.066,26.879486,28.32844,15.771426,5.4581256,22.705969,2.5963182,16,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20995,2014,online analysis and reporting,Java,112.587616,2294.727,2424.379,28.214977,29.497799,30.490824,0.7771231,4.351393,1.1564046,2,0,0,1,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14513,2014,financial transaction process/accounting,PL/I,41.173416,1772.212,2303.7239,35.68105,45.358578,54.440662,10.950751,2.063751,3.4296362,2,0,0,1,0,0,0,0,1,0,0,0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26946,2014,online analysis and reporting,SQL,463.9872,213.70193,230.93803,1.5095855,1.5172373,38.831882,3.580115,8.630981,1.5076329,4,2,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23002,2014,financial transaction process/accounting,C#,47.88305,744.77045,573.27423,15.839882,13.40574,4.120423,0.66067475,18.104391,2.305376,5,0,0,1,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
14055,2014,financial transaction process/accounting,COBOL,314.31046,1086.2346,1331.1625,3.883486,5.4875383,19.373331,3.6591833,4.854572,1.1392874,2,0,0,1,0,0,0,0,1,0,0,0,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27958,2014,mobile application,Java,83.571266,707.0179,716.52356,13.287182,12.782835,14.7097025,3.3841884,11.665308,2.0490155,8,2,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
