isbsg_project_id,project_prf_year_of_project,external_eef_organisation_type,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_max_team_size,process_pmf_docs,tech_tf_tools_used,project_prf_total_project_cost,process_pmf_development_methodologies_agile_development,process_pmf_development_methodologies_iterative,process_pmf_development_methodologies_missing,process_pmf_development_methodologies_scrum,process_pmf_development_methodologies_unified_process,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,external_eef_industry_sector_government,project_prf_application_group_business_application,project_prf_application_group_infrastructure_software,project_prf_application_group_mathematically_intensive_application,project_prf_application_group_missing,project_prf_application_group_real_time_application,project_prf_application_group_business_application,project_prf_application_group_missing,project_prf_development_type_enhancement,project_prf_development_type_new_development,project_prf_development_type_re_development,tech_tf_development_platform_mf,tech_tf_development_platform_mr,tech_tf_development_platform_missing,tech_tf_development_platform_multi,tech_tf_development_platform_pc,tech_tf_development_platform_proprietary,tech_tf_language_type_3gl,tech_tf_language_type_4gl,tech_tf_language_type_5gl,tech_tf_language_type_apg,tech_tf_language_type_missing,functional_size_group_l_1000_2999,functional_size_group_m_100_999,functional_size_group_s_100,functional_size_group_xl_3000_8999,project_prf_relative_size_l,project_prf_relative_size_m1,project_prf_relative_size_m2,project_prf_relative_size_missing,project_prf_relative_size_s,project_prf_relative_size_xl,project_prf_relative_size_xs,project_prf_relative_size_xxs,project_prf_team_size_group_1,project_prf_team_size_group_15_20,project_prf_team_size_group_2,project_prf_team_size_group_21_30,project_prf_team_size_group_3_4,project_prf_team_size_group_31_40,project_prf_team_size_group_5_8,project_prf_team_size_group_71_80,project_prf_team_size_group_9_14,project_prf_team_size_group_missing,tech_tf_architecture_client_server,tech_tf_architecture_missing,tech_tf_architecture_multi_tier,tech_tf_architecture_multi_tier_with_web_public_interface,tech_tf_architecture_stand_alone,tech_tf_architecture_stand_alone_1,tech_tf_client_server_missing,tech_tf_client_server_no,tech_tf_client_server_yes,tech_tf_dbms_used_missing,tech_tf_dbms_used_no,tech_tf_dbms_used_yes,project_prf_cost_currency_canada_dollar,project_prf_cost_currency_european_euro,project_prf_cost_currency_missing,project_prf_cost_currency_new_zealand_dollar,project_prf_cost_currency_united_kingdom_pound_sterling,project_prf_cost_currency_united_states_dollar,project_prf_currency_multiple_missing,project_prf_currency_multiple_no,project_prf_currency_multiple_yes_10_000,external_eef_data_quality_rating_a,external_eef_data_quality_rating_b,project_prf_case_tool_used_missing,project_prf_case_tool_used_no,project_prf_case_tool_used_yes
24986,2006,government,website,Visual Basic,393.47958,6014.4404,5710.5947,11.787688,11.21362,25.749708,32.31452,3.9457526,0.40000638,8.060856,7,6,73606.35,1,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
12121,2009,government,financial transaction process/accounting,Oracle,60.32269,597.64935,412.1524,9.992144,10.280539,11.665187,40.852043,4.934198,0.40000004,4.346112,2,0,62197.223,1,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26033,2009,government,data or database management; identity card emission,C#,1480.8796,9150.128,9254.865,1.6737063,1.6073151,12.346969,206.5779,9.473435,0.40001047,16.20357,7,5,80190.89,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
22325,2010,government,business application,C#,9.669471,62.734955,39.01595,7.7555327,7.739957,25.622366,3.0171826,8.779403,0.40000084,1.4209939,2,0,14720.311,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
16291,2006,government,missing,COOL:Gen,123.005,850.9403,490.26834,12.518354,11.566288,42.860477,25.777878,7.660519,0.40004358,4.9688687,15,0,29284.723,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
22404,2005,government,business application,COOL:Gen,45.26541,2655.7542,2336.58,45.58967,47.822968,8.904662,2.6665394,3.1122777,0.40020207,10.358274,6,0,37787.215,1,0,1,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
24033,2013,government; health sciences,catalogue/register of things or events; customer relationship management,CLIPPER,95.705215,579.9507,402.7093,3.843861,4.081566,20.896244,4.017398,15.04126,0.4000001,2.939629,2,0,64883.54,1,0,0,0,0,0,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
22552,2004,government,catalogue/register of things or events; processing application for public subsidies,PowerBuilder,228.43268,1797.0684,1222.1471,8.824714,7.335651,32.249302,12.8108015,7.2943735,0.40000087,2.244619,8,2,113902.76,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
24007,2008,government,missing,COOL:Gen,1028.7671,29293.088,32498.848,16.335512,17.664661,29.230755,95.09888,1.2194378,0.4000029,17.233025,18,1,46699.49,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False
26267,2008,government,financial transaction process/accounting,Oracle,139.7767,1747.481,1391.024,12.222255,13.458694,25.02925,18.186344,8.075281,0.40000013,4.6212387,5,4,62585.23,1,0,1,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
11823,2011,government,customer billing/relationship management,Visual Basic,21.336868,4331.5273,3843.8704,42.78933,41.165966,9.149501,0.71309793,0.40160984,0.40017036,13.333027,2,0,26064.557,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
11131,2006,government; health sciences,financial transaction process/accounting,PHP,23.352661,3591.9768,3406.562,42.856735,46.34523,44.05519,1.1345512,4.2684846,0.4000615,9.1408205,10,2,46245.28,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
14577,2010,government,business application,COOL:Gen,32.17529,539.8858,397.95132,14.773407,14.445229,36.00169,13.16086,2.5206087,0.40000033,12.176213,10,0,9737.088,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
32064,2009,government; health sciences,financial transaction process/accounting,COBOL,96.81901,3651.9746,3243.0098,33.023716,35.170525,13.388814,10.925528,4.413963,0.40001285,7.2525077,2,6,124658.53,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
31166,2010,government,financial transaction process/accounting,COBOL,15.929851,1595.7883,1363.2899,33.56436,39.16954,78.10215,2.145119,1.9174246,0.40004095,6.6492305,5,7,35841.332,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
32194,2007,government,financial transaction process/accounting,PHP,509.24884,7005.26,6880.2847,8.252431,8.561154,69.92041,86.098564,2.6693895,0.40000412,9.785949,12,0,128070.43,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
16061,2013,government,customer billing/relationship management,Visual Studio .Net,515.402,5602.7783,5104.113,9.336867,8.756982,43.78625,185.73842,9.725567,0.40000015,9.168825,10,8,165363.98,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
32721,2008,government,missing,COBOL,55.80551,485.32812,331.82474,3.6578302,3.7359948,1.0924557,23.874031,3.8691685,0.40003955,4.2751718,2,0,25605.389,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
19714,2009,government; health sciences,financial transaction process/accounting,Java,494.57178,22783.963,24946.623,59.41216,64.649506,54.720387,25.597784,1.0974267,0.40000015,26.29559,2,0,201705.06,1,0,0,0,0,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
25782,2003,government,missing,.Net,515.0689,17899.443,19437.672,34.709328,34.311054,4.90691,128.82022,6.928794,0.40000033,17.982876,4,0,84952.78,1,0,0,0,1,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
23883,2012,government,missing,C#,1117.8596,29370.07,30475.92,42.217804,40.614853,13.952303,83.44955,3.56141,0.4000302,6.5717835,2,2,404510.97,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
32499,2011,government,financial transaction process/accounting,COBOL,234.9667,5849.3677,6138.4565,29.105167,30.98551,16.93117,49.432312,10.555879,0.40007257,14.762463,14,0,36948.24,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
27370,2008,government,business application,COOL:Gen,190.48259,3929.9114,3487.394,23.591293,24.27548,78.9896,1.3427849,1.7434037,0.4001329,14.2091875,14,0,49516.33,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False
19522,2012,government,business application,.Net,119.429115,996.492,754.7668,7.6643424,7.116216,3.5736833,22.43342,17.468752,0.40000823,3.1781986,12,0,181545.08,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
12056,2012,government,business application,Oracle,107.62433,2967.652,2426.9773,25.199158,26.472692,36.21234,23.994411,3.5816302,0.40000215,12.818805,2,0,74132.24,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False
25630,2005,public sector,business application,COBOL,67.720505,82.61063,40.513348,3.0569348,2.3636162,21.172209,20.285643,0.89608145,0.4000097,3.7162862,2,0,37437.08,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
13946,2010,government,business application,COOL:Gen,260.13132,12078.233,12120.4375,41.55542,43.113457,17.570353,77.54071,3.0505798,0.4000066,27.92735,16,0,40934.51,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
13860,2012,government,business application,.Net,669.46027,3368.24,3010.0544,1.8182256,1.9941221,5.0336533,317.20325,7.3278127,0.4,13.210589,2,0,49831.406,1,1,0,0,0,0,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False
20241,2005,government; municipality,business application,ABAP,91.29121,806.26117,637.7203,4.101297,4.5232673,53.62219,1.6490282,2.4012842,0.40002358,1.6666629,7,0,23367.146,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
19916,2005,government,business application,Oracle,159.1315,747.07495,441.2811,11.1217,9.757875,31.728313,0.93047935,2.218965,0.4000192,5.266718,3,0,55424.582,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
18444,2005,government,financial transaction process/accounting,COBOL,13.809231,258.66043,162.7615,22.086021,23.341925,29.584791,8.425939,5.286272,0.40003052,5.7212543,17,4,12330.108,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False
14665,2009,government,catalogue/register of things or events,Java,82.73138,1825.3553,1597.8885,17.38315,19.65141,13.095353,0.7001461,0.8468931,0.40025583,10.494524,3,0,15693.346,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
19480,2006,public sector,geographic or spatial information system,PL/I,251.20012,5528.022,4110.8574,35.071037,29.001648,3.6347797,24.498325,7.292493,0.4000164,8.237567,5,0,114630.99,1,0,1,0,0,0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
24723,2004,government,reporting,PHP,443.7311,8553.393,9135.109,9.546598,10.073668,50.00961,33.521748,8.214307,0.4000425,11.13911,6,4,10331.936,1,0,1,0,0,0,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
30524,2010,government,missing,Oracle,268.73395,5095.4385,4694.4404,16.174194,17.056774,34.597805,64.04125,5.5299425,0.40000778,7.7131877,15,0,147211.14,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
25526,2006,government,business application,.Net,423.12543,6514.5254,5738.472,16.478163,15.096711,37.10871,25.043251,4.6768556,0.40000555,4.7876716,2,0,114023.37,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
11065,2007,government,customer billing/relationship management,COBOL,686.12115,14182.38,14517.591,24.746832,24.560673,6.7369695,48.96008,1.0387415,0.40000004,10.383315,5,2,222016.78,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
