isbsg_project_id,project_prf_year_of_project,external_eef_organisation_type,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_max_team_size,process_pmf_docs,tech_tf_tools_used,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,process_pmf_development_methodologies_agile_development,process_pmf_development_methodologies_iterative,process_pmf_development_methodologies_missing,process_pmf_development_methodologies_multifunctional_teams,process_pmf_development_methodologies_scrum,process_pmf_development_methodologies_spiral,process_pmf_development_methodologies_unified_process,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,tech_tf_client_roles_business_logic_or_rule_processing,tech_tf_client_roles_data_entry_and_validation,tech_tf_client_roles_data_retrieval_and_presentation,tech_tf_client_roles_missing,tech_tf_client_roles_run_a_computer_human_interface,tech_tf_client_roles_security,tech_tf_client_roles_web_public_interface,tech_tf_client_roles_web_html_browser,tech_tf_server_roles_database_server,tech_tf_server_roles_file_print_server,tech_tf_server_roles_ftp_server,tech_tf_server_roles_html_web_server,tech_tf_server_roles_mail_server,tech_tf_server_roles_messaging_server,tech_tf_server_roles_missing,tech_tf_server_roles_multi_user_legacy_application,tech_tf_server_roles_object_component_server,tech_tf_server_roles_security_authentication,external_eef_industry_sector_Service_Industry,project_prf_application_group_Business_Application,project_prf_application_group_Mathematically_Intensive_Application,project_prf_application_group_Missing,project_prf_application_group_Real_Time_Application,project_prf_application_group_business_application,project_prf_application_group_missing,project_prf_development_type_Enhancement,project_prf_development_type_New_Development,project_prf_development_type_Re_development,tech_tf_development_platform_MF,tech_tf_development_platform_MR,tech_tf_development_platform_Missing,tech_tf_development_platform_Multi,tech_tf_development_platform_PC,tech_tf_development_platform_Proprietary,tech_tf_language_type_2GL,tech_tf_language_type_3GL,tech_tf_language_type_4GL,tech_tf_language_type_5GL,tech_tf_language_type_Missing,functional_size_group_L_1000_2999,functional_size_group_M_100_999,functional_size_group_S_100,project_prf_relative_size_L,project_prf_relative_size_M1,project_prf_relative_size_M2,project_prf_relative_size_Missing,project_prf_relative_size_S,project_prf_relative_size_XS,project_prf_team_size_group_15_20,project_prf_team_size_group_2,project_prf_team_size_group_21_30,project_prf_team_size_group_3_4,project_prf_team_size_group_31_40,project_prf_team_size_group_5_8,project_prf_team_size_group_9_14,project_prf_team_size_group_Missing,project_prf_case_tool_used_Missing,project_prf_case_tool_used_No,project_prf_case_tool_used_Yes,tech_tf_architecture_Client_server,tech_tf_architecture_Missing,tech_tf_architecture_Multi_tier,tech_tf_architecture_Multi_tier_with_web_public_interface,tech_tf_architecture_Stand_alone,tech_tf_architecture_Stand_alone_1,tech_tf_client_server_Don_t_Know,tech_tf_client_server_Missing,tech_tf_client_server_No,tech_tf_client_server_Not_Applicable,tech_tf_client_server_Yes,tech_tf_dbms_used_Missing,tech_tf_dbms_used_No,tech_tf_dbms_used_Yes,external_eef_data_quality_rating_A,external_eef_data_quality_rating_B,external_eef_data_quality_rating_C
25420,2008,community services; municipality,logistic or supply planning & control,PL/I,42.923256,103.22947,81.405594,2.0587044,1.1287131,79.329575,5.15815,3.7492707,2.5546665,3.149026,2,2,1.0000721,4.0,,1.4217591,4.0,,4.0970216,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False
19433,2012,community services,logistic or supply planning & control; management or performance reporting,SQL,29.59513,216.08778,177.22537,1.3314774,1.1047113,54.946117,89.61511,,1.5472814,7.8913608,17,4,1.1318089,3.0,,,5.0,3.674782,1.0877055,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
26702,2009,airport,online analysis and reporting,RPG,240.96951,11870.433,10234.538,33.595615,31.617535,,5.1048894,0.7657332,25.117203,19.68556,17,2,1.3019935,1.0,,0.009688056,2.0,,13.501097,0.0,0.0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
21796,2006,transport & storage,airport weather observation systems; meteorological  events detection,APPS,133.97592,85.67388,124.803604,1.6668419,6.0191846,,10.659066,5.9845724,5.216644,4.5748506,9,0,1.002686,,3.0,0.010716628,1.0,1.8629863,14.656849,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False
15011,2009,community services,financial transaction process/accounting,APPS,23.022139,2458.7532,1065.4584,33.37961,38.530216,21.550652,5.1092267,1.2406225,2.859364,5.372779,5,3,1.0078683,3.0,5.0,,4.0,2.5326924,25.972555,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
19433,2005,post/mail services,geographic or spatial information system,APPS,305.9357,5659.53,1387.1849,9.401065,1.3743869,35.405437,120.18265,5.429678,2.1908517,11.470443,2,3,2.0558257,1.0,6.0,0.23963368,2.0,3.314041,18.828386,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
18954,2010,community services,post exchange,SQL,48.85006,4152.9424,5793.111,14.880462,15.922085,33.614002,5.3705,1.229878,7.129221,5.1877775,7,2,1.0059316,,4.0,0.84809345,2.0,3.0372818,20.274235,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
17161,2010,transport & storage,online analysis and reporting,PL/I,171.37263,1673.4615,1103.362,4.055307,1.7608172,,147.00775,7.4477587,2.110126,7.1683893,13,2,1.1707082,5.0,2.0,3.6347299,2.0,3.5873942,5.482811,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
20382,2011,food processing,distribution,Missing,69.617805,3217.9126,1744.6844,20.487087,21.017513,12.945179,68.81319,1.8162986,4.3480134,9.211408,12,2,1.1141685,1.0,12.0,0.3102374,,3.9961019,27.23811,,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
22107,2008,community services,airport management,Java,71.00796,1957.1106,430.98553,13.609451,10.061737,36.439674,15.923545,4.392981,5.642809,7.903895,16,3,,1.0,2.0,0.23497315,1.0,3.5329552,31.448542,0.0,,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
11278,2014,"agriculture, forestry, fishing, hunting; transport & storage",electronic data interchange,C++,131.26016,359.89423,401.19684,5.5589905,5.103813,4.7307625,5.131561,2.414635,11.248927,7.3738346,17,4,1.091457,,11.0,0.022829695,1.0,10.961425,6.939926,0.0,0.0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
32308,2007,food processing,geographic or spatial information system,.Net,827.6421,2660.0151,897.4011,9.902253,4.9015737,27.139126,135.24857,2.2771974,14.885578,6.6762347,4,0,1.3852018,1.0,5.0,,,3.5867503,13.742615,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
24745,2011,community services; invoice-handling,electronic data interchange,ABAP,477.84375,5843.465,4048.6042,9.905881,11.073917,39.440956,169.8,2.0800073,3.4006908,11.161132,17,2,3.0444825,4.0,11.0,2.0151994,2.0,14.522781,25.067099,1.0,3.0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
27610,2007,"art , events , ticketing",online analysis and reporting,APPS,131.00587,7325.6694,7846.4844,22.030262,25.337154,6.20133,5.2105284,1.7695208,3.9635162,13.70667,11,2,1.4539036,2.0,7.0,0.01717699,,5.155912,21.838324,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
10388,2014,transport & storage,complex process control; workflow support & management,ASP.Net,26.131632,111.959984,88.41004,3.3646963,5.734047,,7.789524,6.461456,3.751143,3.0202641,16,2,1.0607107,4.0,3.0,1.3531736,2.0,4.1552424,,0.0,0.0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
16792,2009,transport & storage; wholesale & retail trade,financial transaction process/accounting,.Net,458.7429,6728.031,16436.553,25.329376,40.76322,5.9293113,5.107251,1.3168535,22.241472,13.122905,17,2,1.000683,,7.0,0.022438843,4.0,2.361272,0.5217391,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
27771,2006,transport & storage,catalogue/register of things or events; electronic data interchange; financial transaction process/accounting,RPG,49.340515,9412.656,13036.139,35.572796,43.1302,38.991444,5.17782,1.4549613,3.4596941,12.079429,16,2,1.1478509,1.0,6.0,0.009491967,1.0,3.569284,33.31402,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
17867,2004,community services,electronic data interchange,APPS,454.51346,33421.414,54416.11,50.53497,74.89575,38.101173,92.76489,2.927802,5.568754,11.508184,17,4,2.469216,5.0,4.0,0.88392514,1.0,7.643954,31.191015,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
19858,2010,"agriculture, forestry, fishing, hunting; transport & storage",online analysis and reporting,C++,871.23883,17884.611,20432.541,31.156963,37.06943,14.099939,8.640511,,37.19203,14.98865,17,4,5.718163,2.0,7.0,0.011238001,2.0,9.956942,0.062389303,0.0,0.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
26702,2009,community services; government,catalogue/register of things or events,Java,30.849457,431.07828,208.85612,12.075397,13.701091,,11.683872,3.2317874,3.4113226,3.6874225,17,2,,1.0,5.0,0.029162375,1.0,4.5849423,15.542901,1.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
26702,2003,community services; municipality,online analysis and reporting,RPG,477.40015,13608.258,13536.278,28.850603,24.262125,13.323736,5.1712985,1.1210315,8.603083,10.632628,12,0,1.0807062,2.0,7.0,,2.0,3.0435624,10.912156,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
27771,2009,community services; invoice-handling,geographic or spatial information system,Visual Basic,485.6081,3032.0193,2724.1294,11.159919,13.319505,18.83238,146.89406,5.09271,5.1842594,8.119986,17,2,,4.0,5.0,3.5746279,2.0,4.752661,0.049218737,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False
19859,2006,community services,financial transaction process/accounting,ABAP,67.28919,1048.8721,319.5421,6.372678,3.6430926,71.11934,10.823992,1.4746231,2.5709522,5.1222625,15,0,4.741314,8.0,4.0,,3.0,,18.532578,,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
24389,2009,air traffic management,catalogue/register of things or events; workflow support & management,SQL,310.85928,4192.3726,5532.312,5.3497195,3.273276,61.186176,5.1003227,4.9880853,18.5472,6.4099693,6,4,1.0877861,2.0,3.0,2.1515663,1.0,5.7253795,5.793911,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
27610,2010,transport & storage,air traffic management,RPG,34.047947,87.554375,81.639656,1.1864508,1.2431927,6.6187563,17.815798,3.006626,1.8818791,3.990584,6,0,,4.0,8.0,0.0011309104,5.0,7.604067,5.951162,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
25559,2007,transport & storage; wholesale & retail trade,financial transaction process/accounting,Visual Basic,32.921066,1550.3674,1508.6366,20.004925,22.255459,,5.1000743,,13.298982,3.5449564,16,2,1.0019836,2.0,3.0,0.0029431314,1.0,2.8574665,34.047237,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
