isbsg_project_id,project_prf_year_of_project,project_prf_application_type,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,process_pmf_docs,tech_tf_tools_used,project_prf_total_project_cost,process_pmf_development_methodologies_agile_development,process_pmf_development_methodologies_joint_application_development_jad,process_pmf_development_methodologies_multifunctional_teams,external_eef_industry_sector_medical_and_health_care,external_eef_organisation_type_biotech,external_eef_organisation_type_medical_and_health_care,external_eef_organisation_type_occupational_health_and_safety,project_prf_development_type_enhancement,project_prf_development_type_new_development,project_prf_relative_size_l,project_prf_relative_size_m1,project_prf_relative_size_m2,project_prf_relative_size_missing,project_prf_relative_size_s,project_prf_relative_size_xs,project_prf_relative_size_xxs,project_prf_cost_currency_european_euro,project_prf_cost_currency_missing,project_prf_cost_currency_united_states_dollar,project_prf_currency_multiple_missing,project_prf_currency_multiple_no
10866,2012,not recorded,92,7879,7879,85.6,85.6,4.8,0.1,19.0,81-90,85,2,0,432043,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
10929,2012,not recorded,40,3567,3567,89.2,89.2,2.5,0.1,16.0,31-40,33,2,0,132783,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
10975,2012,not recorded,7,537,537,76.7,76.7,1.4,0.1,5.0,21-30,22,2,0,28498,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
11069,2012,not recorded,106,14573,14573,137.5,137.5,5.0,0.0,21.0,101+,118,2,0,746494,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
11126,2012,not recorded,11,1253,1253,113.9,113.9,0.8,0.0,14.0,21-30,21,2,0,48503,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
11282,2013,not recorded,10,2170,2170,217.0,217.0,1.0,0.0,10.0,21-30,27,2,0,91215,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
11289,2012,not recorded,136,18829,18829,138.4,138.4,9.7,0.1,14.0,101+,126,2,0,976652,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
11362,2013,not recorded,24,1892,1892,78.8,78.8,1.8,0.0,13.0,51-60,58,2,0,86269,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
11464,2013,not recorded,12,799,799,66.6,66.6,1.7,0.3,7.0,05-Aug,6,2,0,38810,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
11467,2012,not recorded,152,12696,12696,83.5,83.5,13.8,0.2,11.0,51-60,59,2,0,563465,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
11489,2010,not recorded,107,7511,7511,70.2,70.2,11.9,0.1,9.0,81-90,83,2,0,346373,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
11493,2011,not recorded,10,1675,1675,167.5,167.5,0.8,0.0,13.0,41-50,47,2,0,95691,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
11824,2013,not recorded,48,5161,5161,107.5,107.5,3.7,0.1,13.0,31-40,31,2,0,179545,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
11849,2013,not recorded,4,1606,1606,401.5,401.5,0.7,0.0,6.0,51-60,56,2,0,82289,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
11915,2012,not recorded,37,11100,11100,300.0,300.0,2.5,0.1,15.0,41-50,46,2,0,355339,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
11917,2013,not recorded,270,24447,24447,90.5,90.5,14.2,0.1,19.0,101+,141,2,0,1223191,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
11946,2012,not recorded,7,730,730,104.3,104.3,0.8,0.1,9.0,05-Aug,7,2,0,7858,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
11989,2012,not recorded,48,4725,4725,98.4,98.4,4.4,0.1,11.0,21-30,30,2,0,226593,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
12007,2013,not recorded,67,15459,15459,230.7,230.7,5.2,0.1,13.0,81-90,85,2,0,682146,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
12008,2011,not recorded,39,5290,5290,135.6,135.6,1.3,0.0,30.0,101+,102,2,0,205798,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
12019,2012,not recorded,22,1236,1236,56.2,56.2,3.7,0.1,6.0,21-30,26,2,0,60462,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
12087,2011,not recorded,12,21596,21596,1799.7,1799.7,0.6,0.0,20.0,101+,139,2,0,1089991,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
12150,2013,not recorded,37,5865,5865,158.5,158.5,3.1,0.0,12.0,91-100,98,2,0,249220,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
12152,2012,not recorded,27,1075,1075,39.8,39.8,3.0,0.2,9.0,15-20,20,2,0,36395,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
12181,2012,not recorded,6,1299,1299,216.5,216.5,0.8,0.0,8.0,31-40,32,2,0,90252,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
12253,2013,not recorded,21,3569,3569,170.0,170.0,1.9,0.1,11.0,21-30,25,2,0,145691,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
12284,2013,not recorded,32,792,792,24.8,24.8,2.5,0.1,13.0,15-20,18,2,0,48271,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
12350,2011,not recorded,14,2590,2590,185.0,185.0,1.0,0.0,14.0,51-60,55,2,0,101224,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
12378,2012,not recorded,99,10322,10322,104.3,104.3,3.5,0.1,28.0,51-60,53,2,0,646296,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
12412,2013,not recorded,12,965,965,80.4,80.4,1.1,0.1,11.0,15-20,19,2,0,31083,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
12447,2012,not recorded,47,2116,2116,45.0,45.0,3.9,0.1,12.0,21-30,27,2,0,77468,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
12520,2013,not recorded,5,1433,1433,286.6,286.6,0.5,0.0,11.0,31-40,33,2,0,53621,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
12712,2013,not recorded,86,6113,6113,71.1,71.1,9.6,0.1,9.0,61-70,69,2,0,257387,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
12755,2012,not recorded,194,30975,30975,159.7,159.7,9.2,0.2,21.0,41-50,44,2,0,1594540,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
12759,2011,not recorded,108,13268,13268,122.9,122.9,6.8,0.1,16.0,101+,131,2,0,658074,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
12771,2012,not recorded,92,12019,12019,130.6,130.6,6.6,0.2,14.0,31-40,34,2,0,623187,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
12794,2012,not recorded,48,6570,6570,136.9,136.9,1.7,0.0,29.0,71-80,80,2,0,305657,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
12804,2012,not recorded,74,8598,8598,116.2,116.2,2.5,0.0,30.0,101+,113,2,0,518311,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
12859,2012,not recorded,17,1691,1691,99.5,99.5,3.4,0.2,5.0,21-30,21,2,0,64263,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
12865,2011,not recorded,54,7751,7751,143.5,143.5,3.9,0.0,14.0,101+,104,2,0,450030,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
12884,2012,not recorded,180,7884,7884,43.8,43.8,12.0,0.1,15.0,81-90,84,2,0,306081,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
12962,2013,not recorded,22,1807,1807,82.1,82.1,3.1,0.1,7.0,41-50,49,2,0,87291,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
13020,2012,not recorded,7,1700,1700,242.9,242.9,0.7,0.0,10.0,31-40,39,2,0,80279,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
13053,2011,not recorded,33,7824,7824,237.1,237.1,3.3,0.0,10.0,101+,115,2,0,342159,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
13216,2012,not recorded,59,3439,3439,58.3,58.3,4.5,0.1,13.0,31-40,39,2,0,133224,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
13222,2012,not recorded,124,1481,1481,11.9,11.9,11.3,0.5,11.0,21-30,24,2,0,79172,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
13228,2013,not recorded,8,288,288,36.0,36.0,1.0,0.1,8.0,Sep-14,13,2,0,11153,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
13273,2012,not recorded,54,11565,11565,214.2,214.2,4.2,0.0,13.0,81-90,86,2,0,570142,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
13294,2011,not recorded,297,20260,20260,68.2,68.2,15.6,0.1,19.0,101+,118,2,0,878811,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
13329,2011,not recorded,90,2246,2246,25.0,25.0,8.2,0.7,11.0,Sep-14,12,2,0,115710,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
13337,2012,not recorded,4,2212,2212,553.0,553.0,0.3,0.0,13.0,21-30,29,2,0,88053,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
13340,2012,not recorded,20,2109,2109,105.5,105.5,1.4,0.0,14.0,51-60,60,2,0,106746,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
13468,2012,not recorded,113,27362,27362,242.1,242.1,4.0,0.0,28.0,101+,193,2,0,1219748,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
13545,2013,not recorded,7,857,857,122.4,122.4,0.6,0.0,11.0,41-50,41,2,0,61983,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
13551,2012,not recorded,22,1942,1942,88.3,88.3,2.0,0.1,11.0,31-40,32,2,0,113641,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
13592,2012,not recorded,6,5748,5748,958.0,958.0,0.7,0.0,9.0,81-90,85,2,0,355595,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
13603,2013,not recorded,7,1013,1013,144.7,144.7,0.7,0.0,10.0,31-40,37,2,0,51242,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
13655,2012,not recorded,14,1111,1111,79.4,79.4,4.7,0.2,3.0,21-30,25,2,0,40334,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
13808,2012,not recorded,43,19667,19667,457.4,457.4,2.0,0.0,22.0,61-70,70,2,0,735277,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
13848,2011,not recorded,7,355,355,50.7,50.7,0.9,0.1,8.0,Sep-14,11,2,0,13573,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
13854,2013,not recorded,30,4412,4412,147.1,147.1,3.3,0.2,9.0,21-30,21,2,0,234882,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
14002,2005,missing,216,11318,11318,52.4,52.4,16.6,0.1,13.0,Missing,36,3,0,119674,1,0,0,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
14100,2013,not recorded,18,2728,2728,151.6,151.6,1.0,0.0,18.0,41-50,48,2,0,94057,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
14111,2012,not recorded,35,9997,9997,285.6,285.6,1.0,0.0,34.0,61-70,65,2,0,522082,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
14116,2013,not recorded,10,1174,1174,117.4,117.4,1.1,0.1,9.0,15-20,18,2,0,42024,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
14131,2012,not recorded,39,3214,3214,82.4,82.4,6.5,0.5,6.0,Sep-14,13,2,0,198720,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
14153,2013,not recorded,8,2702,2702,337.8,337.8,0.6,0.0,13.0,41-50,42,2,0,102156,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
14162,2012,not recorded,50,6451,6451,129.0,129.0,1.5,0.0,34.0,41-50,43,2,0,256558,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
14170,2013,not recorded,12,158,158,13.2,13.2,1.7,0.3,7.0,05-Aug,6,2,0,4434,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
14240,2012,not recorded,150,19226,19226,128.2,128.2,10.7,0.1,14.0,101+,150,2,0,986222,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
14272,2013,not recorded,6,479,479,79.8,79.8,0.8,0.0,8.0,21-30,21,2,0,16288,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
14312,2012,not recorded,44,10852,10852,246.6,246.6,1.7,0.0,26.0,61-70,65,2,0,607330,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
14393,2011,not recorded,14,14138,14138,1009.9,1009.9,0.8,0.0,18.0,51-60,57,2,0,826113,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
14451,2013,not recorded,17,7003,7003,411.9,411.9,1.1,0.0,15.0,31-40,39,2,0,256952,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
14471,1993,transaction/production system,805,11045,11045,13.7,13.7,61.9,8.8,13.0,05-Aug,7,6,2,119674,1,0,0,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False
14494,2012,not recorded,18,1672,1672,92.9,92.9,0.8,0.0,24.0,51-60,52,2,0,104406,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
14504,2012,not recorded,16,4933,4933,308.3,308.3,1.6,0.0,10.0,31-40,33,2,0,171976,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
14544,2012,not recorded,4,1330,1330,332.5,332.5,0.5,0.0,8.0,15-20,20,2,0,54183,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
14597,2013,not recorded,8,10997,10997,1374.6,1374.6,0.3,0.0,27.0,61-70,64,2,0,478059,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
14604,2012,not recorded,6,838,838,139.7,139.7,0.5,0.0,11.0,31-40,33,2,0,52735,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
14648,2012,not recorded,22,13690,13690,622.3,622.3,1.5,0.0,15.0,101+,104,2,0,576911,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
14655,2012,not recorded,6,459,459,76.5,76.5,0.3,0.0,19.0,31-40,31,2,0,21305,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
14656,2013,not recorded,46,2962,2962,64.4,64.4,2.1,0.0,22.0,41-50,50,2,0,202885,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
14722,2008,system software,24,3049,3049,107.3,107.3,2.1,0.1,14.5,Missing,36,3,0,119674,1,0,0,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
14864,2013,not recorded,61,2931,2931,48.0,48.0,2.9,0.1,21.0,41-50,49,2,0,122710,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
14968,2012,not recorded,21,141,141,6.7,6.7,7.0,1.0,3.0,05-Aug,7,2,0,2952,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
14969,2013,not recorded,6,1661,1661,276.8,276.8,0.3,0.0,23.0,31-40,34,2,0,111100,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
15036,2013,not recorded,35,1408,1408,40.2,40.2,5.0,0.2,7.0,21-30,30,2,0,49835,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
15071,2012,not recorded,24,2897,2897,120.7,120.7,1.8,0.1,13.0,31-40,33,2,0,119344,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
15098,2013,not recorded,44,2691,2691,61.2,61.2,4.0,0.1,11.0,31-40,31,2,0,130805,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
15136,2012,not recorded,26,1719,1719,66.1,66.1,1.4,0.1,19.0,21-30,21,2,0,78309,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
15184,2013,not recorded,12,1381,1381,115.1,115.1,1.0,0.0,12.0,31-40,39,2,0,83542,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
15196,2012,not recorded,306,23350,23350,76.3,76.3,23.5,0.2,13.0,101+,109,2,0,1085474,1,0,0,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
15232,2013,not recorded,12,1105,1105,92.1,92.1,1.3,0.1,9.0,15-20,19,2,0,46313,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
15469,2013,not recorded,9,1336,1336,148.4,148.4,1.3,0.0,7.0,21-30,26,2,0,65034,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
15498,2012,not recorded,9,734,734,81.6,81.6,0.9,0.1,10.0,Sep-14,13,2,0,28689,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
15500,2012,not recorded,24,5298,5298,220.8,220.8,2.2,0.0,11.0,81-90,86,2,0,223758,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
15572,2012,not recorded,14,5718,5718,408.4,408.4,0.6,0.0,22.0,61-70,70,2,0,203367,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
15574,2012,not recorded,34,10351,10351,304.4,304.4,2.8,0.1,12.0,51-60,54,2,0,436939,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
15584,2013,not recorded,16,1277,1277,79.8,79.8,1.0,0.0,16.0,21-30,30,2,0,59384,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
15586,2013,not recorded,27,1537,1537,56.9,56.9,2.1,0.0,13.0,51-60,52,2,0,58770,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
15602,2013,not recorded,24,5575,5575,232.3,232.3,3.0,0.1,8.0,31-40,36,2,0,185841,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
15622,2012,not recorded,114,15480,15480,135.8,135.8,7.1,0.1,16.0,91-100,91,2,0,864252,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
15715,2012,not recorded,38,9112,9112,239.8,239.8,1.8,0.0,21.0,41-50,50,2,0,298122,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
15733,2012,not recorded,87,4820,4820,55.4,55.4,6.7,0.3,13.0,21-30,21,2,0,296816,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
15850,2012,not recorded,4,494,494,123.5,123.5,0.8,0.1,5.0,Sep-14,9,2,0,23572,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
15902,2007,engineering software,24,1004,1004,107.3,107.3,2.1,0.1,5.9,Missing,36,2,0,119674,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
15947,2011,not recorded,7,1466,1466,209.4,209.4,1.2,0.2,6.0,05-Aug,7,2,0,42778,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
16042,2011,not recorded,137,2533,2533,18.5,18.5,15.2,0.5,9.0,31-40,33,2,0,120004,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
16043,2013,not recorded,26,3776,3776,145.2,145.2,1.7,0.1,15.0,21-30,30,2,0,156734,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
16066,2013,not recorded,12,630,630,52.5,52.5,2.0,0.3,6.0,05-Aug,7,2,0,30065,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
16132,2012,not recorded,3,2333,2333,777.7,777.7,0.2,0.0,14.0,51-60,51,2,0,136678,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
16160,2012,not recorded,25,5981,5981,239.2,239.2,1.6,0.0,16.0,71-80,72,2,0,256217,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
16287,2013,not recorded,14,412,412,29.4,29.4,1.4,0.1,10.0,Sep-14,10,2,0,18997,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
16302,2013,not recorded,7,3456,3456,493.7,493.7,0.6,0.0,11.0,31-40,32,2,0,175083,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
16325,2013,not recorded,6,737,737,122.8,122.8,0.9,0.0,7.0,21-30,24,2,0,42759,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
16335,2012,not recorded,29,2138,2138,73.7,73.7,2.6,0.1,11.0,21-30,30,2,0,130146,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
16346,2011,not recorded,53,4050,4050,76.4,76.4,4.4,0.1,12.0,81-90,82,2,0,225857,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
16362,2012,not recorded,68,26157,26157,384.7,384.7,2.3,0.0,29.0,101+,156,2,0,1091415,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
