isbsg_project_id,project_prf_year_of_project,external_eef_organisation_type,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_max_team_size,process_pmf_docs,tech_tf_tools_used,project_prf_total_project_cost,process_pmf_development_methodologies_agile_development,process_pmf_development_methodologies_iterative,process_pmf_development_methodologies_missing,process_pmf_development_methodologies_scrum,process_pmf_development_methodologies_unified_process,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,external_eef_industry_sector_Government,project_prf_application_group_Business_Application,project_prf_application_group_Infrastructure_Software,project_prf_application_group_Mathematically_Intensive_Application,project_prf_application_group_Missing,project_prf_application_group_Real_Time_Application,project_prf_application_group_business_application,project_prf_application_group_missing,project_prf_development_type_Enhancement,project_prf_development_type_New_Development,project_prf_development_type_Re_development,tech_tf_development_platform_MF,tech_tf_development_platform_MR,tech_tf_development_platform_Missing,tech_tf_development_platform_Multi,tech_tf_development_platform_PC,tech_tf_development_platform_Proprietary,tech_tf_language_type_3GL,tech_tf_language_type_4GL,tech_tf_language_type_5GL,tech_tf_language_type_ApG,tech_tf_language_type_Missing,functional_size_group_L_1000_2999,functional_size_group_M_100_999,functional_size_group_S_100,functional_size_group_XL_3000_8999,project_prf_relative_size_L,project_prf_relative_size_M1,project_prf_relative_size_M2,project_prf_relative_size_Missing,project_prf_relative_size_S,project_prf_relative_size_XL,project_prf_relative_size_XS,project_prf_relative_size_XXS,project_prf_team_size_group_1,project_prf_team_size_group_15_20,project_prf_team_size_group_2,project_prf_team_size_group_21_30,project_prf_team_size_group_3_4,project_prf_team_size_group_31_40,project_prf_team_size_group_5_8,project_prf_team_size_group_71_80,project_prf_team_size_group_9_14,project_prf_team_size_group_Missing,tech_tf_architecture_Client_server,tech_tf_architecture_Missing,tech_tf_architecture_Multi_tier,tech_tf_architecture_Multi_tier_with_web_public_interface,tech_tf_architecture_Stand_alone,tech_tf_architecture_Stand_alone_1,tech_tf_client_server_Missing,tech_tf_client_server_No,tech_tf_client_server_Yes,tech_tf_dbms_used_Missing,tech_tf_dbms_used_No,tech_tf_dbms_used_Yes,project_prf_cost_currency_Canada_dollar,project_prf_cost_currency_European_euro,project_prf_cost_currency_Missing,project_prf_cost_currency_New_Zealand_dollar,project_prf_cost_currency_United_Kingdom_pound_sterling,project_prf_cost_currency_United_States_dollar,project_prf_currency_multiple_Missing,project_prf_currency_multiple_No,project_prf_currency_multiple_Yes_10_000,external_eef_data_quality_rating_A,external_eef_data_quality_rating_B,project_prf_case_tool_used_Missing,project_prf_case_tool_used_No,project_prf_case_tool_used_Yes
11131,2007,government,customer billing/relationship management; electronic data interchange; financial transaction process/accounting,PL/I,199.0,3746.0,3746.0,18.8,18.8,15.1,22.1,3.2,9.0,7.0,14,2,43960.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
11169,2007,defence; government,financial transaction process/accounting,COBOL,19.0,419.0,419.0,22.1,22.1,0.0,0.9,3.1500000000000004,21.6,7.0,2,0,15102.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
11175,2007,government,"job, case, incident, project management; online analysis and reporting",Visual Basic,161.0,1146.0,1146.0,7.1,7.1,31.1,32.2,8.1,5.0,4.0,14,2,43960.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
11185,2009,government,catalogue/register of things or events,C#,1337.0,71729.0,71729.0,53.6,53.6,83.8,35.2,1.0,38.0,36.0,14,2,43960.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
11251,2008,government,customer billing/relationship management,C#,733.0,4544.0,4544.0,6.2,6.2,0.0,56.4,11.3,13.0,5.0,14,6,43960.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
11301,2008,defence; government,financial transaction process/accounting,COBOL,24.0,230.0,230.0,9.6,9.6,0.0,1.9,3.1500000000000004,12.5,7.0,2,0,16352.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
11321,2006,government,management of licences and permits,COOL:Gen,123.0,3321.0,3321.0,27.0,27.0,0.0,2.3,3.1500000000000004,54.3,7.0,8,0,43960.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
11355,2007,defence; government,financial transaction process/accounting,COBOL,79.0,1103.0,1103.0,14.0,14.0,0.0,3.7,3.1500000000000004,21.6,7.0,2,0,48988.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
11409,2007,defence; government,reporting,COBOL,16.0,456.0,456.0,28.5,28.5,0.0,0.7,3.1500000000000004,21.6,7.0,2,0,12540.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
11536,2008,defence; government,financial transaction process/accounting,COBOL,20.0,350.0,350.0,17.5,17.5,0.0,1.3,3.1500000000000004,15.0,7.0,2,0,19758.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
11543,2006,government,middleware,PL/I,324.0,5499.0,5499.0,17.0,17.0,0.0,32.4,2.7,10.0,12.0,15,3,43960.0,1,0,0,0,0,0,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
11716,2012,government,business application,Java,116.0,2649.0,2649.0,22.8,22.8,0.0,27.0,3.1500000000000004,4.3,7.0,2,0,169600.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
11801,2009,government,idm,C#,63.0,2742.0,2742.0,43.5,43.5,47.6,6.3,0.8,10.0,8.0,18,3,43960.0,1,0,0,0,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
11823,2010,government,business application,Oracle,70.0,358.0,358.0,5.1,5.1,0.0,70.0,3.1500000000000004,1.0,7.0,2,0,22880.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
11954,2010,government,business application,Oracle,203.0,1051.0,1051.0,5.2,5.2,0.0,70.0,3.1500000000000004,2.9,7.0,2,0,67360.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
12056,2007,government,catalogue/register of things or events,C#,368.0,5964.0,5964.0,16.2,16.2,0.0,40.9,3.1500000000000004,9.0,7.0,3,0,43960.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
12121,2006,government,management of licences and permits,COOL:Gen,87.0,858.0,858.0,9.9,9.9,11.5,16.4,3.1500000000000004,5.3,7.0,8,0,43960.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
12304,2007,government,geographic or spatial information system,C#,777.0,7119.0,7119.0,9.2,9.2,16.7,38.9,7.8,20.0,5.0,14,8,43960.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
12307,2008,defence; government,financial transaction process/accounting,COBOL,20.0,224.0,224.0,11.2,11.2,0.0,2.3,3.1500000000000004,8.8,7.0,2,0,13671.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
12449,2008,public administration,missing,Java,1606.0,110050.0,110050.0,68.5,68.5,0.0,121.7,3.1500000000000004,13.2,7.0,3,0,43960.0,1,0,0,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
12502,2010,government,business application,Oracle,286.0,1523.0,1523.0,5.3,5.3,0.0,98.6,3.1500000000000004,2.9,7.0,2,0,97440.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
12664,2014,government,business application,Oracle,138.0,682.0,682.0,4.9,4.9,0.0,345.0,3.1500000000000004,0.4,7.0,3,0,61435.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
12729,2006,government,financial transaction process/accounting,PL/I,144.0,809.0,809.0,5.6,5.6,34.7,28.8,9.6,5.0,3.0,14,2,43960.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
12836,2008,government,business application,.Net,172.0,2983.0,2983.0,17.3,17.3,0.0,26.1,3.1500000000000004,6.6,7.0,2,0,190880.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
13099,2006,government,management of licences and permits,COOL:Gen,13.0,1382.0,1382.0,106.3,106.3,0.0,2.7,3.1500000000000004,4.8,7.0,8,0,43960.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
13390,2007,defence; government,financial transaction process/accounting,COBOL,357.0,5497.0,5497.0,15.4,15.4,5.6,16.5,3.1500000000000004,21.6,7.0,2,0,242167.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
13620,2009,government,business application,.Net,234.0,2871.0,2871.0,12.3,12.3,0.0,47.8,3.1500000000000004,4.9,7.0,2,0,183760.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
13645,2014,government,business application,.Net,192.0,5542.0,5542.0,28.9,28.9,0.0,33.1,3.1500000000000004,5.8,7.0,2,0,554100.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
13671,2008,defence; government,financial transaction process/accounting,COBOL,28.0,324.0,324.0,11.6,11.6,0.0,2.1,3.1500000000000004,13.1,7.0,2,0,19006.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
13860,2009,defence; government,financial transaction process/accounting,COBOL,28.0,358.0,358.0,12.8,12.8,107.1,1.3,3.1500000000000004,21.5,7.0,2,0,18808.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
13946,2008,government,management of licences and permits,COOL:Gen,237.0,8851.0,8851.0,37.3,37.3,38.0,20.8,3.1500000000000004,11.4,7.0,8,0,43960.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
14037,2006,government; public administration,management information system; workflow support & management,Java,751.0,3114.0,3114.0,4.1,4.1,36.0,268.2,26.8,2.8,10.0,5,2,43960.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
14092,2014,government,business application,Java,70.0,373.0,373.0,5.3,5.3,0.0,50.0,3.1500000000000004,1.4,7.0,2,0,23840.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
14130,2010,government,missing,Visual Studio .Net,116.0,2175.0,2175.0,18.8,18.8,17.2,14.5,2.1,8.0,7.0,15,2,43960.0,1,0,0,0,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
14193,2009,government,electronic data interchange; financial transaction process/accounting,PL/I,77.0,870.0,870.0,11.3,11.3,13.0,12.8,2.1,6.0,6.0,16,4,43960.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
14220,2006,government,management of licences and permits,COOL:Gen,48.0,1137.0,1137.0,23.7,23.7,0.0,9.6,3.1500000000000004,5.0,7.0,9,0,43960.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
14286,2008,defence; government,financial transaction process/accounting,COBOL,17.0,228.0,228.0,13.4,13.4,58.8,1.1,3.1500000000000004,15.1,7.0,2,0,16858.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
14289,2009,danish citizens; government,catalogue/register of things or events; processing application for public subsidies,C#,154.0,2009.0,2009.0,13.0,13.0,19.5,38.5,5.5,4.0,7.0,15,4,43960.0,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
