project_id,development_type,application_type,team_size,effort_hours,duration_months,complexity,technology_stack,quality_rating,budget_category
826,New Development,Mobile,12,77.49212,2.2674863,Low,Python,7.6094594,Small
1332,New Development,Mobile,3,133.82199,1.0783718,High,JavaScript,7.6203427,Small
-1017,Enhancement,Mobile,7,529.6623,1.7752259,Medium,Python,9.12186,Large
116,New Development,Mobile,9,428.60803,1.0712956,Low,JavaScript,9.550334,Medium
-192,Maintenance,Desktop,0,71.94856,1.3715705,Medium,JavaScript,4.067908,Medium
1443,New Development,Mobile,-4,500.8148,1.2921596,Medium,Python,7.2516828,Medium
699,New Development,Desktop,13,201.37943,2.0005534,Medium,Python,5.426662,Large
1427,New Development,Mobile,2,271.84714,1.0419916,High,C#,1.3909363,Small
1911,New Development,Web,7,113.24433,1.4181441,Medium,C#,5.868659,Large
1910,New Development,Desktop,9,161.54176,1.0926526,Medium,.NET,3.3074088,Large
1890,New Development,Enterprise,12,45.21602,1.407921,High,JavaScript,9.675184,Large
1681,New Development,Web,0,107.2022,3.5377436,Low,C#,1.6418465,Small
1868,New Development,Desktop,-2,139.80673,1.4632334,Low,C#,6.8723445,Medium
1528,New Development,Enterprise,10,92.90409,1.2756025,Medium,C#,4.5657606,Large
1813,New Development,Web,13,58.08966,4.036704,High,Java,8.763745,Large
102,Enhancement,Desktop,12,43.908276,1.158891,Low,.NET,8.814747,Medium
69,New Development,Mobile,6,198.39003,1.0619532,High,C#,6.215799,Small
1534,New Development,Desktop,6,657.78937,1.9735353,High,C#,7.5869136,Medium
1103,New Development,Mobile,9,102.056305,1.2792939,Low,C#,4.356065,Small
1865,Enhancement,Desktop,13,32.114857,1.0188334,Medium,Python,3.9259014,Large
1797,New Development,Desktop,5,83.10097,1.9298613,Medium,C#,6.7539225,Medium
-1171,New Development,Desktop,0,158.01422,1.1926386,Medium,Java,5.306476,Large
1809,New Development,Desktop,12,47.70884,1.2197555,Medium,JavaScript,2.7611098,Medium
1842,New Development,Desktop,12,360.0574,1.2852021,High,JavaScript,8.030518,Small
1582,New Development,Web,11,226.62419,1.2118284,Medium,JavaScript,2.794893,Large
1955,Enhancement,Desktop,5,78.09158,1.6066955,Low,.NET,2.3362303,Small
1210,New Development,Desktop,13,77.08061,1.1310813,Low,Python,1.0524807,Small
1755,Enhancement,Web,13,54.075428,1.2139561,Medium,.NET,2.6126442,Medium
1447,Maintenance,Desktop,9,51.21264,1.3169111,Medium,Java,8.210561,Small
1263,New Development,Mobile,7,216.40164,1.3565869,Medium,.NET,1.526089,Small
1434,Enhancement,Mobile,9,66.80464,2.8946085,Low,Java,4.1130786,Large
1709,New Development,Desktop,10,117.343636,1.062161,High,C#,3.6887188,Large
1777,New Development,Desktop,12,40.936672,1.1898775,Medium,C#,4.8658037,Small
1208,New Development,Mobile,10,398.93158,1.4632927,High,Python,3.06235,Large
1166,Enhancement,Enterprise,8,248.05257,1.2367085,Medium,Python,3.4975605,Large
1819,New Development,Mobile,8,567.5393,1.549948,High,.NET,8.446809,Medium
1390,Enhancement,Desktop,9,93.8755,1.0889512,High,JavaScript,1.2988341,Small
103,New Development,Desktop,-4,44.373207,1.1945784,High,JavaScript,8.7011175,Medium
1765,New Development,Mobile,13,131.30345,1.223833,Medium,JavaScript,7.5728045,Small
220,Maintenance,Desktop,7,166.93497,1.6796538,Low,Python,7.2905455,Medium
605,Enhancement,Mobile,8,106.65616,4.350557,Low,.NET,7.8572216,Medium
1081,New Development,Web,6,70.95935,1.2156583,High,Python,5.983193,Small
1935,New Development,Web,8,22.012995,1.4612144,Medium,JavaScript,7.3254924,Medium
1538,New Development,Mobile,-2,20.847698,1.0430505,Medium,C#,2.1710687,Small
1633,New Development,Web,13,146.3316,1.4606206,Low,Java,4.166482,Medium
1706,Enhancement,Mobile,6,191.85922,1.1103578,Low,Python,4.7782226,Large
1971,New Development,Enterprise,5,39.99494,1.071632,Medium,Python,4.4167924,Small
922,Maintenance,Mobile,-5,301.84607,3.288278,Low,C#,6.207091,Large
1578,New Development,Mobile,13,42.30377,3.5012941,Low,JavaScript,8.591514,Large
1261,New Development,Desktop,13,270.7867,1.402834,Low,JavaScript,3.6688318,Small
1721,New Development,Mobile,9,206.21075,1.2069294,Low,Java,7.7588453,Large
1599,Maintenance,Desktop,10,182.59424,1.3850299,Low,JavaScript,3.3116906,Small
1800,New Development,Desktop,12,49.08187,1.2842225,Medium,C#,7.2021556,Small
-595,Enhancement,Mobile,13,238.8311,1.8822088,Medium,JavaScript,8.499978,Small
1583,Enhancement,Desktop,14,98.26366,1.0276315,Medium,.NET,3.339155,Small
1825,New Development,Mobile,13,198.83714,1.2019316,Medium,JavaScript,1.0779101,Small
681,New Development,Mobile,-2,58.261784,1.6134154,High,.NET,1.9164885,Small
1766,New Development,Desktop,9,162.93062,1.2246444,Medium,Python,2.6032917,Large
1548,New Development,Enterprise,1,243.90381,1.9476358,High,Python,3.7332542,Medium
548,New Development,Enterprise,0,128.591,1.0488697,Low,C#,6.5598674,Large
1957,New Development,Mobile,12,78.833496,1.2711588,Low,C#,8.581739,Small
814,New Development,Desktop,0,69.23614,1.8630984,Low,Python,4.799911,Small
942,New Development,Mobile,6,220.31696,1.0800443,Medium,C#,5.726883,Small
-271,Enhancement,Web,13,45.332745,1.1885216,Low,Java,1.7861954,Large
849,New Development,Desktop,5,261.71164,1.1747059,Medium,.NET,7.2679653,Small
1741,New Development,Mobile,2,182.76636,1.324195,Medium,C#,9.479517,Large
1379,Enhancement,Mobile,12,96.3149,1.6375731,Low,.NET,7.6020703,Medium
1846,Maintenance,Desktop,12,112.51033,1.391631,Low,.NET,6.036101,Medium
1208,New Development,Mobile,7,133.26208,1.080252,Low,JavaScript,1.1591551,Small
1387,New Development,Web,7,123.32047,1.1688273,Medium,Java,2.5892296,Large
1422,New Development,Mobile,9,209.24171,1.4279815,Low,JavaScript,5.976927,Small
1778,New Development,Web,10,36.605892,1.149113,Medium,Python,1.2417588,Small
1895,New Development,Web,12,1221.6913,6.243612,Low,.NET,6.1198416,Small
-54,New Development,Desktop,6,43.101074,1.3472246,Low,Java,3.5886962,Large
-1133,New Development,Mobile,11,80.347,1.0329757,Low,C#,2.2105193,Large
83,Enhancement,Desktop,9,30.053333,1.1127329,High,Python,2.290065,Small
1005,Enhancement,Desktop,13,137.47417,1.3955005,Medium,Python,5.92161,Medium
1193,Enhancement,Mobile,14,49.768383,1.7163802,Low,Java,5.6777616,Medium
1956,Enhancement,Mobile,11,82.09,1.1110505,Low,Java,7.4597936,Small
971,Maintenance,Desktop,12,97.51581,1.1487569,Low,.NET,8.262103,Medium
1392,New Development,Web,5,44.371227,1.0192786,Low,Java,6.702486,Large
1752,New Development,Mobile,4,55.92328,2.0423865,Low,.NET,7.2212706,Small
833,New Development,Mobile,8,117.90155,2.0068674,Low,Python,5.8790655,Large
1280,New Development,Web,8,90.063065,2.172112,Medium,Java,3.7342405,Large
471,New Development,Mobile,-5,248.51355,2.469121,Low,JavaScript,9.370859,Small
1928,New Development,Mobile,12,1005.90594,1.530026,High,JavaScript,5.988012,Small
1777,New Development,Mobile,0,129.2894,6.13559,High,Java,3.8834238,Small
1589,New Development,Web,2,209.07156,1.7821338,Low,.NET,2.977241,Medium
1570,New Development,Desktop,9,250.7472,1.3034418,High,JavaScript,7.5560164,Large
1717,Enhancement,Mobile,13,88.138054,1.1847312,Medium,JavaScript,4.251538,Medium
1819,Enhancement,Enterprise,10,172.71791,2.0214946,Medium,C#,1.896569,Small
1712,Enhancement,Mobile,13,77.250755,1.2077212,Low,Java,1.6499277,Large
1750,New Development,Mobile,0,174.11667,1.1673527,Low,Python,7.840652,Small
1432,Enhancement,Desktop,9,202.96217,1.3623567,Low,Python,3.5689907,Large
-36,New Development,Mobile,3,87.19434,2.8249657,High,Java,7.824661,Large
1774,New Development,Web,8,99.73759,1.0966706,Medium,Python,4.7114434,Medium
1709,Maintenance,Mobile,12,184.26799,1.5623386,Low,Python,6.1740966,Large
776,New Development,Mobile,7,90.00569,1.8418404,Low,C#,2.805986,Medium
1848,New Development,Desktop,0,101.755585,1.4613135,Medium,Java,6.5653944,Large
-199,Maintenance,Mobile,12,389.60526,1.3396537,Medium,.NET,2.144877,Medium
524,New Development,Web,10,27.572382,1.0453861,Low,Python,1.2446711,Medium
339,Enhancement,Enterprise,11,294.07086,1.195855,Low,Python,2.4772673,Large
1,New Development,Mobile,8,72.10486,1.5698403,High,.NET,6.496743,Small
1330,New Development,Mobile,5,100.180756,1.3864946,Low,C#,8.329801,Medium
1316,New Development,Desktop,2,311.29703,2.7315013,Low,.NET,8.303851,Large
1958,New Development,Web,7,21.091045,1.6081306,Low,Python,7.485076,Medium
1885,Maintenance,Mobile,11,146.5611,1.2656958,Medium,.NET,5.811617,Small
1787,New Development,Mobile,2,196.8053,1.4938834,High,C#,7.930683,Large
-958,Enhancement,Enterprise,8,352.5928,1.8563884,Low,JavaScript,4.029123,Small
1790,New Development,Web,13,87.40208,2.231393,Low,C#,6.8115163,Large
783,New Development,Desktop,12,133.80615,1.6257664,Medium,C#,1.7580919,Medium
1955,New Development,Mobile,-6,75.80254,1.2877952,High,JavaScript,4.0589285,Small
-163,Enhancement,Mobile,2,67.27551,1.0486422,Low,.NET,3.1164052,Large
1532,Maintenance,Mobile,13,100.92662,1.0613296,Low,JavaScript,4.5177526,Large
1379,New Development,Mobile,9,160.74051,2.5139332,Medium,JavaScript,3.1314437,Large
940,New Development,Mobile,11,51.04645,1.7718214,Medium,.NET,2.6561222,Large
1065,New Development,Web,12,352.22876,1.3690666,Medium,C#,5.9713583,Large
105,New Development,Mobile,9,255.07402,1.1806835,Medium,.NET,2.1308768,Medium
1906,New Development,Enterprise,8,113.719154,1.2353922,Medium,Python,5.026738,Medium
-450,Enhancement,Enterprise,5,200.67511,4.623586,High,JavaScript,1.7174464,Large
1643,Maintenance,Mobile,8,40.271923,1.0615771,Medium,JavaScript,5.2282424,Medium
1503,New Development,Desktop,8,578.3079,3.8395028,Medium,Python,5.907261,Small
1849,New Development,Web,3,78.423965,1.2750779,Low,Java,3.8674147,Large
-111,New Development,Web,8,232.59906,1.266636,Medium,Python,3.8706894,Small
1811,Enhancement,Enterprise,11,18.321243,1.0425854,Low,JavaScript,6.757418,Small
1180,Maintenance,Enterprise,12,52.54412,1.7223678,Medium,C#,8.203404,Large
1806,Maintenance,Mobile,8,203.31631,1.4123348,Medium,Java,5.3917875,Large
1944,New Development,Web,4,295.01257,1.2745831,High,.NET,9.645033,Medium
1658,New Development,Mobile,7,106.86587,1.8639891,Medium,.NET,2.8001065,Medium
1771,New Development,Enterprise,-2,252.44072,1.1703217,Low,Java,1.2233735,Large
1680,New Development,Desktop,11,101.10271,1.1255194,Medium,Python,3.95638,Small
1249,New Development,Desktop,6,275.97415,1.8058957,Low,Java,4.090143,Small
910,New Development,Mobile,12,25.58208,1.1115453,Low,.NET,4.037556,Small
1946,New Development,Mobile,-4,221.50006,1.0250782,High,.NET,9.439488,Small
1424,Enhancement,Mobile,8,114.70441,2.726474,High,.NET,3.818196,Medium
1375,Maintenance,Desktop,11,76.441574,1.6793766,Low,Python,3.6126437,Small
1769,New Development,Web,9,167.16644,2.3748255,Medium,.NET,6.982973,Large
1952,New Development,Web,7,569.5613,1.2777401,High,.NET,6.2121615,Small
1125,New Development,Web,10,222.75043,1.5224749,Low,Java,4.2779846,Large
1892,Maintenance,Mobile,14,50.199684,1.1721525,Medium,.NET,4.934683,Medium
333,Enhancement,Web,10,346.79205,2.433107,Low,.NET,1.1824477,Small
-150,Maintenance,Web,11,57.14397,1.2422507,Medium,Java,9.366746,Large
1851,Enhancement,Desktop,7,1220.1659,3.2154288,Medium,Python,1.7044652,Large
1764,New Development,Mobile,5,216.98924,1.1709749,High,Java,7.984874,Medium
-975,Enhancement,Desktop,12,58.778152,2.0866444,High,JavaScript,1.0883087,Small
-1382,New Development,Web,-3,155.52734,1.7153907,Low,Java,8.348265,Medium
1622,New Development,Web,4,144.53716,1.4231519,Medium,JavaScript,6.544817,Large
1825,New Development,Mobile,13,203.77135,1.3149713,Medium,C#,3.8628476,Large
1427,New Development,Mobile,9,213.19856,2.081894,Low,C#,3.0520022,Large
1661,Enhancement,Desktop,-1,27.70296,1.1088732,Medium,Java,6.283226,Small
1667,New Development,Desktop,11,70.51222,1.4567115,Medium,C#,2.5874,Medium
860,Enhancement,Desktop,8,169.88084,2.2873785,High,JavaScript,5.188339,Small
1028,New Development,Web,11,352.15756,1.5005933,Medium,Python,3.0681663,Medium
1704,New Development,Mobile,8,156.93994,1.4902612,High,.NET,3.3773,Medium
705,New Development,Desktop,9,409.90396,1.9145314,Medium,JavaScript,1.5196161,Small
1742,New Development,Desktop,-8,63.916138,1.0177844,High,JavaScript,3.2151632,Large
1762,New Development,Web,9,104.59661,1.5271758,Medium,Python,5.4115577,Medium
1555,New Development,Mobile,1,137.30995,1.1203434,High,C#,4.4688587,Large
1634,New Development,Enterprise,-8,19.379704,1.1529036,Medium,C#,7.9011,Large
1732,New Development,Mobile,4,917.3811,2.4951987,Medium,JavaScript,3.9721086,Small
1607,Maintenance,Web,14,31.062332,1.0236728,Medium,C#,3.908774,Large
1583,Maintenance,Desktop,8,101.989044,1.0528185,High,C#,3.030496,Large
1719,New Development,Mobile,10,511.64075,1.313952,Low,Java,2.446981,Large
1952,New Development,Mobile,6,17.943363,1.1299433,Medium,Java,7.207084,Medium
1684,Maintenance,Web,2,52.148438,1.3695021,High,Java,1.1275882,Medium
436,Enhancement,Mobile,12,46.074657,1.1594849,High,Python,1.2805933,Medium
1679,New Development,Desktop,7,95.72335,1.3924721,Medium,JavaScript,2.3652463,Small
1608,New Development,Web,1,86.01916,1.3918289,Medium,JavaScript,9.568138,Medium
1874,Enhancement,Web,8,386.68906,2.2354012,High,.NET,1.7296072,Medium
698,New Development,Desktop,8,224.58246,1.5064918,Low,C#,4.872261,Large
1267,Enhancement,Enterprise,10,146.90337,3.1557322,Medium,Python,1.7234015,Small
1262,Enhancement,Enterprise,7,331.6531,2.1239944,High,C#,4.941571,Small
1940,New Development,Mobile,10,183.39748,4.808189,High,C#,2.5815027,Small
1772,New Development,Web,13,227.94183,1.3694328,High,.NET,5.9853206,Large
1199,Enhancement,Desktop,11,52.96355,1.2338681,High,Python,3.2664018,Large
118,Enhancement,Web,9,101.921776,1.5169525,Medium,JavaScript,4.152254,Small
1928,New Development,Mobile,7,38.8613,1.091376,Medium,C#,2.5233374,Large
1771,Maintenance,Mobile,5,262.41794,2.3000462,Medium,JavaScript,5.69843,Small
1680,Maintenance,Enterprise,11,67.53468,1.0849233,Medium,Java,9.855456,Small
1511,New Development,Enterprise,9,165.40564,1.1357526,Medium,.NET,5.4002995,Small
1615,Maintenance,Enterprise,11,102.982216,1.2219031,High,Java,8.006964,Large
1881,Enhancement,Desktop,8,276.23334,1.3726591,High,.NET,1.3954545,Large
1744,Enhancement,Mobile,13,66.85015,1.249208,Medium,Java,5.7575593,Large
1717,New Development,Enterprise,11,135.6362,2.5152295,Low,C#,9.14741,Small
117,Maintenance,Web,9,36.190422,1.3761823,Low,Python,8.692565,Small
1709,Enhancement,Desktop,12,118.35857,1.3289554,Low,C#,7.6153126,Large
496,New Development,Desktop,12,39.017597,1.975386,High,JavaScript,5.2890797,Small
1104,New Development,Desktop,5,124.31167,3.2529767,Medium,JavaScript,6.6764235,Small
1431,New Development,Mobile,6,50.257057,2.011578,Low,JavaScript,5.5969667,Small
1091,New Development,Web,8,247.72614,3.0289855,Low,Java,6.789893,Small
-894,Enhancement,Enterprise,13,115.29992,2.4608474,Medium,.NET,1.9993701,Small
1023,Maintenance,Mobile,8,142.43805,1.5513731,Medium,Java,7.5110197,Small
1573,New Development,Enterprise,11,80.68531,1.240964,Medium,Java,6.8720393,Large
1813,Maintenance,Web,7,51.040516,1.3127644,High,Python,7.637158,Medium
280,Maintenance,Mobile,8,475.85492,1.6008861,Medium,.NET,8.619402,Large
1713,Enhancement,Enterprise,14,39.74764,1.0300066,Medium,Python,6.5881963,Small
794,Enhancement,Web,6,324.1687,1.8987858,Low,Python,4.914928,Medium
558,Enhancement,Enterprise,11,602.8444,1.6406807,Low,.NET,5.8120065,Medium
-847,New Development,Mobile,10,41.615276,1.0860218,Medium,Java,4.8250117,Large
1911,Maintenance,Mobile,4,57.21124,1.1386325,Low,JavaScript,7.1101933,Medium
1965,New Development,Mobile,0,215.05235,1.0957898,High,C#,8.631447,Small
1527,New Development,Enterprise,11,72.16223,2.2722664,Low,.NET,3.9978917,Small
1711,New Development,Enterprise,5,74.9993,1.1871955,Low,C#,4.482105,Large
1929,New Development,Web,10,67.596016,1.3189597,Low,Java,8.655923,Large
1796,New Development,Mobile,1,50.65472,1.6175324,Medium,C#,7.731091,Medium
1474,Enhancement,Mobile,9,788.3024,1.9278622,Medium,.NET,6.76632,Large
126,New Development,Desktop,10,367.40927,2.8541508,Medium,C#,1.8972828,Medium
1633,New Development,Web,13,426.86307,2.3281825,Medium,C#,8.848161,Large
1776,Maintenance,Mobile,13,115.92114,2.5878415,Medium,Python,4.2683024,Large
1332,New Development,Desktop,11,47.621788,1.5105196,Low,JavaScript,7.414436,Small
1808,New Development,Mobile,4,94.65698,1.1289239,High,.NET,5.5376153,Small
130,Maintenance,Desktop,7,1155.4456,1.5585878,Low,JavaScript,8.92508,Large
1696,New Development,Desktop,12,74.293,1.1483412,High,JavaScript,7.9732122,Small
1910,Maintenance,Mobile,8,241.64641,1.0544614,Medium,.NET,8.665539,Large
-427,Maintenance,Desktop,10,61.39562,1.12834,High,JavaScript,2.4297936,Large
1448,New Development,Mobile,-5,37.57532,1.5285712,High,JavaScript,5.41872,Medium
-30,New Development,Desktop,5,62.194904,1.4180452,Low,.NET,5.3680778,Large
1656,New Development,Desktop,-4,745.44763,4.2771635,High,JavaScript,4.362364,Large
1526,New Development,Desktop,5,274.1916,1.328312,Medium,C#,6.8147974,Medium
-552,New Development,Desktop,8,309.926,1.54018,Medium,Python,3.9955845,Medium
1438,New Development,Mobile,-1,90.492386,1.195766,High,Java,2.9454799,Small
1818,New Development,Desktop,9,144.99417,1.1087446,Low,.NET,1.9454855,Medium
606,New Development,Web,-3,184.10576,7.9214635,Medium,.NET,3.455075,Small
1236,New Development,Desktop,-1,320.96167,3.8148305,High,Java,4.8560805,Small
1542,New Development,Enterprise,4,727.1492,4.2180605,Low,Python,3.5462666,Medium
1957,Enhancement,Mobile,11,72.825005,1.0947309,Medium,.NET,1.8556944,Medium
1470,New Development,Mobile,11,273.8335,1.856725,Low,Java,3.303854,Large
1646,New Development,Enterprise,13,54.655106,1.0313724,Medium,C#,5.496675,Large
-1475,New Development,Web,2,21.241407,1.0603994,High,Java,8.895538,Small
1779,New Development,Mobile,2,25.08154,1.0249197,Low,JavaScript,4.548569,Large
1719,Maintenance,Web,6,49.345,1.155922,Medium,JavaScript,9.749321,Medium
1932,New Development,Mobile,0,49.188705,1.1505283,Medium,Java,7.523877,Small
1461,Enhancement,Desktop,-1,76.34859,1.0463955,High,.NET,4.609046,Medium
1935,Maintenance,Mobile,4,234.58342,1.2405584,High,C#,8.434248,Small
1344,New Development,Web,2,198.9796,1.3049955,Low,.NET,3.4629188,Small
1143,Enhancement,Mobile,-1,187.95578,3.4715843,Medium,.NET,3.9088895,Medium
1345,Enhancement,Desktop,6,17.33203,1.0469102,Medium,Java,1.1385865,Large
1103,Maintenance,Mobile,10,31.95856,1.3677404,Low,Java,4.640219,Medium
297,New Development,Desktop,7,104.30776,1.1607318,Medium,.NET,1.7985281,Small
701,New Development,Desktop,2,289.3444,1.6396712,High,.NET,7.0377417,Medium
1121,New Development,Mobile,13,189.33276,2.0350728,High,.NET,1.8369477,Large
1927,New Development,Desktop,9,307.8882,1.655585,Low,Python,4.3467712,Small
1213,New Development,Desktop,-1,58.928516,1.2010211,Low,Python,3.3596067,Large
-142,Enhancement,Enterprise,9,37.74547,1.1622856,High,C#,2.3441837,Large
-501,New Development,Mobile,11,169.8492,4.3813257,Medium,.NET,2.7405322,Small
1229,New Development,Mobile,7,138.94809,1.4081485,Low,C#,2.2271242,Large
-80,New Development,Mobile,8,63.17818,1.3843174,Medium,C#,1.4980991,Large
-1359,New Development,Desktop,10,150.84044,1.5805683,High,.NET,4.239175,Small
1363,Enhancement,Mobile,11,157.73923,1.1068444,Low,.NET,5.8338237,Medium
1735,Maintenance,Web,0,180.76617,1.4213408,High,C#,9.09591,Small
856,Enhancement,Desktop,8,290.20105,1.084765,High,.NET,1.2867812,Small
1932,New Development,Mobile,4,32.569893,1.6401858,Low,C#,9.044872,Small
1851,New Development,Web,-3,251.94612,2.5814679,Medium,Java,2.6155167,Small
1894,New Development,Desktop,8,248.79843,1.2511576,High,C#,6.734751,Large
1867,New Development,Mobile,-3,170.06682,1.0219014,High,C#,8.581514,Large
1557,Enhancement,Desktop,11,180.63956,1.3008192,Low,C#,8.256302,Large
1541,New Development,Mobile,3,70.6428,1.8847028,Low,.NET,6.823819,Medium
222,New Development,Mobile,4,47.046066,1.2903187,Medium,C#,8.182655,Medium
-1327,New Development,Mobile,0,538.767,1.6160281,Low,JavaScript,9.18961,Large
1828,New Development,Desktop,9,81.33225,1.2336504,Medium,Java,3.354331,Medium
1816,New Development,Mobile,11,104.61244,1.4684985,Low,C#,6.0500655,Small
1083,Enhancement,Desktop,3,283.24094,1.235036,High,.NET,2.1276016,Small
802,Enhancement,Web,11,234.96526,1.4825913,Low,Java,8.623059,Large
1191,New Development,Desktop,9,61.88627,1.2006154,Low,.NET,4.148849,Medium
995,Enhancement,Enterprise,11,650.8767,3.9246142,Low,.NET,7.481324,Small
1288,Enhancement,Desktop,9,47.977905,1.6463614,Low,Python,5.5034385,Small
1108,Maintenance,Mobile,11,87.59003,1.4945464,Medium,C#,5.5713563,Small
1434,New Development,Desktop,9,174.16415,1.1802381,Medium,Python,5.0318766,Medium
1876,New Development,Web,11,122.25806,1.3248978,Low,Java,5.4409585,Large
1510,Enhancement,Desktop,12,341.76685,1.7744044,High,JavaScript,1.8108922,Medium
1675,New Development,Enterprise,8,110.99683,1.0613791,High,Python,7.4164267,Small
1819,Enhancement,Mobile,12,368.1868,1.3535091,Low,JavaScript,3.1614985,Medium
1466,New Development,Desktop,11,125.98937,1.5649414,Low,Java,8.238625,Small
1037,Maintenance,Mobile,5,31.8082,1.5083325,High,Java,8.963826,Large
1055,Maintenance,Desktop,4,243.26872,1.2133722,Medium,JavaScript,6.767452,Small
1928,New Development,Desktop,0,61.201733,1.6723698,High,.NET,2.6017106,Medium
1739,New Development,Mobile,11,352.60666,3.6407778,Low,JavaScript,4.36939,Medium
1263,New Development,Mobile,11,205.59744,1.1582477,Low,JavaScript,8.154767,Medium
-15,Maintenance,Mobile,7,141.3143,1.1257669,Medium,Python,2.6232283,Small
1036,Enhancement,Desktop,12,205.17604,1.2133029,Medium,C#,3.5426307,Small
-278,Enhancement,Web,9,23.39196,1.2843115,Low,Java,7.19637,Medium
1635,Maintenance,Web,11,364.41196,1.3905424,High,JavaScript,4.3395686,Medium
927,New Development,Enterprise,11,52.747902,1.1368214,High,Python,9.07292,Large
1082,New Development,Mobile,13,606.41943,2.3327746,Medium,.NET,8.776651,Medium
1828,New Development,Desktop,13,450.92276,1.8195728,High,Python,2.066956,Small
794,New Development,Mobile,10,141.57347,3.7715228,Low,.NET,2.961661,Small
1960,New Development,Mobile,13,31.887337,1.2362236,Medium,.NET,1.0872786,Small
169,Maintenance,Enterprise,11,75.873764,1.5233556,Medium,.NET,5.614143,Small
-261,New Development,Desktop,4,1025.4825,1.1434522,Low,Java,3.0314608,Large
1557,New Development,Mobile,4,44.54533,2.4952185,Medium,.NET,5.165367,Medium
