feature,importance,model,importance_type,rank
project_prf_team_size_group_2,8.618824404274526e-07,DecisionTreeRegressor,feature_importances_,23
project_prf_team_size_group_5_8,5.818662703403527e-07,DecisionTreeRegressor,feature_importances_,24
external_eef_industry_sector_medical & health care,6.060110909255479e-08,DecisionTreeRegressor,feature_importances_,25
project_prf_application_type_airport management,2.3427647696530224e-08,DecisionTreeRegressor,feature_importances_,26
external_eef_organisation_type_high tech,1.4462986588164065e-08,DecisionTreeRegressor,feature_importances_,27
project_prf_relative_size_xs,4.42256614679397e-09,DecisionTreeRegressor,feature_importances_,28
project_prf_team_size_group_61_70,0.0,DecisionTreeRegressor,feature_importances_,29
tech_tf_architecture_multi_tier_with_web_public_interface,0.0,DecisionTreeRegressor,feature_importances_,30
tech_tf_development_platform_proprietary,0.0,DecisionTreeRegressor,feature_importances_,31
tech_tf_development_platform_pc,0.0,DecisionTreeRegressor,feature_importances_,32
tech_tf_development_platform_multi,0.0,DecisionTreeRegressor,feature_importances_,33
tech_tf_development_platform_mr,0.0,DecisionTreeRegressor,feature_importances_,34
tech_tf_architecture_multi_tier,0.0,DecisionTreeRegressor,feature_importances_,35
tech_tf_client_server_yes,0.0,DecisionTreeRegressor,feature_importances_,36
tech_tf_architecture_stand_alone,0.0,DecisionTreeRegressor,feature_importances_,37
process_pmf_development_methodologies_personal_software_process_psp__unified_process,0.0,DecisionTreeRegressor,feature_importances_,38
project_prf_development_type_new_development,0.0,DecisionTreeRegressor,feature_importances_,39
tech_tf_web_development_web,0.0,DecisionTreeRegressor,feature_importances_,40
tech_tf_dbms_used_yes,0.0,DecisionTreeRegressor,feature_importances_,41
project_prf_application_group_mathematically_intensive_application,0.0,DecisionTreeRegressor,feature_importances_,42
project_prf_application_group_infrastructure_software,0.0,DecisionTreeRegressor,feature_importances_,43
project_prf_application_group_business_application,0.0,DecisionTreeRegressor,feature_importances_,44
project_prf_cost_currency_canada__dollar,0.0,DecisionTreeRegressor,feature_importances_,45
tech_tf_language_type_4GL,0.0,DecisionTreeRegressor,feature_importances_,46
process_pmf_development_methodologies_agile_development__unified_process,0.0,DecisionTreeRegressor,feature_importances_,47
tech_tf_language_type_5GL,0.0,DecisionTreeRegressor,feature_importances_,48
tech_tf_primary_programming_language_abap,0.0,DecisionTreeRegressor,feature_importances_,49
project_prf_team_size_group_41_50,0.0,DecisionTreeRegressor,feature_importances_,50
project_prf_team_size_group_9_14,0.0,DecisionTreeRegressor,feature_importances_,51
project_prf_team_size_group_Missing,0.0,DecisionTreeRegressor,feature_importances_,52
project_prf_relative_size_xxs,0.0,DecisionTreeRegressor,feature_importances_,53
project_prf_relative_size_s,0.0,DecisionTreeRegressor,feature_importances_,54
project_prf_relative_size_m2,0.0,DecisionTreeRegressor,feature_importances_,55
tech_tf_server_roles_data acquisation,0.0,DecisionTreeRegressor,feature_importances_,56
process_pmf_development_methodologies_agile_development,0.0,DecisionTreeRegressor,feature_importances_,57
project_prf_relative_size_l,0.0,DecisionTreeRegressor,feature_importances_,58
process_pmf_development_methodologies_agile_development__iterative,0.0,DecisionTreeRegressor,feature_importances_,59
process_pmf_development_methodologies_agile_development__joint_application_development_jad__multifunctional_teams,0.0,DecisionTreeRegressor,feature_importances_,60
process_pmf_development_methodologies_agile_development__personal_software_process_psp__unified_process,0.0,DecisionTreeRegressor,feature_importances_,61
tech_tf_primary_programming_language_pl_i,0.0,DecisionTreeRegressor,feature_importances_,62
process_pmf_development_methodologies_agile_development__scrum,0.0,DecisionTreeRegressor,feature_importances_,63
tech_tf_primary_programming_language_javascript,0.0,DecisionTreeRegressor,feature_importances_,64
tech_tf_primary_programming_language_java,0.0,DecisionTreeRegressor,feature_importances_,65
tech_tf_primary_programming_language_c__,0.0,DecisionTreeRegressor,feature_importances_,66
project_prf_year_of_project,0.0,DecisionTreeRegressor,feature_importances_,67
tech_tf_server_roles_database server; html/web server; mail server; security/authentication,0.0,DecisionTreeRegressor,feature_importances_,68
tech_tf_server_roles_multi-user legacy application,0.0,DecisionTreeRegressor,feature_importances_,69
"external_eef_organisation_type_education institution; electricity, gas, water; university",0.0,DecisionTreeRegressor,feature_importances_,70
"external_eef_organisation_type_financial, property & business services",0.0,DecisionTreeRegressor,feature_importances_,71
external_eef_organisation_type_community services,0.0,DecisionTreeRegressor,feature_importances_,72
external_eef_organisation_type_telecommunications,0.0,DecisionTreeRegressor,feature_importances_,73
external_eef_organisation_type_energy,0.0,DecisionTreeRegressor,feature_importances_,74
external_eef_organisation_type_transport & storage,0.0,DecisionTreeRegressor,feature_importances_,75
external_eef_organisation_type_community services; government; public administration,0.0,DecisionTreeRegressor,feature_importances_,76
external_eef_organisation_type_community services; institutions eg. kindergartens,0.0,DecisionTreeRegressor,feature_importances_,77
external_eef_organisation_type_all industry organization types,0.0,DecisionTreeRegressor,feature_importances_,78
external_eef_organisation_type_aerospace / automotive,0.0,DecisionTreeRegressor,feature_importances_,79
external_eef_organisation_type_banking,0.0,DecisionTreeRegressor,feature_importances_,80
external_eef_organisation_type_community services; government,0.0,DecisionTreeRegressor,feature_importances_,81
external_eef_organisation_type_banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,0.0,DecisionTreeRegressor,feature_importances_,82
tech_tf_server_roles_database server; file &/or print server; html/web server; mail server; security/authentication,0.0,DecisionTreeRegressor,feature_importances_,83
external_eef_organisation_type_government,0.0,DecisionTreeRegressor,feature_importances_,84
"external_eef_organisation_type_education institution; electricity, gas, water; ieee",0.0,DecisionTreeRegressor,feature_importances_,85
"external_eef_organisation_type_art , events , ticketing",0.0,DecisionTreeRegressor,feature_importances_,86
external_eef_industry_sector_financial,0.0,DecisionTreeRegressor,feature_importances_,87
external_eef_industry_sector_electronics & computers,0.0,DecisionTreeRegressor,feature_importances_,88
external_eef_industry_sector_communication,0.0,DecisionTreeRegressor,feature_importances_,89
external_eef_industry_sector_Missing,0.0,DecisionTreeRegressor,feature_importances_,90
external_eef_industry_sector_manufacturing,0.0,DecisionTreeRegressor,feature_importances_,91
external_eef_industry_sector_banking,0.0,DecisionTreeRegressor,feature_importances_,92
external_eef_industry_sector_government,0.0,DecisionTreeRegressor,feature_importances_,93
external_eef_industry_sector_education,0.0,DecisionTreeRegressor,feature_importances_,94
external_eef_organisation_type_information technology,0.0,DecisionTreeRegressor,feature_importances_,95
external_eef_organisation_type_medical and health care,0.0,DecisionTreeRegressor,feature_importances_,96
external_eef_organisation_type_public sector,0.0,DecisionTreeRegressor,feature_importances_,97
"project_prf_application_type_customer billing; document management; financial transaction process/accounting; online analysis and reporting; reservation system eg. airline, hotel; stock control & order processing; workflow support & management",0.0,DecisionTreeRegressor,feature_importances_,98
tech_tf_server_roles_html/web server; multi-user legacy application,0.0,DecisionTreeRegressor,feature_importances_,99
tech_tf_server_roles_database server,0.0,DecisionTreeRegressor,feature_importances_,100
tech_tf_server_roles_database server; file &/or print server; html/web server; multi-user legacy application,0.0,DecisionTreeRegressor,feature_importances_,101
tech_tf_server_roles_html/web server; security/authentication,0.0,DecisionTreeRegressor,feature_importances_,102
tech_tf_server_roles_database server; html/web server; security/authentication,0.0,DecisionTreeRegressor,feature_importances_,103
tech_tf_server_roles_security/authentication,0.0,DecisionTreeRegressor,feature_importances_,104
tech_tf_server_roles_Missing,0.0,DecisionTreeRegressor,feature_importances_,105
project_prf_application_type_project management,0.0,DecisionTreeRegressor,feature_importances_,106
project_prf_application_type_clinical archive,0.0,DecisionTreeRegressor,feature_importances_,107
project_prf_application_type_web-based application,0.0,DecisionTreeRegressor,feature_importances_,108
project_prf_application_type_customer billing/relationship management,0.0,DecisionTreeRegressor,feature_importances_,109
project_prf_application_type_security controls,0.0,DecisionTreeRegressor,feature_importances_,110
project_prf_application_type_course management,0.0,DecisionTreeRegressor,feature_importances_,111
project_prf_application_type_complex process control; workflow support & management,0.0,DecisionTreeRegressor,feature_importances_,112
project_prf_application_type_embedded software - simple device control; online analysis and reporting; telecom & network management,0.0,DecisionTreeRegressor,feature_importances_,113
project_prf_application_type_customer relationship management,0.0,DecisionTreeRegressor,feature_importances_,114
project_prf_application_type_data warehouse system; financial transaction process/accounting; management or performance reporting,0.0,DecisionTreeRegressor,feature_importances_,115
project_prf_application_type_online analysis and reporting,0.0,DecisionTreeRegressor,feature_importances_,116
project_prf_application_type_security/authentication,0.0,DecisionTreeRegressor,feature_importances_,117
project_prf_application_type_mathematical modelling finance or eng; software development tool,0.0,DecisionTreeRegressor,feature_importances_,118
project_prf_application_type_course management system; dynamic website,0.0,DecisionTreeRegressor,feature_importances_,119
project_prf_application_type_surveillance and security,0.0,DecisionTreeRegressor,feature_importances_,120
project_prf_application_type_business application,0.0,DecisionTreeRegressor,feature_importances_,121
project_prf_cost_currency_european__euro,0.0,DecisionTreeRegressor,feature_importances_,122
