isbsg_project_id,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,process_pmf_docs,tech_tf_tools_used,project_prf_application_group_business_application,project_prf_application_group_infrastructure_software,project_prf_application_group_mathematically_intensive_application,project_prf_application_group_mathematically_intensive_application_1,project_prf_application_group_missing,project_prf_application_group_real_time_application,external_eef_data_quality_rating_B,external_eef_data_quality_rating_C,external_eef_data_quality_rating_D,project_prf_development_type_New_Development,project_prf_development_type_Not_Defined,project_prf_development_type_Other,project_prf_development_type_POC,project_prf_development_type_Porting,project_prf_development_type_Re_development,tech_tf_development_platform_MF,tech_tf_development_platform_MR,tech_tf_development_platform_Missing,tech_tf_development_platform_Multi,tech_tf_development_platform_PC,tech_tf_development_platform_Proprietary,tech_tf_language_type_3GL,tech_tf_language_type_4GL,tech_tf_language_type_5GL,tech_tf_language_type_APG,tech_tf_language_type_ApG,tech_tf_language_type_Missing,project_prf_relative_size_M1,project_prf_relative_size_M2,project_prf_relative_size_Missing,project_prf_relative_size_S,project_prf_relative_size_XL,project_prf_relative_size_XS,project_prf_relative_size_XXL,project_prf_relative_size_XXS,project_prf_relative_size_XXXL,project_prf_case_tool_used_Missing,project_prf_case_tool_used_No,project_prf_case_tool_used_Yes,tech_tf_architecture_Missing,tech_tf_architecture_Multi_tier,tech_tf_architecture_Multi_tier_Client_server,tech_tf_architecture_Multi_tier_with_web_interface,tech_tf_architecture_Multi_tier_with_web_public_interface,tech_tf_architecture_Stand_alone,tech_tf_architecture_Stand_alone_1,tech_tf_client_server_Missing,tech_tf_client_server_No,tech_tf_client_server_Not_Applicable,tech_tf_client_server_Yes,tech_tf_dbms_used_No,tech_tf_dbms_used_Yes
10500,1994,Banking,banking,transaction/production system,COBOL,42.0,1927.5,932.0,11.0,22.2,47.6,28.6,4.8,6.7,3-4,4.0,4,4,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
10505,2001,Banking,banking,financial transaction process/accounting,PL/I,24.0,2347.0,2347.0,97.8,97.8,0.8500000000000001,8.9,4.8,2.7,Missing,7.0,3,1,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
10513,2000,Financial,"financial, property & business services",electronic data interchange,SQL,174.0,4363.0,4363.0,11.0,11.3,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,4,2,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
10519,2004,Financial,"financial, property & business services",client server; financial transaction process/accounting,Missing,174.0,152.0,152.0,11.0,11.3,0.8500000000000001,28.6,4.8,1.7,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10523,2004,Financial,"financial, property & business services",client server; financial transaction process/accounting,Missing,174.0,55.0,55.0,11.0,11.3,0.8500000000000001,28.6,4.8,1.8,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10525,1999,Banking,banking,workflow support & management,Lotus Notes,77.0,218.0,218.0,2.8,2.8,0.8500000000000001,40.5,4.8,1.9,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
10532,2000,Banking,banking,missing,COBOL,149.0,1606.0,1606.0,10.8,10.8,0.8500000000000001,7.8,4.8,19.0,Missing,7.0,8,0,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
10570,1997,Banking,banking,management information system,C++,214.0,1927.5,3034.0,11.0,14.2,0.8500000000000001,30.6,4.8,7.0,Missing,7.0,5,3,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
10581,1995,Banking,banking,management information system,TELON,74.0,804.0,804.0,10.9,10.9,0.8500000000000001,9.3,1.5,8.0,5-8,6.0,5,2,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
10587,1995,Banking,banking,transaction/production system,COBOL,324.0,5867.0,5867.0,18.1,18.1,0.8500000000000001,27.0,3.4,12.0,5-8,8.0,5,2,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
10607,2004,Financial,"financial, property & business services",client server; financial transaction process/accounting,Missing,174.0,330.0,330.0,11.0,11.3,0.8500000000000001,28.6,4.8,1.9,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10621,2000,Banking,banking,financial transaction process/accounting,RPG,255.0,185.0,185.0,0.7,0.7,0.8500000000000001,75.0,4.8,3.4,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
10662,2005,Banking,banking,financial transaction process/accounting,COBOL,121.0,2955.0,2955.0,24.4,24.4,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
10663,1999,Banking,banking,financial transaction process/accounting,PL/I,218.0,4997.0,4997.0,22.9,22.9,0.8500000000000001,6.6,4.8,33.0,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
10682,2004,Financial,"financial, property & business services",client server; financial transaction process/accounting,Missing,174.0,409.0,409.0,11.0,11.3,0.8500000000000001,28.6,4.8,2.5,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10718,2002,Financial,"financial, property & business services",financial transaction process/accounting,Missing,76.0,940.0,940.0,12.4,12.4,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,2,0,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
10721,1997,Financial,"financial, property & business services",transaction/production system,Missing,168.0,3348.0,3348.0,19.9,19.9,0.8500000000000001,6.5,4.8,26.0,Missing,7.0,4,0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
10733,2006,Banking,banking,financial transaction process/accounting,Java,270.0,5646.0,5646.0,20.9,20.9,0.8500000000000001,30.0,1.8,9.0,15-20,17.0,10,1,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
10756,2004,Banking,banking,financial transaction process/accounting,COBOL,57.0,3535.0,3535.0,62.0,62.0,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
10765,2004,Financial,"financial, property & business services",client server; financial transaction process/accounting,Missing,174.0,37.0,37.0,11.0,11.3,0.8500000000000001,28.6,4.8,2.5,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10777,2004,Financial,"financial, property & business services",client server; financial transaction process/accounting,Missing,174.0,197.0,197.0,11.0,11.3,0.8500000000000001,28.6,4.8,1.1,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10783,1995,Banking,banking,transaction/production system,COBOL,202.0,1171.0,1171.0,5.8,5.8,34.7,20.2,4.0,10.0,5-8,5.0,5,2,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
10816,1993,Financial,"financial, property & business services",missing,PL/I,71.0,129.0,139.0,1.8,2.0,0.8500000000000001,23.7,5.9,3.0,3-4,4.0,2,0,0,0,0,0,1,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
10877,1999,Banking,banking,personnel system,PL/I,205.0,3280.0,3280.0,16.0,16.0,0.8500000000000001,26.6,4.8,7.7,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
10898,2007,Financial,"financial, property & business services",workflow support & management,C#,923.0,12342.0,16532.0,13.4,17.9,0.8500000000000001,65.9,4.7,14.0,9-14,14.0,15,7,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
10908,2004,Banking,banking,financial transaction process/accounting,Java,36.0,2924.0,2924.0,81.2,81.2,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
10920,2001,Banking,banking,missing,Missing,359.0,3546.0,3546.0,9.9,9.9,0.8500000000000001,12.8,4.8,28.0,Missing,7.0,5,3,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
10925,2003,Financial,"financial, property & business services",client server; financial transaction process/accounting,Missing,174.0,149.0,149.0,11.0,11.3,0.8500000000000001,28.6,4.8,4.3,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10981,2000,Financial,"financial, property & business services",software for machine control,Visual Basic,159.0,2076.0,2076.0,13.1,13.1,0.8500000000000001,37.9,4.8,4.2,Missing,7.0,3,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
10997,1994,Banking,banking,transaction/production system,COBOL,200.0,1935.0,1935.0,9.7,9.7,0.8500000000000001,28.6,4.8,7.0,5-8,6.0,4,2,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
11027,2003,Financial,"financial, property & business services",client server; financial transaction process/accounting,Missing,174.0,230.0,230.0,11.0,11.3,0.8500000000000001,28.6,4.8,3.0,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11044,1996,Banking,banking,management information system,COBOL,170.0,2192.0,2192.0,12.9,12.9,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,4,9,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
11120,2001,Banking,banking,missing,Visual Basic,39.0,144.0,144.0,3.7,3.7,0.8500000000000001,35.5,4.8,1.1,Missing,7.0,3,0,0,0,0,0,1,0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
11148,2005,Banking,banking,financial transaction process/accounting,COBOL,68.0,3569.0,3569.0,52.5,52.5,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
11150,2006,Banking,banking,financial transaction process/accounting,Java,135.0,5373.0,5373.0,39.8,39.8,0.8500000000000001,14.8,4.8,9.1,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
11181,2005,Banking,banking,web-based application,Java,174.0,192.0,1950.0,11.0,11.3,0.8500000000000001,28.6,4.8,12.0,3-4,4.0,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
11197,1994,Financial,"financial, property & business services",management information system,Missing,53.0,344.0,344.0,6.5,6.5,0.0,8.8,4.8,6.0,Missing,7.0,5,6,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
11200,2000,Banking,banking,missing,EASYTRIEVE,321.0,592.0,592.0,1.8,1.8,0.8500000000000001,64.2,4.8,5.0,Missing,7.0,3,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
11213,2007,Banking,banking,financial transaction process/accounting,Java,93.0,8123.0,8123.0,87.3,87.3,0.8500000000000001,5.0,4.8,18.7,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
11225,2006,Banking,banking,financial transaction process/accounting,COBOL,94.0,4065.0,4065.0,43.2,43.2,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
11310,2004,Financial,"financial, property & business services",client server; financial transaction process/accounting,Missing,174.0,299.0,299.0,11.0,11.3,0.8500000000000001,28.6,4.8,3.0,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11376,2004,Financial,"financial, property & business services",data warehouse; financial transaction process/accounting,Missing,174.0,378.0,378.0,11.0,11.3,0.8500000000000001,28.6,4.8,2.9,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
11399,2004,Financial,"financial, property & business services",client server; financial transaction process/accounting,Missing,174.0,1967.0,1967.0,11.0,11.3,0.8500000000000001,28.6,4.8,7.8,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11425,1994,Banking,banking,transaction/production system,COBOL,142.0,3090.0,3433.0,21.8,24.2,0.8500000000000001,15.8,2.6,9.0,5-8,6.0,5,6,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
11436,1999,Banking,banking,sales contact management,C,599.0,9058.0,9058.0,15.1,15.1,0.8500000000000001,74.9,4.8,8.0,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
11454,1997,Banking,banking,office information system,COBOL,335.0,2409.0,2409.0,7.2,7.2,0.0,55.8,4.7,6.0,9-14,12.0,4,2,1,0,0,0,0,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
