feature,importance,model,importance_type,rank
project_prf_application_type_top_relatively complex application,0.0009858172588637036,GradientBoostingRegressor,feature_importances_,30
project_prf_application_group_business_application,0.0009709456979501358,GradientBoostingRegressor,feature_importances_,31
project_prf_application_type_top_management information system,0.0008904079116484805,GradientBoostingRegressor,feature_importances_,32
tech_tf_web_development_web,0.0008136451953965377,GradientBoostingRegressor,feature_importances_,33
external_eef_industry_sector_electronics & computers,0.000646717198101705,GradientBoostingRegressor,feature_importances_,34
tech_tf_language_type_4gl,0.0005869701120234438,GradientBoostingRegressor,feature_importances_,35
tech_tf_client_server_yes,0.0005861179410515489,GradientBoostingRegressor,feature_importances_,36
external_eef_organisation_type_top_government,0.0005051812727240951,GradientBoostingRegressor,feature_importances_,37
external_eef_organisation_type_top_wholesale & retail trade,0.0004975977362576244,GradientBoostingRegressor,feature_importances_,38
project_prf_team_size_group_21_30,0.00046810902732891965,GradientBoostingRegressor,feature_importances_,39
project_prf_application_group_nan,0.0004557257272358909,GradientBoostingRegressor,feature_importances_,40
project_prf_application_type_top_electronic data interchange,0.0004184076251662638,GradientBoostingRegressor,feature_importances_,41
tech_tf_architecture_stand_alone,0.00041358231839255723,GradientBoostingRegressor,feature_importances_,42
tech_tf_clientserver_description_nan,0.00041306661013717,GradientBoostingRegressor,feature_importances_,43
project_prf_application_type_top_stock control & order processing,0.00038893836083158507,GradientBoostingRegressor,feature_importances_,44
external_eef_organisation_type_top_defence,0.0003850169509686658,GradientBoostingRegressor,feature_importances_,45
external_eef_organisation_type_top_transport & storage,0.00035308188248477275,GradientBoostingRegressor,feature_importances_,46
tech_tf_dbms_used_yes,0.00035077183965875306,GradientBoostingRegressor,feature_importances_,47
people_prf_project_user_involvement_don_t_know,0.0003404213698374899,GradientBoostingRegressor,feature_importances_,48
tech_tf_web_development_nan,0.00033877330430150495,GradientBoostingRegressor,feature_importances_,49
project_prf_application_type_top_customer relationship management,0.0003367132620828015,GradientBoostingRegressor,feature_importances_,50
tech_tf_architecture_client_server,0.00033436506285734724,GradientBoostingRegressor,feature_importances_,51
external_eef_industry_sector_service industry,0.00031958279283619487,GradientBoostingRegressor,feature_importances_,52
tech_tf_architecture_multi_tier_with_web_public_interface,0.0002929213053628724,GradientBoostingRegressor,feature_importances_,53
external_eef_organisation_type_other,0.00028591496319097957,GradientBoostingRegressor,feature_importances_,54
tech_tf_architecture_multi_tier_with_web_interface,0.0002846085434350156,GradientBoostingRegressor,feature_importances_,55
tech_tf_clientserver_description_web,0.0002815138531376787,GradientBoostingRegressor,feature_importances_,56
project_prf_currency_multiple_nan,0.0002703406938232558,GradientBoostingRegressor,feature_importances_,57
project_prf_application_type_top_financial transaction process/accounting,0.0002698010756931646,GradientBoostingRegressor,feature_importances_,58
external_eef_data_quality_rating_a,0.00024425753359161003,GradientBoostingRegressor,feature_importances_,59
external_eef_organisation_type_top_public administration,0.00022801813871323065,GradientBoostingRegressor,feature_importances_,60
project_prf_relative_size_nan,0.00022405065527101564,GradientBoostingRegressor,feature_importances_,61
tech_tf_clientserver_description_client presentation processing data,0.0002197856708260712,GradientBoostingRegressor,feature_importances_,62
external_eef_industry_sector_manufacturing,0.0002195431915590529,GradientBoostingRegressor,feature_importances_,63
project_prf_team_size_group_41_50,0.00021798587703858186,GradientBoostingRegressor,feature_importances_,64
external_eef_organisation_type_top_banking,0.00021256939834447114,GradientBoostingRegressor,feature_importances_,65
tech_tf_client_server_no,0.00019484952685340235,GradientBoostingRegressor,feature_importances_,66
project_prf_application_group_real_time_application,0.00019337867328187108,GradientBoostingRegressor,feature_importances_,67
external_eef_industry_sector_logistics,0.0001847506909770105,GradientBoostingRegressor,feature_importances_,68
project_prf_team_size_group_71_80,0.0001809968285135856,GradientBoostingRegressor,feature_importances_,69
external_eef_industry_sector_education,0.00014321319655651466,GradientBoostingRegressor,feature_importances_,70
tech_tf_dbms_used_nan,0.00013858051963004572,GradientBoostingRegressor,feature_importances_,71
tech_tf_client_server_nan,0.0001324890816299696,GradientBoostingRegressor,feature_importances_,72
tech_tf_development_platform_pc,0.00012182365216712085,GradientBoostingRegressor,feature_importances_,73
tech_tf_architecture_multi_tier,0.00010015538052860348,GradientBoostingRegressor,feature_importances_,74
tech_tf_development_platform_proprietary,5.9232331458269385e-05,GradientBoostingRegressor,feature_importances_,75
project_prf_team_size_group_9_14,0.0,GradientBoostingRegressor,feature_importances_,76
external_eef_organisation_type_top_telecommunication,0.0,GradientBoostingRegressor,feature_importances_,77
external_eef_industry_sector_defence,0.0,GradientBoostingRegressor,feature_importances_,78
project_prf_currency_multiple_yes_10_000,0.0,GradientBoostingRegressor,feature_importances_,79
external_eef_organisation_type_top_medical and health care,0.0,GradientBoostingRegressor,feature_importances_,80
external_eef_organisation_type_top_education institution,0.0,GradientBoostingRegressor,feature_importances_,81
external_eef_industry_sector_construction,0.0,GradientBoostingRegressor,feature_importances_,82
external_eef_organisation_type_top_electricity gas water,0.0,GradientBoostingRegressor,feature_importances_,83
external_eef_organisation_type_top_community services,0.0,GradientBoostingRegressor,feature_importances_,84
external_eef_organisation_type_top_manufacturing,0.0,GradientBoostingRegressor,feature_importances_,85
external_eef_organisation_type_top_financial property & business services,0.0,GradientBoostingRegressor,feature_importances_,86
project_prf_team_size_group_3_4,0.0,GradientBoostingRegressor,feature_importances_,87
external_eef_organisation_type_top_computers & software,0.0,GradientBoostingRegressor,feature_importances_,88
project_prf_team_size_group_31_40,0.0,GradientBoostingRegressor,feature_importances_,89
project_prf_team_size_group_81_90,0.0,GradientBoostingRegressor,feature_importances_,90
external_eef_organisation_type_top_telecommunications,0.0,GradientBoostingRegressor,feature_importances_,91
external_eef_organisation_type_top_aerospace / automotive,0.0,GradientBoostingRegressor,feature_importances_,92
tech_tf_clientserver_description_client_server_architecture_p2p,0.0,GradientBoostingRegressor,feature_importances_,93
project_prf_application_type_top_nan,0.0,GradientBoostingRegressor,feature_importances_,94
external_eef_industry_sector_wholesale & retail,0.0,GradientBoostingRegressor,feature_importances_,95
project_prf_application_type_top_client-server,0.0,GradientBoostingRegressor,feature_importances_,96
project_prf_application_type_top_financial application area,0.0,GradientBoostingRegressor,feature_importances_,97
project_prf_application_type_top_transaction/production system,0.0,GradientBoostingRegressor,feature_importances_,98
tech_tf_type_of_server_proprietary_midrange,0.0,GradientBoostingRegressor,feature_importances_,99
tech_tf_client_server_not_applicable,0.0,GradientBoostingRegressor,feature_importances_,100
tech_tf_architecture_multi_tier_client_server,0.0,GradientBoostingRegressor,feature_importances_,101
project_prf_relative_size_xxxl,0.0,GradientBoostingRegressor,feature_importances_,102
tech_tf_development_platform_hand_held,0.0,GradientBoostingRegressor,feature_importances_,103
project_prf_development_type_not_defined,0.0,GradientBoostingRegressor,feature_importances_,104
external_eef_industry_sector_professional services,0.0,GradientBoostingRegressor,feature_importances_,105
tech_tf_clientserver_description_client presentation; server processing,0.0,GradientBoostingRegressor,feature_importances_,106
tech_tf_clientserver_description_c/s,0.0,GradientBoostingRegressor,feature_importances_,107
external_eef_industry_sector_insurance,0.0,GradientBoostingRegressor,feature_importances_,108
project_prf_application_type_top_management or performance reporting,0.0,GradientBoostingRegressor,feature_importances_,109
external_eef_industry_sector_financial,0.0,GradientBoostingRegressor,feature_importances_,110
project_prf_application_type_top_data warehouse system,0.0,GradientBoostingRegressor,feature_importances_,111
external_eef_industry_sector_government,0.0,GradientBoostingRegressor,feature_importances_,112
external_eef_industry_sector_banking,0.0,GradientBoostingRegressor,feature_importances_,113
project_prf_application_type_top_software for machine control,0.0,GradientBoostingRegressor,feature_importances_,114
project_prf_application_type_top_catalogue/register of things or events,0.0,GradientBoostingRegressor,feature_importances_,115
project_prf_application_type_top_online analysis and reporting,0.0,GradientBoostingRegressor,feature_importances_,116
external_eef_industry_sector_mining,0.0,GradientBoostingRegressor,feature_importances_,117
project_prf_application_type_top_online. esales,0.0,GradientBoostingRegressor,feature_importances_,118
project_prf_application_type_top_embedded system/real_time application,0.0,GradientBoostingRegressor,feature_importances_,119
project_prf_application_type_top_business application,0.0,GradientBoostingRegressor,feature_importances_,120
project_prf_application_type_top_workflow support & management,0.0,GradientBoostingRegressor,feature_importances_,121
project_prf_currency_multiple_yes_1_000,0.0,GradientBoostingRegressor,feature_importances_,122
external_eef_industry_sector_utilities,0.0,GradientBoostingRegressor,feature_importances_,123
people_prf_project_user_involvement_best,0.0,GradientBoostingRegressor,feature_importances_,124
project_prf_team_size_group_15_20,0.0,GradientBoostingRegressor,feature_importances_,125
tech_tf_language_type_2gl,0.0,GradientBoostingRegressor,feature_importances_,126
project_prf_relative_size_xxs,0.0,GradientBoostingRegressor,feature_importances_,127
project_prf_relative_size_xxl,0.0,GradientBoostingRegressor,feature_importances_,128
project_prf_application_group_infrastructure_software,0.0,GradientBoostingRegressor,feature_importances_,129
project_prf_relative_size_xl,0.0,GradientBoostingRegressor,feature_importances_,130
project_prf_application_group_mathematically_intensive_application,0.0,GradientBoostingRegressor,feature_importances_,131
project_prf_relative_size_m1,0.0,GradientBoostingRegressor,feature_importances_,132
project_prf_relative_size_l,0.0,GradientBoostingRegressor,feature_importances_,133
tech_tf_language_type_nan,0.0,GradientBoostingRegressor,feature_importances_,134
tech_tf_language_type_apg,0.0,GradientBoostingRegressor,feature_importances_,135
tech_tf_language_type_5gl,0.0,GradientBoostingRegressor,feature_importances_,136
tech_tf_clientserver_description_browser_server_architecture,0.0,GradientBoostingRegressor,feature_importances_,137
tech_tf_language_type_3gl,0.0,GradientBoostingRegressor,feature_importances_,138
tech_tf_clientserver_description_client_server,0.0,GradientBoostingRegressor,feature_importances_,139
people_prf_project_user_involvement_yes,0.0,GradientBoostingRegressor,feature_importances_,140
tech_tf_development_platform_multi,0.0,GradientBoostingRegressor,feature_importances_,141
tech_tf_development_platform_mr,0.0,GradientBoostingRegressor,feature_importances_,142
tech_tf_development_platform_mf,0.0,GradientBoostingRegressor,feature_importances_,143
project_prf_development_type_re_development,0.0,GradientBoostingRegressor,feature_importances_,144
project_prf_development_type_porting,0.0,GradientBoostingRegressor,feature_importances_,145
project_prf_development_type_poc,0.0,GradientBoostingRegressor,feature_importances_,146
project_prf_development_type_other,0.0,GradientBoostingRegressor,feature_importances_,147
tech_tf_clientserver_description_client_presentation,0.0,GradientBoostingRegressor,feature_importances_,148
tech_tf_clientserver_description_client_server_architecture,0.0,GradientBoostingRegressor,feature_importances_,149
external_eef_data_quality_rating_d,0.0,GradientBoostingRegressor,feature_importances_,150
external_eef_data_quality_rating_c_lang,0.0,GradientBoostingRegressor,feature_importances_,151
tech_tf_clientserver_description_stand_alone,0.0,GradientBoostingRegressor,feature_importances_,152
tech_tf_client_roles_data entry & validation; data retrieval & presentation; run a computer_human interface; security; web/html browser,0.0,GradientBoostingRegressor,feature_importances_,153
project_prf_case_tool_used_nan,0.0,GradientBoostingRegressor,feature_importances_,154
project_prf_case_tool_used_no,0.0,GradientBoostingRegressor,feature_importances_,155
project_prf_case_tool_used_yes,0.0,GradientBoostingRegressor,feature_importances_,156
people_prf_project_user_involvement_no,0.0,GradientBoostingRegressor,feature_importances_,157
people_prf_project_user_involvement_nan,0.0,GradientBoostingRegressor,feature_importances_,158
people_prf_project_user_involvement_low,0.0,GradientBoostingRegressor,feature_importances_,159
project_prf_team_size_group_5_8,0.0,GradientBoostingRegressor,feature_importances_,160
tech_tf_clientserver_description_server_processing,0.0,GradientBoostingRegressor,feature_importances_,161
project_prf_team_size_group_61_70,0.0,GradientBoostingRegressor,feature_importances_,162
tech_tf_dbms_used_no,0.0,GradientBoostingRegressor,feature_importances_,163
project_prf_team_size_group_2,0.0,GradientBoostingRegressor,feature_importances_,164
project_prf_team_size_group_1,0.0,GradientBoostingRegressor,feature_importances_,165
tech_tf_type_of_server_webserver,0.0,GradientBoostingRegressor,feature_importances_,166
tech_tf_type_of_server_unix,0.0,GradientBoostingRegressor,feature_importances_,167
tech_tf_type_of_server_standalone,0.0,GradientBoostingRegressor,feature_importances_,168
tech_tf_type_of_server_nan,0.0,GradientBoostingRegressor,feature_importances_,169
tech_tf_type_of_server_multi_tier_with_web_public_interface,0.0,GradientBoostingRegressor,feature_importances_,170
tech_tf_type_of_server_mainframe,0.0,GradientBoostingRegressor,feature_importances_,171
tech_tf_type_of_server_lan_based,0.0,GradientBoostingRegressor,feature_importances_,172
tech_tf_type_of_server_client_server,0.0,GradientBoostingRegressor,feature_importances_,173
tech_tf_type_of_server_back_end,0.0,GradientBoostingRegressor,feature_importances_,174
project_prf_team_size_group_51_60,0.0,GradientBoostingRegressor,feature_importances_,175
tech_tf_client_server_don_t_know,0.0,GradientBoostingRegressor,feature_importances_,176
tech_tf_architecture_standalone,0.0,GradientBoostingRegressor,feature_importances_,177
process_pmf_development_methodologies_agile development,0.0,GradientBoostingRegressor,feature_importances_,178
external_eef_industry_sector_medical & health care,0.0,GradientBoostingRegressor,feature_importances_,179
process_pmf_prototyping_used_yes,0.0,GradientBoostingRegressor,feature_importances_,180
process_pmf_prototyping_used_nan,0.0,GradientBoostingRegressor,feature_importances_,181
project_prf_application_type_top_customer billing/relationship management,0.0,GradientBoostingRegressor,feature_importances_,182
