isbsg_project_id,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_speed_of_delivery,project_prf_project_elapsed_time,process_pmf_docs,tech_tf_tools_used,project_prf_max_team_size,project_prf_application_group_Infrastructure_Software,project_prf_application_group_Mathematically_Intensive_Application,project_prf_application_group_Missing,project_prf_application_group_Real_Time_Application,project_prf_application_group_business_application,project_prf_application_group_missing,project_prf_development_type_New_Development,project_prf_development_type_Not_Defined,project_prf_development_type_POC,project_prf_development_type_Re_development,tech_tf_development_platform_MR,tech_tf_development_platform_Missing,tech_tf_development_platform_Multi,tech_tf_development_platform_PC,tech_tf_development_platform_Proprietary,tech_tf_language_type_3GL,tech_tf_language_type_4GL,tech_tf_language_type_5GL,tech_tf_language_type_ApG,tech_tf_language_type_Missing,project_prf_relative_size_M1,project_prf_relative_size_M2,project_prf_relative_size_Missing,project_prf_relative_size_S,project_prf_relative_size_XL,project_prf_relative_size_XS,project_prf_relative_size_XXL,project_prf_relative_size_XXS,project_prf_case_tool_used_Missing,project_prf_case_tool_used_No,project_prf_case_tool_used_Yes,tech_tf_architecture_Missing,tech_tf_architecture_Multi_tier,tech_tf_architecture_Multi_tier_Client_server,tech_tf_architecture_Multi_tier_with_web_public_interface,tech_tf_architecture_Stand_alone,tech_tf_client_server_Missing,tech_tf_client_server_No,tech_tf_client_server_Not_Applicable,tech_tf_client_server_Yes,tech_tf_dbms_used_No,tech_tf_dbms_used_Yes,project_prf_team_size_group_Missing
10159,1995,Financial,"financial, property & business services",business application,PL/I,113.26094,4479,5553,47.95601,40.50357,7.106148,12.81181,4,8,,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
16844,2004,Financial,"financial, property & business services",client server; financial transaction process/accounting,COBOL,140.74878,8844,7055,57.345444,49.335564,4.663963,14.212884,2,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False
22183,2003,Banking,"financial, property & business services",missing,PL/I,176.69359,343,127,4.34016,3.6204581,30.875431,9.812622,2,0,,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
15314,2011,Banking,banking,data warehouse; financial transaction process/accounting,Java,82.43131,10,7,3.0334325,4.796593,18.257809,4.5971246,4,0,,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23950,2004,Banking,"financial, property & business services",client server,Oracle,859.7081,14618,10058,11.833864,8.034774,111.90502,2.427151,3,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
10621,1997,Financial,"financial, property & business services",automated customer statements,EASYTRIEVE,322.64383,317,658,5.2037444,4.940068,34.85993,7.724439,4,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False
11797,2008,Banking,banking,client server; financial transaction process/accounting,TELON,255.4195,2109,2744,34.47816,38.331593,24.100523,5.0934405,5,0,,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
21873,2002,Financial,"financial, property & business services",surveillance and security,Missing,84.53965,3964,5550,27.965107,41.28594,10.497377,8.454895,4,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
32170,2001,Banking,"financial, property & business services",transaction/production system,C++,274.95798,474,215,1.4153619,1.2729592,89.41812,0.9303905,6,6,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
12814,2004,Banking,banking,mobile application,EASYTRIEVE,268.15683,420,798,10.850809,11.562509,30.563433,8.820573,7,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15449,2010,Banking,banking,missing,Missing,374.1416,9766,10055,7.428056,6.815884,16.95777,11.40586,4,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
26341,2000,Banking,"financial, property & business services",transaction/production system,Missing,186.32144,9,6,0.5028957,0.25729343,77.555405,0.63021755,3,2,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22583,2010,Banking,"financial, property & business services",client server; financial transaction process/accounting,.Net,245.28465,5595,5071,13.061437,13.206967,16.399652,11.4845915,7,2,,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,True,False
11497,2007,Banking,banking,operating system or software utility,Oracle,255.87538,3385,2456,39.168186,34.574272,19.113329,7.5970635,5,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
13676,1996,Financial,"financial, property & business services",executive information system,PL/I,79.1035,921,1244,23.194918,19.860132,120.09732,1.4371274,10,6,,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
20809,2006,Financial,"financial, property & business services",surveillance and security,PL/I,62.796093,505,417,39.491585,38.194042,22.867775,1.8138715,1,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
19343,2006,Banking,banking,management information system,Visual Basic,149.42137,283,1010,33.5601,46.55634,7.9606776,16.122446,4,1,,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
17661,2003,Banking,banking,client server; financial transaction process/accounting,COBOL,479.31604,25428,22936,71.0117,57.61114,25.64916,22.194977,4,2,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21337,2009,Financial,"financial, property & business services",transaction/production system,HTML,238.3114,79,149,8.05848,11.551883,35.810127,1.831131,3,0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
28652,2007,Banking,banking,client server; financial transaction process/accounting,Missing,508.74332,2990,2510,12.705439,12.110682,31.77497,8.470971,4,0,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
28431,2007,Banking,"financial, property & business services",client server; financial transaction process/accounting,RALLY,8.005277,46,30,2.7235935,2.7506912,5.1126885,6.404181,2,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
12065,1998,Banking,"financial, property & business services",management information system,Missing,8.514504,27,20,63.189285,57.48415,12.728568,2.9096017,2,1,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14764,1995,Financial,"financial, property & business services",management information system,TIBCO,271.95584,6921,8327,27.346052,29.220335,87.01217,0.5663196,4,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False
30816,1997,Banking,banking,client server; financial transaction process/accounting,RALLY,491.96512,1960,2188,23.0474,24.239353,186.34944,1.0691117,3,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
16016,2003,Financial,credit card processor,missing,Missing,26.878826,5278,3153,13.998134,12.105471,4.653573,13.484158,3,0,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
29552,2005,Financial,"financial, property & business services",management information system,Missing,328.10406,1347,829,9.771439,9.5118065,5.512735,9.324539,3,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
18511,1999,Banking,"financial, property & business services",automated customer statements,COBOL,224.97807,4662,4867,12.3015375,17.97315,6.8551254,8.326344,8,10,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
15090,2007,Financial,"financial, property & business services",sales contact management,PowerBuilder,860.17346,3248,3592,2.2462134,2.202263,109.205185,5.5363717,3,0,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False
18427,2013,Banking,"financial, property & business services",transaction/production system,Oracle,529.9801,569,345,1.3721198,0.97106975,48.88385,6.1219177,3,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
31331,2005,Financial,"financial, property & business services",missing,Missing,9.450413,256,36,44.312008,34.97334,4.8186626,2.895707,5,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
22131,1994,Banking,"financial, property & business services",online analysis and reporting,HTML,247.76364,530,973,5.259593,8.984953,30.51451,7.5781527,7,2,,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
15364,2004,Financial,"financial, property & business services",client server; financial transaction process/accounting,.Net,507.19318,241,267,0.5779678,0.22488138,121.25635,1.2141972,2,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False
20820,2000,Financial,"financial, property & business services",sales contact management,CSP,381.1432,7709,5354,19.501846,13.73771,82.995415,5.09854,3,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False
24335,2008,Banking,banking,missing,PL/I,40.999176,2366,5677,40.596943,48.799194,10.437727,7.705969,4,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
24585,1996,Banking,banking,data warehouse; financial transaction process/accounting,NATURAL,33.5247,22,81,1.8371699,2.674461,10.457105,4.5599127,6,10,,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False
19092,2002,Banking,banking,client server; financial transaction process/accounting,Missing,210.52003,620,647,2.3048878,2.6858923,32.439762,10.769162,2,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False
19135,2003,Financial,"financial, property & business services",office information system,.Net,82.23061,5461,5167,61.664364,52.38431,9.527735,6.3055553,3,0,,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
15944,2009,Banking,banking,transaction/production system,Lotus Notes,230.09283,7370,8621,9.193567,11.345923,36.511627,12.335608,6,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
10908,2005,Banking,banking,transaction/production system,PowerBuilder,64.6977,280,295,3.9877038,5.6910257,8.476379,14.146583,4,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
31164,2001,Financial,"financial, property & business services",management information system,.Net,197.89711,25,31,0.76732063,0.5420235,32.029682,4.616775,2,0,,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
17333,1992,Banking,banking,client server; financial transaction process/accounting,Missing,62.74173,300,680,6.883121,7.3838954,8.42116,5.433697,2,0,,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
30563,1994,Banking,"financial, property & business services",mobile application,Oracle,341.7336,1145,2907,4.249272,7.1744328,133.85306,3.6958203,5,3,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
25333,2004,Banking,banking,missing,Java,298.81046,10071,9654,20.504894,30.308416,35.793068,24.055183,3,1,,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
30621,2003,Banking,"financial, property & business services",transaction/production system,Missing,37.40207,1734,640,29.226305,19.176708,22.223091,3.4840589,4,3,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
18083,1999,Banking,"financial, property & business services",client server; financial transaction process/accounting,C++,842.8994,8500,8338,20.69468,14.568349,35.767982,10.717511,3,0,,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
15016,2008,Banking,banking,missing,Missing,60.29847,7400,5512,64.5639,55.160603,45.91015,3.423327,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
32060,2000,Banking,banking,office information system,COBOL,170.01012,5223,3125,26.211231,26.35051,22.792593,5.4092264,8,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False
22192,2001,Banking,"financial, property & business services",missing,Missing,52.671318,1580,2905,40.471622,33.144287,12.977726,7.746377,4,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
16089,1997,Banking,banking,transaction/production system,Java,5.0023904,66,50,8.393061,12.722165,8.362086,0.90072775,2,1,,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,True,False
28550,2012,Financial,"financial, property & business services",client server; financial transaction process/accounting,HTML,107.06179,1147,520,42.97784,41.21612,19.541496,6.415788,2,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
14387,1997,Financial,"financial, property & business services",accounting system,PowerBuilder,395.3664,4554,9899,22.241796,22.193336,70.37533,8.538321,4,5,,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
20917,2003,Banking,banking,data warehouse; financial transaction process/accounting,COBOL,376.70792,4540,6829,6.6786323,7.5215945,66.463036,3.7696927,6,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
24350,1995,Financial,"financial, property & business services",missing,PL/I,412.20044,8556,8644,28.413887,24.822834,6.7925553,22.961472,5,3,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
23161,2001,Banking,"financial, property & business services",transaction/production system,Java,47.49386,214,82,2.7296166,2.966974,14.455368,1.9197063,4,2,,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
13163,1996,Banking,banking,electronic data interchange,Java,402.74512,1807,2737,9.924451,10.912146,81.16425,3.6681287,5,7,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
32486,1998,Banking,banking,transaction/production system,.Net,1756.4414,24967,29735,20.434212,21.46283,164.67406,12.718298,4,3,,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
27716,1992,Financial,"financial, property & business services",client server; financial transaction process/accounting,C++,847.64496,2134,3118,3.5767708,3.2618961,189.89067,2.9157076,4,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False
32486,2010,Financial,"financial, property & business services",client server; financial transaction process/accounting,COBOL,38.80735,389,179,22.233358,19.38576,5.7212243,9.000858,2,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12600,2003,Financial,"financial, property & business services",catalogue/register of things or events,ASP.Net,260.4333,4858,5521,21.30265,23.438673,39.999184,7.565486,2,0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21966,2008,Banking,banking,data warehouse; financial transaction process/accounting,SAPIENS,292.96716,2504,5350,20.903315,26.917124,36.03225,5.9498405,6,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
12844,2006,Financial,"financial, property & business services",client server; financial transaction process/accounting,FOCUS,656.5924,4562,5375,4.358147,3.814624,150.1639,1.9459807,4,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21529,2006,Banking,banking,missing,Missing,93.386345,7455,10946,40.817734,45.196884,46.964306,6.9888635,2,1,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
20457,1999,Banking,banking,executive information system,JavaScript,230.56189,1170,1770,1.4292487,1.1527663,43.90611,2.14602,3,6,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False
18144,2000,Banking,banking,client server; financial transaction process/accounting,Visual Basic,146.17007,1571,1866,12.034765,13.143229,6.958839,12.354966,2,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
28550,1995,Financial,"financial, property & business services",client server; financial transaction process/accounting,Shell,97.40262,1307,751,5.069096,3.5199876,33.710255,5.013735,3,2,,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False
19175,2008,Banking,banking,client server; financial transaction process/accounting,C#,27.957811,1260,1399,14.2832985,19.09178,1.7069207,7.735813,3,2,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
19557,2006,Banking,"financial, property & business services",workflow support & management,PL/I,86.51676,2068,2793,9.357565,11.607961,11.415109,15.092409,2,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
26348,2014,Banking,banking,client server; financial transaction process/accounting,Unix Shell,79.919266,2668,1747,37.905346,33.45936,6.0952296,7.6324296,5,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
30773,2009,Banking,"financial, property & business services",data warehouse; financial transaction process/accounting,ASP.Net,51.59449,10,7,0.50245833,0.2802958,63.215508,0.21023034,2,0,,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
20820,2000,Financial,"financial, property & business services",automated customer statements,ABAP,502.24442,5233,4664,10.287415,11.312449,122.13891,3.4940403,3,3,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False
