feature,importance,model,importance_type,rank
tech_tf_development_platform_proprietary,0.0006224445491871111,RandomForestRegressor,feature_importances_,141
project_prf_application_type_top_catalogue/register of things or events,0.0006195286091423606,RandomForestRegressor,feature_importances_,142
tech_tf_architecture_multi_tier_with_web_interface,0.000615242350756488,RandomForestRegressor,feature_importances_,143
external_eef_organisation_type_top_education institution,0.000590537421008175,RandomForestRegressor,feature_importances_,144
project_prf_team_size_group_81_90,0.0005854836688933951,RandomForestRegressor,feature_importances_,145
external_eef_organisation_type_top_community services,0.00042408351543364754,RandomForestRegressor,feature_importances_,146
tech_tf_type_of_server_multi_tier_with_web_public_interface,0.0003762711592924214,RandomForestRegressor,feature_importances_,147
external_eef_organisation_type_top_electricity gas water,0.0003132715704694732,RandomForestRegressor,feature_importances_,148
tech_tf_architecture_stand_alone,0.0002314903464897799,RandomForestRegressor,feature_importances_,149
tech_tf_client_server_don_t_know,0.00022809192961284683,RandomForestRegressor,feature_importances_,150
project_prf_team_size_group_51_60,0.00021704032222466963,RandomForestRegressor,feature_importances_,151
tech_tf_type_of_server_standalone,0.00020130284835428517,RandomForestRegressor,feature_importances_,152
tech_tf_dbms_used_no,0.0001545056626030945,RandomForestRegressor,feature_importances_,153
external_eef_industry_sector_construction,0.00012521103552780158,RandomForestRegressor,feature_importances_,154
tech_tf_language_type_5gl,0.00012111773296113172,RandomForestRegressor,feature_importances_,155
tech_tf_type_of_server_unix,9.460757992485911e-05,RandomForestRegressor,feature_importances_,156
project_prf_relative_size_xl,7.663338978074041e-05,RandomForestRegressor,feature_importances_,157
project_prf_currency_multiple_yes_1_000,5.822704184933484e-05,RandomForestRegressor,feature_importances_,158
tech_tf_language_type_2gl,2.2809385572403454e-05,RandomForestRegressor,feature_importances_,159
tech_tf_type_of_server_lan_based,1.7625236252713988e-05,RandomForestRegressor,feature_importances_,160
tech_tf_type_of_server_back_end,1.6919120984266095e-05,RandomForestRegressor,feature_importances_,161
project_prf_currency_multiple_yes_10_000,1.516066078194838e-05,RandomForestRegressor,feature_importances_,162
people_prf_project_user_involvement_don_t_know,6.345928946715118e-06,RandomForestRegressor,feature_importances_,163
project_prf_development_type_other,1.901856643366777e-06,RandomForestRegressor,feature_importances_,164
project_prf_development_type_poc,1.0501813778168138e-06,RandomForestRegressor,feature_importances_,165
people_prf_project_user_involvement_best,1.2566682746513307e-07,RandomForestRegressor,feature_importances_,166
project_prf_relative_size_xxl,1.0824086296282934e-07,RandomForestRegressor,feature_importances_,167
tech_tf_type_of_server_webserver,1.0584734236351497e-07,RandomForestRegressor,feature_importances_,168
tech_tf_type_of_server_proprietary_midrange,0.0,RandomForestRegressor,feature_importances_,169
project_prf_application_type_top_financial application area,0.0,RandomForestRegressor,feature_importances_,170
project_prf_relative_size_xxxl,0.0,RandomForestRegressor,feature_importances_,171
project_prf_application_type_top_client-server,0.0,RandomForestRegressor,feature_importances_,172
tech_tf_client_server_not_applicable,0.0,RandomForestRegressor,feature_importances_,173
tech_tf_architecture_multi_tier_client_server,0.0,RandomForestRegressor,feature_importances_,174
tech_tf_client_roles_data entry & validation; data retrieval & presentation; run a computer_human interface; security; web/html browser,0.0,RandomForestRegressor,feature_importances_,175
tech_tf_development_platform_hand_held,0.0,RandomForestRegressor,feature_importances_,176
project_prf_development_type_not_defined,0.0,RandomForestRegressor,feature_importances_,177
people_prf_project_user_involvement_no,0.0,RandomForestRegressor,feature_importances_,178
people_prf_project_user_involvement_low,0.0,RandomForestRegressor,feature_importances_,179
process_pmf_development_methodologies_agile development,0.0,RandomForestRegressor,feature_importances_,180
project_prf_development_type_porting,0.0,RandomForestRegressor,feature_importances_,181
project_prf_application_type_top_customer billing/relationship management,0.0,RandomForestRegressor,feature_importances_,182
