feature,importance,model,importance_type,rank
project_prf_team_size_group_3_4,7,LGBMRegressor,feature_importances_,48
project_prf_application_type_surveillance and security,7,LGBMRegressor,feature_importances_,49
functional_size_group_l_1000_2999,6,LGBMRegressor,feature_importances_,50
project_prf_application_type_business application,5,LGBMRegressor,feature_importances_,51
process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,5,LGBMRegressor,feature_importances_,52
project_prf_team_size_group_9_14,4,LGBMRegressor,feature_importances_,53
external_eef_data_quality_rating_a,4,LGBMRegressor,feature_importances_,54
project_prf_relative_size_missing,4,LGBMRegressor,feature_importances_,55
project_prf_team_size_group_5_8,3,LGBMRegressor,feature_importances_,56
project_prf_relative_size_xxs,3,LGBMRegressor,feature_importances_,57
project_prf_development_type_re_development,2,LGBMRegressor,feature_importances_,58
project_prf_application_type_cards and payments,2,LGBMRegressor,feature_importances_,59
project_prf_team_size_group_21_30,2,LGBMRegressor,feature_importances_,60
project_prf_application_type_missing,2,LGBMRegressor,feature_importances_,61
project_prf_application_type_management or performance reporting; online analysis and reporting,2,LGBMRegressor,feature_importances_,62
project_prf_application_type_management or performance reporting,1,LGBMRegressor,feature_importances_,63
project_prf_relative_size_xxl,1,LGBMRegressor,feature_importances_,64
project_prf_team_size_group_15_20,1,LGBMRegressor,feature_importances_,65
tech_tf_client_server_missing,1,LGBMRegressor,feature_importances_,66
tech_tf_client_server_yes,1,LGBMRegressor,feature_importances_,67
project_prf_case_tool_used_yes,1,LGBMRegressor,feature_importances_,68
tech_tf_architecture_multi_tier_client_server,0,LGBMRegressor,feature_importances_,69
project_prf_application_type_online analysis and reporting,0,LGBMRegressor,feature_importances_,70
tech_tf_architecture_multi_tier_with_web_public_interface,0,LGBMRegressor,feature_importances_,71
process_pmf_development_methodologies_unified_process,0,LGBMRegressor,feature_importances_,72
external_eef_data_quality_rating_d,0,LGBMRegressor,feature_importances_,73
project_prf_application_type_operating system or software utility,0,LGBMRegressor,feature_importances_,74
project_prf_application_group_infrastructure_software,0,LGBMRegressor,feature_importances_,75
process_pmf_development_methodologies_lean,0,LGBMRegressor,feature_importances_,76
project_prf_application_type_electronic data interchange,0,LGBMRegressor,feature_importances_,77
project_prf_application_group_real_time_application,0,LGBMRegressor,feature_importances_,78
external_eef_organisation_type_financial_banking_insurance_stock,0,LGBMRegressor,feature_importances_,79
tech_tf_development_platform_mr,0,LGBMRegressor,feature_importances_,80
tech_tf_development_platform_proprietary,0,LGBMRegressor,feature_importances_,81
external_eef_organisation_type_banking_insurance_stock,0,LGBMRegressor,feature_importances_,82
tech_tf_language_type_5gl,0,LGBMRegressor,feature_importances_,83
project_prf_application_type_workflow support & management,0,LGBMRegressor,feature_importances_,84
functional_size_group_xl_3000_8999,0,LGBMRegressor,feature_importances_,85
project_prf_team_size_group_31_40,0,LGBMRegressor,feature_importances_,86
functional_size_group_xxl_9000_17999,0,LGBMRegressor,feature_importances_,87
project_prf_application_type_auditing management,0,LGBMRegressor,feature_importances_,88
project_prf_application_type_mobile application,0,LGBMRegressor,feature_importances_,89
project_prf_relative_size_xl,0,LGBMRegressor,feature_importances_,90
project_prf_application_type_customer billing/relationship management,0,LGBMRegressor,feature_importances_,91
project_prf_application_group_missing,0,LGBMRegressor,feature_importances_,92
project_prf_team_size_group_2,0,LGBMRegressor,feature_importances_,93
project_prf_year_of_project,0,LGBMRegressor,feature_importances_,94
