age,income,category,status,score,region_code
58,52242.727,D,inactive,57.666954,5.0
65,46585.348,D,pending,64.308395,1.0
71,45676.098,B,active,43.301815,1.0
60,52592.51,D,inactive,60.863304,3.0
64,45372.5,D,pending,46.421787,4.0
64,57843.387,A,pending,60.693756,1.0
67,59295.74,D,pending,60.543983,1.0
69,61942.883,D,pending,39.564045,3.0
58,55956.1,D,pending,57.56762,1.0
71,58660.844,D,pending,60.7253,1.0
65,56422.66,D,pending,68.459625,3.0
65,48914.71,D,pending,57.18626,3.0
59,61318.684,B,pending,61.6218,1.0
69,56460.84,D,pending,68.69866,1.0
63,54519.395,A,inactive,58.22634,4.0
65,54728.035,C,pending,50.474617,4.0
63,60989.168,B,pending,64.10135,2.0
62,56304.992,C,inactive,57.58384,1.0
61,56850.535,D,pending,60.612022,1.0
67,55064.707,D,pending,43.960438,4.0
62,55913.406,D,pending,51.59755,3.0
64,59720.516,D,inactive,42.448112,5.0
74,61642.45,B,inactive,62.4353,1.0
64,52531.465,D,pending,41.61147,4.0
69,51572.867,D,pending,73.22031,3.0
65,43344.96,D,active,40.013462,3.0
64,55728.227,C,pending,58.92984,4.0
60,55412.555,D,pending,45.978592,5.0
63,56907.03,C,pending,53.56705,4.0
67,59454.125,C,inactive,59.401527,3.0
67,52860.516,D,pending,52.092396,4.0
65,53429.43,A,inactive,71.23041,3.0
61,53677.69,C,pending,56.262722,1.0
60,54196.797,C,inactive,61.53226,4.0
67,43256.203,D,pending,58.647293,1.0
43,50809.223,D,pending,58.45199,4.0
69,60451.234,D,active,47.78957,1.0
66,57552.332,C,inactive,41.961235,1.0
60,58875.246,D,active,60.624355,1.0
44,54733.477,D,pending,50.341553,5.0
53,56565.3,D,pending,48.709175,5.0
68,55671.473,A,pending,57.45805,1.0
71,61314.344,B,inactive,70.509605,3.0
65,52346.473,A,active,38.986897,1.0
69,53341.363,A,pending,37.237713,4.0
72,39432.348,B,inactive,58.187653,1.0
70,47211.117,D,inactive,55.455948,1.0
61,52306.727,D,pending,58.46827,5.0
69,48279.96,D,pending,64.79386,1.0
70,53697.63,D,pending,50.697098,1.0
41,57973.645,C,pending,48.383606,1.0
65,42644.383,D,pending,67.315834,3.0
58,51248.246,D,pending,53.51057,4.0
67,59118.883,D,pending,67.36724,3.0
53,54098.82,D,active,53.212242,1.0
66,59457.527,D,active,41.518826,1.0
56,60788.555,B,inactive,65.579796,3.0
50,55836.355,B,inactive,51.91998,5.0
75,60012.934,B,pending,45.965294,1.0
72,54536.42,A,inactive,39.906696,2.0
70,49700.28,D,active,59.628277,3.0
73,59851.984,D,pending,51.54758,4.0
60,58271.992,A,pending,60.88961,1.0
54,54745.688,B,pending,53.865562,4.0
68,56815.64,C,pending,60.148422,1.0
62,57839.66,D,pending,62.93464,4.0
72,50050.957,D,inactive,64.41112,1.0
60,54841.137,D,inactive,62.93491,5.0
70,60288.094,D,active,40.34357,1.0
59,52490.566,B,pending,54.647163,5.0
68,60803.723,D,active,44.089577,3.0
69,52506.164,D,active,35.86318,1.0
71,58467.805,D,inactive,64.78722,5.0
57,48444.336,D,active,40.445168,3.0
72,55523.316,D,inactive,38.44943,4.0
59,50756.78,D,active,55.915035,4.0
63,51850.477,D,inactive,59.350887,4.0
60,43410.37,B,pending,47.584255,4.0
56,48528.375,B,inactive,41.597885,1.0
60,58756.26,D,inactive,53.697548,4.0
67,60142.348,C,inactive,61.627266,1.0
66,61256.355,B,pending,60.492138,3.0
70,55654.75,D,pending,52.973705,3.0
71,51705.465,A,inactive,56.335735,1.0
61,52306.594,D,inactive,56.45435,3.0
65,57666.09,C,active,55.84923,4.0
62,48870.723,D,pending,44.213223,4.0
63,56961.805,A,inactive,64.221436,1.0
69,63204.777,D,pending,45.055004,1.0
55,55927.49,D,pending,67.155266,4.0
69,62618.53,C,pending,55.3645,1.0
65,50480.69,C,active,60.06241,3.0
63,53205.35,D,pending,60.137592,1.0
65,57913.312,C,inactive,62.086735,4.0
65,55608.43,A,pending,51.175316,2.0
61,55727.645,D,pending,55.471237,2.0
63,47744.49,D,pending,59.31156,4.0
70,50853.42,D,inactive,55.159462,3.0
64,57740.67,D,pending,60.79806,4.0
74,61743.887,D,pending,62.55063,1.0
39,55533.79,B,pending,46.948097,4.0
68,51128.387,D,pending,47.53496,1.0
68,53712.11,C,pending,56.59286,4.0
68,41527.848,B,pending,58.22413,5.0
69,52657.586,D,inactive,53.940437,1.0
71,57400.42,A,inactive,62.51298,1.0
46,54553.754,D,pending,58.60072,4.0
56,52285.945,D,pending,57.221264,4.0
70,43928.49,A,pending,62.913757,3.0
56,58460.977,D,inactive,44.209038,4.0
60,51459.227,A,pending,51.317627,1.0
47,61633.426,B,inactive,58.193756,1.0
60,53399.805,D,pending,58.680973,4.0
70,42793.062,D,active,56.778587,3.0
50,52743.312,C,active,52.438225,3.0
56,51812.277,A,inactive,45.56836,4.0
60,55937.79,C,pending,48.94288,1.0
53,47505.047,D,inactive,53.363556,4.0
67,53622.387,C,pending,54.846764,1.0
66,55264.676,C,active,51.388554,1.0
66,55214.152,C,pending,46.839317,1.0
71,62191.184,D,inactive,42.121277,5.0
58,47500.62,D,active,64.64936,3.0
56,54610.445,D,inactive,53.116344,5.0
55,54027.88,D,pending,42.088108,4.0
69,46927.77,A,pending,47.98364,5.0
66,49499.2,D,pending,32.70715,4.0
70,56731.656,D,inactive,37.892242,4.0
71,51736.684,C,inactive,43.34255,4.0
71,58087.348,D,pending,36.886658,2.0
69,62588.137,C,pending,70.64789,1.0
65,38971.76,D,active,31.540077,1.0
73,52917.14,D,pending,44.135765,1.0
65,53759.77,D,pending,39.1519,4.0
60,57126.75,D,pending,63.55314,1.0
64,57162.37,D,inactive,63.36598,1.0
68,44784.227,D,active,60.97473,1.0
59,49975.17,D,pending,48.30421,5.0
64,59569.035,D,pending,60.50621,1.0
61,58538.047,D,pending,65.998825,5.0
56,58762.785,D,pending,55.5894,3.0
62,50922.027,D,inactive,51.802986,3.0
50,46603.54,D,pending,44.320618,1.0
57,46097.62,D,pending,66.34284,3.0
58,48472.32,D,inactive,38.757954,4.0
69,50763.293,D,inactive,47.668774,5.0
54,53450.57,A,inactive,61.417404,3.0
49,57622.25,C,inactive,59.86217,4.0
67,61305.766,D,inactive,40.71092,4.0
63,50335.434,D,active,49.876938,1.0
65,56904.777,B,pending,49.70008,1.0
56,57623.426,D,pending,64.49404,4.0
64,46725.582,D,active,57.82753,1.0
63,56734.28,C,pending,45.984516,5.0
60,57789.844,C,active,42.920788,1.0
63,44357.9,D,inactive,52.691864,3.0
68,49221.285,A,inactive,59.056915,1.0
63,52081.066,D,pending,53.37606,1.0
71,57685.387,C,pending,58.634235,1.0
72,60900.086,D,pending,52.52601,4.0
61,52660.523,A,pending,40.69314,1.0
64,47606.754,D,pending,49.35471,4.0
60,52535.22,C,pending,44.164368,4.0
67,56907.664,D,pending,42.687004,5.0
65,60450.562,D,pending,65.36313,3.0
65,51875.508,D,inactive,43.506145,1.0
69,60549.86,D,pending,44.143963,1.0
65,59752.47,C,pending,52.645653,1.0
55,46287.277,D,inactive,55.23833,1.0
62,55119.734,D,pending,62.90683,4.0
75,56823.332,D,active,63.47962,1.0
58,56015.176,C,pending,64.43534,4.0
63,59183.97,C,pending,52.899906,4.0
64,47884.33,D,pending,45.564663,4.0
73,58302.51,C,pending,52.768497,1.0
61,58373.04,A,pending,60.21781,1.0
50,52839.28,D,pending,38.400528,3.0
61,49668.703,D,pending,56.542694,3.0
53,58235.785,D,pending,51.986042,5.0
67,48397.953,D,pending,51.47263,4.0
56,61180.465,C,pending,53.438103,5.0
59,52273.4,C,active,51.052387,1.0
70,45678.652,B,pending,51.08044,4.0
68,50637.746,D,pending,62.091652,1.0
57,50031.39,B,pending,53.219097,5.0
65,61872.3,C,inactive,37.63225,3.0
58,47980.98,A,inactive,39.893513,4.0
60,53615.312,D,active,48.852077,1.0
51,57868.566,D,pending,47.81389,3.0
52,53055.28,C,pending,50.839634,1.0
68,51128.38,C,pending,51.409332,1.0
64,50937.164,A,pending,35.034256,4.0
67,54688.355,D,pending,63.57929,3.0
64,56161.84,A,inactive,56.272476,1.0
60,58487.367,D,active,53.44855,3.0
55,56518.574,D,inactive,49.6903,5.0
61,48476.508,D,pending,59.637127,3.0
61,54201.793,D,pending,50.646313,4.0
71,53980.434,B,pending,44.70548,4.0
65,47907.85,D,pending,53.361305,4.0
58,55247.348,D,active,48.04733,1.0
57,47306.2,D,pending,47.61154,3.0
61,46826.01,B,pending,55.839813,4.0
66,57726.62,C,pending,55.76515,4.0
67,53849.52,C,pending,30.264866,4.0
64,50826.37,D,pending,49.4616,4.0
61,58511.086,D,pending,67.1072,5.0
71,44238.94,D,pending,56.286564,1.0
67,53213.516,A,active,55.397762,3.0
73,63262.46,D,pending,34.40617,1.0
60,44968.25,D,pending,58.73477,5.0
61,55070.164,D,active,51.61918,1.0
60,45323.23,A,pending,52.763874,5.0
63,53473.918,B,pending,45.873577,1.0
60,50093.152,D,pending,61.468796,3.0
65,48147.293,A,inactive,36.823994,4.0
60,51958.668,B,pending,52.137554,5.0
57,53103.75,D,pending,70.14299,3.0
45,54147.16,D,pending,51.811947,5.0
61,58666.445,D,pending,60.424385,5.0
66,62953.863,B,active,56.112446,1.0
64,48706.695,D,pending,53.708775,5.0
66,55229.973,C,active,51.151047,1.0
73,49602.008,A,active,55.006622,3.0
56,49799.227,D,pending,58.648426,3.0
62,57899.734,B,pending,51.135197,1.0
64,54180.64,D,active,57.16023,4.0
62,52000.367,C,pending,48.836468,4.0
57,53520.97,D,pending,44.477318,4.0
67,52272.46,D,pending,72.746704,1.0
69,57990.145,D,pending,71.08135,3.0
66,58810.617,A,pending,69.67326,1.0
39,57237.445,C,inactive,39.166996,2.0
69,63273.137,C,inactive,62.024715,1.0
68,44992.78,A,pending,38.10571,3.0
51,55816.414,C,pending,65.47738,1.0
71,43934.984,A,pending,53.64544,3.0
65,61813.008,D,pending,67.07943,1.0
47,57376.55,C,pending,47.803326,3.0
57,53135.547,A,pending,65.244675,4.0
67,41389.15,A,pending,55.719666,4.0
63,56182.156,D,pending,48.86843,5.0
59,58682.8,D,pending,63.19573,1.0
63,63173.137,A,pending,45.337685,4.0
61,50716.023,D,pending,52.043705,1.0
58,42769.906,D,pending,60.057274,4.0
57,55290.066,B,pending,65.14607,1.0
60,62172.906,D,pending,49.59932,3.0
70,59279.305,C,inactive,43.42523,1.0
62,57547.645,D,pending,53.65978,1.0
68,59923.387,B,pending,55.790104,4.0
64,45837.273,D,pending,53.897438,3.0
58,57560.05,C,pending,60.88811,3.0
69,57850.758,C,pending,46.872334,1.0
71,63371.457,C,pending,46.813232,4.0
63,53303.62,D,pending,68.48164,1.0
59,55383.816,D,inactive,56.03589,5.0
69,58742.062,D,pending,68.89143,3.0
68,58677.586,D,pending,39.62603,1.0
68,46338.66,D,active,61.45408,3.0
65,60577.133,D,pending,61.45001,1.0
59,61594.703,D,inactive,58.552937,1.0
62,53709.49,B,pending,53.122986,3.0
66,62337.156,D,pending,60.670937,1.0
54,54140.504,D,inactive,62.065235,3.0
71,54964.227,C,inactive,37.855408,2.0
52,56631.336,C,active,55.8712,3.0
65,57143.23,C,pending,59.134666,1.0
73,61470.277,D,inactive,58.793114,1.0
58,52645.703,D,pending,60.12026,1.0
63,55818.125,D,pending,40.10247,4.0
54,50485.96,C,inactive,67.13972,3.0
58,52870.53,D,pending,66.71686,4.0
70,56009.875,C,pending,52.036217,3.0
66,63632.453,D,inactive,56.872204,3.0
76,43468.14,A,pending,58.155807,1.0
59,47737.207,C,pending,41.35556,4.0
64,48246.04,C,active,60.12249,1.0
72,55228.773,A,pending,39.094997,3.0
67,58093.207,D,pending,39.275616,4.0
58,52449.066,D,pending,52.919987,2.0
71,63125.582,D,pending,47.85396,1.0
54,53195.58,A,inactive,44.376442,3.0
70,57241.62,C,active,46.571514,4.0
68,48244.15,B,pending,51.689735,3.0
70,49638.73,D,pending,61.2537,1.0
62,58312.695,B,pending,63.533566,1.0
71,55006.027,C,pending,40.106464,4.0
47,56021.316,A,inactive,46.447117,3.0
67,50485.695,C,active,62.297913,1.0
62,56227.117,D,inactive,56.53569,3.0
63,53187.33,B,pending,53.83016,1.0
67,57252.37,C,active,59.383087,4.0
63,50771.77,D,pending,54.581543,1.0
62,56691.043,D,pending,62.551666,4.0
53,59422.62,C,pending,48.60008,1.0
58,57369.71,B,pending,57.827312,5.0
70,56052.66,B,pending,65.354256,1.0
70,50162.11,C,active,58.663128,3.0
58,51892.59,A,pending,39.694283,3.0
40,50635.562,D,inactive,51.74379,4.0
55,53982.29,C,active,53.056747,2.0
63,59278.4,D,inactive,34.301693,4.0
58,61945.785,D,pending,55.450893,1.0
62,48545.273,D,active,31.158413,4.0
64,57028.387,A,inactive,60.81117,1.0
66,52141.43,D,inactive,64.01375,1.0
65,59808.02,D,pending,54.647522,1.0
53,51145.332,D,pending,46.50697,5.0
62,58131.234,A,pending,52.803047,1.0
67,59527.383,B,inactive,41.35898,1.0
60,55648.418,D,inactive,55.822205,3.0
64,53432.53,C,inactive,53.619408,4.0
71,53987.12,B,pending,52.909794,4.0
50,48525.992,D,pending,52.42094,3.0
71,56049.66,D,pending,61.045982,4.0
56,48646.62,C,inactive,44.23454,4.0
54,53648.375,D,pending,62.055912,4.0
66,53359.773,D,pending,66.44941,1.0
65,57999.133,A,inactive,69.104294,4.0
66,63769.066,D,pending,69.852036,5.0
63,57853.25,D,pending,60.32269,3.0
61,54393.336,D,pending,56.941048,5.0
49,50679.35,D,pending,57.272102,4.0
58,43164.277,C,pending,31.432993,3.0
71,56830.016,D,pending,38.54394,3.0
63,61991.48,D,inactive,63.91905,5.0
66,41860.566,B,active,39.443855,2.0
62,47265.035,B,pending,59.87036,4.0
68,59852.062,A,pending,44.431774,5.0
65,53235.938,D,pending,51.302273,3.0
67,49778.42,B,active,40.842056,4.0
58,62322.37,D,active,60.116226,1.0
58,57073.566,D,inactive,72.675575,3.0
49,54606.266,D,pending,69.315636,3.0
56,59554.348,D,pending,50.980263,5.0
61,45264.926,D,active,55.299526,1.0
57,51903.164,C,pending,46.222126,3.0
63,52925.78,D,pending,66.47369,1.0
73,55495.11,D,inactive,61.329617,5.0
71,57538.324,C,pending,26.845947,3.0
53,57503.31,D,pending,60.48674,5.0
53,55610.055,A,inactive,46.810947,4.0
72,54862.785,C,pending,34.95649,4.0
53,52975.074,D,pending,56.405865,1.0
65,60566.89,D,pending,52.480816,1.0
70,55353.195,D,pending,47.87824,1.0
71,55024.953,D,active,51.16101,3.0
60,55605.527,D,pending,64.05957,4.0
63,42783.59,C,active,52.090103,1.0
64,59467.844,C,pending,50.551865,4.0
68,62982.363,C,pending,46.89531,3.0
63,58125.707,B,active,53.85475,1.0
60,51198.61,D,pending,48.78769,1.0
75,56722.965,D,pending,54.211636,4.0
60,62274.16,C,pending,53.509068,1.0
71,53429.57,A,inactive,66.1249,5.0
57,58000.11,A,inactive,67.217255,2.0
57,48695.582,D,inactive,50.289906,4.0
62,57662.52,D,inactive,57.943146,1.0
70,54468.37,C,active,58.469913,1.0
65,63860.562,A,inactive,48.436115,1.0
69,52330.42,D,pending,64.87444,3.0
56,51816.316,B,inactive,52.693905,4.0
69,46774.9,A,inactive,71.0944,3.0
71,61763.67,D,active,52.482048,1.0
67,60485.766,B,inactive,53.641983,5.0
61,56796.168,D,pending,54.041134,5.0
71,55086.9,C,pending,51.032753,3.0
63,50912.484,D,pending,55.564354,4.0
43,53143.406,C,pending,59.976997,4.0
67,55358.5,C,pending,41.844475,1.0
67,48018.957,D,pending,61.310028,3.0
71,49846.355,D,inactive,61.18309,4.0
72,57756.996,A,inactive,45.467278,1.0
70,57553.348,B,pending,41.45037,1.0
68,42971.996,C,inactive,70.66674,1.0
66,45623.086,D,pending,70.38522,3.0
61,50306.098,A,pending,49.372383,1.0
55,49431.984,D,inactive,61.192196,3.0
66,57553.51,D,pending,49.438507,3.0
68,49670.84,C,active,56.071167,4.0
52,62781.645,C,inactive,66.62328,3.0
63,60271.31,B,pending,55.455788,1.0
56,58269.17,D,pending,54.07341,2.0
63,46403.67,A,pending,58.707985,1.0
61,48237.684,D,inactive,37.51952,4.0
63,45450.707,D,pending,48.80689,3.0
67,59237.22,C,inactive,62.154823,4.0
75,53833.516,A,active,47.542313,4.0
60,49796.86,C,active,54.234367,1.0
68,54518.027,A,pending,62.26246,3.0
69,56146.94,D,pending,58.5514,1.0
61,55549.402,B,inactive,35.597095,1.0
58,57199.77,D,inactive,54.993862,4.0
57,54286.945,D,inactive,49.619476,5.0
63,52468.906,D,pending,49.37842,1.0
65,50770.062,C,pending,59.968044,5.0
40,48458.176,C,inactive,45.112324,4.0
68,58508.05,C,pending,44.24008,1.0
68,47024.68,D,pending,60.47855,1.0
61,60716.844,D,pending,49.659027,2.0
69,44618.496,D,pending,70.19505,3.0
65,47588.973,B,pending,56.21668,1.0
64,43569.395,A,pending,58.646645,5.0
60,54208.36,A,inactive,41.42571,4.0
62,55604.38,D,pending,63.18444,3.0
70,40529.4,B,pending,48.562088,1.0
70,49708.85,A,pending,68.381165,2.0
58,63477.062,D,inactive,54.57529,3.0
64,45400.527,D,inactive,61.00574,3.0
61,59799.63,A,inactive,42.172905,4.0
69,53899.76,D,pending,46.974045,3.0
59,44363.88,A,pending,58.441643,5.0
58,49850.074,A,pending,56.639038,1.0
35,55026.266,D,pending,61.07744,5.0
50,60889.574,D,pending,52.25528,3.0
72,54629.1,D,inactive,49.447594,5.0
67,42234.344,C,pending,49.208145,1.0
65,54093.38,D,pending,63.375477,5.0
59,60937.79,D,pending,62.580322,4.0
66,55128.82,D,pending,58.79563,4.0
73,55800.55,D,pending,47.61447,5.0
64,55954.957,C,pending,62.05311,1.0
67,59489.875,D,pending,70.1502,4.0
65,59358.785,C,inactive,45.075504,5.0
61,64788.875,B,pending,49.08768,1.0
58,53399.703,C,inactive,53.33858,3.0
65,52366.03,D,active,46.572575,4.0
66,57013.086,D,pending,41.804943,1.0
52,54140.4,D,pending,40.73134,4.0
65,64362.55,D,pending,55.552567,4.0
60,51204.336,A,pending,42.695343,4.0
63,56968.45,D,inactive,54.026882,3.0
69,60354.184,A,pending,62.85059,1.0
59,60207.168,D,pending,66.429825,1.0
70,61256.297,A,inactive,54.92979,5.0
69,57093.25,D,active,64.2117,1.0
61,48710.105,A,pending,47.32015,1.0
56,51679.527,D,pending,52.24547,4.0
58,46573.05,C,pending,58.05446,1.0
60,56433.336,D,active,60.55048,4.0
63,55038.844,D,pending,56.317738,1.0
67,60486.938,D,pending,67.15839,5.0
64,54891.574,D,pending,41.701416,4.0
62,55078.85,C,pending,58.496334,1.0
70,56347.63,C,pending,67.09151,1.0
72,57929.277,D,pending,60.29767,5.0
65,56646.98,D,pending,59.424683,4.0
70,53200.76,D,pending,51.81252,3.0
68,59600.332,D,inactive,70.3246,5.0
69,52827.05,D,pending,44.00612,4.0
70,58414.25,C,active,50.07039,1.0
67,56942.438,D,inactive,55.90071,5.0
58,46793.94,C,pending,51.275814,4.0
58,52516.414,D,active,59.337997,1.0
66,54305.09,B,pending,55.485394,4.0
56,51413.734,D,pending,58.724392,4.0
67,57380.2,C,pending,54.681015,1.0
63,60238.01,C,pending,49.667507,1.0
65,58686.766,D,pending,66.472275,5.0
69,63340.23,B,inactive,59.8746,1.0
62,54050.69,D,pending,38.094036,4.0
66,57086.3,D,pending,58.228565,3.0
61,53952.344,D,pending,50.442696,5.0
53,60912.24,D,pending,62.78297,3.0
57,59474.203,D,pending,44.27657,5.0
59,54137.57,D,pending,68.216194,1.0
57,47393.703,D,pending,57.46444,4.0
65,57049.914,D,inactive,64.09537,2.0
69,55175.64,D,pending,57.088245,3.0
73,61214.254,B,pending,44.852474,2.0
68,43649.34,D,inactive,71.48797,1.0
68,55616.082,D,pending,68.348724,5.0
50,61552.9,D,inactive,64.093895,3.0
73,54746.65,D,pending,52.32311,3.0
38,42934.035,A,active,46.324657,3.0
62,57931.01,B,pending,50.982086,1.0
69,56622.055,D,pending,48.274418,4.0
58,46768.69,C,pending,58.01896,3.0
63,51876.418,D,pending,59.788654,3.0
66,48943.547,D,inactive,52.595787,5.0
72,50754.676,D,active,52.45663,1.0
72,49605.668,D,pending,55.85251,1.0
66,60475.5,C,pending,40.003086,3.0
65,44718.133,A,inactive,30.205788,4.0
67,50509.83,B,pending,46.34965,3.0
65,62314.547,D,inactive,57.576347,5.0
51,53107.19,A,inactive,50.538853,4.0
55,58781.45,C,pending,45.744267,3.0
61,48329.008,D,inactive,50.521576,3.0
60,52109.562,D,inactive,55.27741,3.0
47,60502.96,C,pending,62.5094,5.0
68,59130.887,D,pending,63.81895,1.0
62,55152.785,C,pending,67.417984,3.0
61,45416.715,C,active,44.79123,1.0
66,58144.496,D,pending,71.33777,5.0
63,50869.574,A,pending,37.377808,4.0
63,57993.734,C,pending,45.16417,4.0
54,44386.71,D,pending,43.405807,4.0
70,63306.14,D,pending,58.999405,4.0
74,49398.062,D,pending,40.263912,1.0
65,55192.66,D,inactive,51.678112,1.0
58,62518.777,D,inactive,65.866295,1.0
65,60278.297,D,inactive,43.52393,5.0
63,54110.95,D,pending,55.4901,2.0
63,60988.44,C,pending,65.67342,1.0
59,60953.676,C,inactive,55.865963,1.0
60,50354.812,B,inactive,64.472694,1.0
68,55450.707,D,pending,62.138916,3.0
69,45468.11,C,active,48.861946,2.0
60,58882.785,D,pending,49.802094,3.0
70,63087.438,D,pending,46.949577,1.0
71,58451.562,C,pending,44.957012,1.0
71,55063.125,D,pending,62.475212,3.0
64,42361.26,D,pending,47.72084,3.0
52,64286.555,D,inactive,67.185936,5.0
66,54686.902,B,inactive,49.24555,1.0
66,48717.652,D,pending,58.10117,3.0
57,51111.383,A,pending,56.068478,1.0
74,58007.895,C,pending,52.04958,3.0
58,54197.746,A,active,50.4067,3.0
56,49574.688,D,active,59.389824,4.0
57,55473.125,D,pending,53.65204,4.0
56,61110.496,D,pending,56.162666,5.0
63,48013.324,A,active,59.769653,1.0
66,57822.71,D,pending,61.364826,4.0
62,52826.41,B,inactive,64.22175,1.0
68,58870.043,D,pending,49.128075,3.0
47,47624.727,D,pending,42.599075,4.0
68,60801.15,A,pending,55.179596,4.0
65,57499.297,C,inactive,51.43691,5.0
57,45771.88,C,active,57.25988,1.0
60,59627.777,C,pending,53.891216,5.0
73,58667.516,D,pending,72.56331,2.0
64,44309.977,D,inactive,56.04316,4.0
49,57215.336,A,inactive,60.47181,3.0
66,53023.137,D,active,60.953266,1.0
61,54584.47,C,pending,57.163975,3.0
74,44799.168,A,inactive,48.23952,3.0
62,60002.055,A,pending,48.929634,3.0
63,58571.01,D,pending,44.755703,3.0
61,56055.336,D,inactive,50.35325,1.0
65,53493.27,C,pending,43.706978,5.0
57,53255.37,B,active,43.934258,3.0
47,51846.11,D,pending,54.22514,5.0
70,56849.027,C,pending,50.31687,1.0
55,57179.613,D,pending,54.548923,3.0
50,50720.863,D,pending,52.495937,4.0
54,47126.84,C,inactive,58.1116,1.0
57,45081.043,D,pending,63.37876,1.0
67,57048.6,D,pending,71.07387,3.0
58,51470.906,A,pending,60.490295,1.0
55,62619.258,C,inactive,53.699062,4.0
69,57434.89,D,inactive,43.12392,4.0
53,53735.37,C,pending,59.60524,4.0
66,54422.438,D,pending,37.62575,4.0
63,61873.055,D,pending,53.328407,1.0
66,55900.14,D,pending,55.28483,3.0
74,59055.594,B,pending,48.992947,4.0
56,47482.207,D,pending,58.1367,5.0
60,55502.133,D,pending,38.89015,4.0
71,50518.35,A,active,55.363213,1.0
62,56373.402,C,pending,56.170044,4.0
63,58079.25,C,inactive,60.961243,4.0
64,54381.34,A,inactive,31.448954,5.0
65,43317.492,D,pending,53.94696,4.0
51,60218.82,D,pending,39.696274,4.0
72,56737.434,D,inactive,68.731346,5.0
68,59787.043,D,pending,51.89961,1.0
59,61540.59,D,active,60.185776,1.0
69,61374.062,D,pending,53.11124,1.0
68,50878.16,D,active,46.127186,4.0
71,60841.99,B,pending,59.237045,2.0
68,44132.887,D,pending,68.28874,1.0
63,54359.035,A,pending,45.583942,5.0
74,43493.98,D,pending,47.037815,1.0
72,54927.33,D,inactive,59.01285,1.0
63,54722.38,A,pending,58.853966,1.0
62,52943.926,B,inactive,51.246784,5.0
57,42170.324,A,pending,60.530025,3.0
64,53406.336,D,active,62.463993,5.0
68,64380.055,A,pending,55.347435,1.0
59,59330.54,C,inactive,53.49323,4.0
72,49779.15,D,pending,37.52929,4.0
66,59367.95,C,pending,37.07333,1.0
65,53703.99,B,active,47.91923,1.0
65,55606.84,D,pending,57.79564,4.0
55,51529.48,C,inactive,55.401115,1.0
64,55595.035,D,inactive,40.59352,4.0
45,54719.12,D,inactive,47.321747,3.0
61,51390.297,C,pending,40.857246,4.0
61,51445.273,C,pending,55.83763,1.0
60,54036.64,C,active,51.58032,2.0
67,54962.57,D,inactive,55.636707,1.0
58,46036.484,B,pending,54.179073,4.0
70,55320.26,C,active,72.103714,1.0
68,60850.684,D,inactive,42.568005,3.0
63,56345.49,A,inactive,51.52952,3.0
67,62880.137,D,pending,50.609795,4.0
61,53358.395,D,pending,43.479664,4.0
66,58346.973,B,pending,52.384686,5.0
61,57176.703,D,inactive,48.51747,4.0
66,48642.586,A,pending,46.39418,3.0
60,54477.285,D,pending,48.857845,4.0
68,45091.91,D,inactive,44.842293,2.0
