isbsg_project_id,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_type,project_prf_functional_size,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_max_team_size,process_pmf_docs,tech_tf_server_roles,tech_tf_tools_used,people_prf_project_manage_changes,people_prf_personnel_changes,project_prf_total_project_cost,external_eef_data_quality_rating_b,project_prf_application_group_business_application,project_prf_application_group_infrastructure_software,project_prf_application_group_mathematically_intensive_application,project_prf_application_group_real_time_application,project_prf_development_type_new_development,project_prf_development_type_re_development,tech_tf_development_platform_mr,tech_tf_development_platform_multi,tech_tf_development_platform_pc,tech_tf_development_platform_proprietary,tech_tf_language_type_4GL,tech_tf_language_type_5GL,tech_tf_primary_programming_language_abap,tech_tf_primary_programming_language_c_,tech_tf_primary_programming_language_c__,tech_tf_primary_programming_language_java,tech_tf_primary_programming_language_javascript,tech_tf_primary_programming_language_oracle,tech_tf_primary_programming_language_pl_i,tech_tf_primary_programming_language_proprietary_agile_platform,project_prf_relative_size_l,project_prf_relative_size_m1,project_prf_relative_size_m2,project_prf_relative_size_s,project_prf_relative_size_xs,project_prf_relative_size_xxs,project_prf_team_size_group_2,project_prf_team_size_group_21_30,project_prf_team_size_group_3_4,project_prf_team_size_group_41_50,project_prf_team_size_group_5_8,project_prf_team_size_group_61_70,project_prf_team_size_group_9_14,project_prf_team_size_group_Missing,process_pmf_development_methodologies_agile_development,process_pmf_development_methodologies_agile_development__iterative,process_pmf_development_methodologies_agile_development__joint_application_development__jad___multifunctional_teams,process_pmf_development_methodologies_agile_development__personal_software_process__psp___unified_process,process_pmf_development_methodologies_agile_development__scrum,process_pmf_development_methodologies_agile_development__unified_process,process_pmf_development_methodologies_personal_software_process__psp___unified_process,tech_tf_architecture_client_server,tech_tf_architecture_multi_tier,tech_tf_architecture_multi_tier_with_web_public_interface,tech_tf_architecture_stand_alone,tech_tf_client_server_no,tech_tf_client_server_yes,tech_tf_web_development_web,tech_tf_dbms_used_yes,project_prf_cost_currency_canada__dollar,project_prf_cost_currency_european__euro
13120,2015,service industry,"art , events , ticketing","customer billing; document management; financial transaction process/accounting; online analysis and reporting; reservation system (eg. airline, hotel); stock control & order processing; workflow support & management",46.0,28,0.4,0.6,43.5,23.0,11.5,2.0,2.0,7,Missing,0.0,,,,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
13384,2012,banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,surveillance and security,30.0,51,1.7,1.7,,2.5,2.5,12.0,1.0,6,Missing,2.0,,,,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
13695,2013,banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,surveillance and security,2.0,6,3.0,3.0,,0.2,0.2,12.0,1.0,6,Missing,2.0,,,,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
13784,2013,banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,surveillance and security,14.0,49,3.5,3.5,,1.2,1.2,12.0,1.0,6,Missing,2.0,,,,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
14319,2010,banking,banking,auditing management,748.0,1518,2.0,2.0,,249.3,,3.0,,5,Missing,0.0,,,,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
14325,2009,government,government,data warehouse system; financial transaction process/accounting; management or performance reporting,498.0,19795,39.7,39.7,,27.7,1.3,18.0,22.0,18,database server; file &/or print server; html/web server; multi-user legacy application,2.0,0.0,1.0,,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
14335,2011,manufacturing,aerospace / automotive,mathematical modelling (finance or eng.); software development tool,456.0,5408,11.9,11.9,0.0,50.7,10.1,9.0,5.0,17,database server; html/web server; mail server; security/authentication,7.0,1.0,1.0,,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False
14345,2009,education,"education institution; electricity, gas, water; ieee",content management system; dynamic website,114.0,429,3.8,3.8,,38.0,9.5,3.0,4.0,18,security/authentication,4.0,0.0,0.0,17160.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,False
14525,2010,service industry,community services; government; public administration,catalogue/register of things or events,695.0,19606,28.2,28.2,59.0,36.6,1.4,19.0,26.0,17,database server,2.0,2.0,2.0,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
14535,2009,education,education institution,catalogue/register of things or events; logistic or supply planning & control,483.0,331,0.7,0.7,,120.8,24.2,4.0,5.0,14,Missing,2.0,1.0,1.0,,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
14621,2008,service industry,food processing,customer billing; financial transaction process/accounting,23.0,248,10.8,10.8,173.9,15.3,5.1,1.5,3.0,15,Missing,2.0,0.0,0.0,4871.0,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False
14928,2014,government,government,business application,88.0,551,6.3,6.3,0.0,220.0,,0.4,,3,Missing,0.0,,,49753.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
15011,2010,service industry,transport & storage,auditing management,257.0,452,1.8,1.8,,85.7,,3.0,,5,Missing,0.0,,,,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
15148,2014,government,government,business application,72.0,615,8.5,8.5,0.0,180.0,,0.4,,3,Missing,0.0,,,55440.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
15558,2014,government,government,business application,45.0,1271,28.2,28.2,0.0,32.1,,1.4,,3,Missing,0.0,,,104200.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
15723,2012,banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,surveillance and security,12.0,34,2.8,2.8,,1.0,1.0,12.0,1.0,6,Missing,2.0,,,,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
16039,2010,Missing,all industry organization types,security/authentication,47.0,1002,21.3,21.3,21.3,9.4,3.1,5.0,3.0,19,html/web server; security/authentication,4.0,0.0,0.0,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
16563,2013,banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,surveillance and security,9.0,23,2.6,2.6,,0.8,0.8,12.0,1.0,6,Missing,2.0,,,,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
16712,2015,service industry,"art , events , ticketing","customer billing; document management; financial transaction process/accounting; online analysis and reporting; reservation system (eg. airline, hotel); stock control & order processing; workflow support & management",97.0,89,0.2,0.9,51.5,32.3,16.2,3.0,2.0,7,Missing,0.0,,,,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
17137,2014,government,government,business application,51.0,1222,24.0,24.0,0.0,72.9,,0.7,,3,Missing,0.0,,,100200.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
17275,2010,service industry,transport & storage,security controls,168.0,312,1.9,1.9,,56.0,,3.0,,5,Missing,0.0,,,,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
17293,2013,banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,surveillance and security,59.0,82,1.4,1.4,,4.9,4.9,12.0,1.0,6,Missing,2.0,,,,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
17548,2010,medical & health care,medical and health care,clinical archive,116.0,112,1.0,1.0,,58.0,,2.0,,5,Missing,0.0,,,,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
18118,2008,financial,"financial, property & business services",customer billing/relationship management,912.0,4110,4.5,4.5,42.8,60.8,6.1,15.0,10.0,16,database server; file &/or print server; html/web server; mail server; security/authentication,5.0,0.0,1.0,,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
18119,2010,government,government,idm,109.0,2715,24.9,24.9,9.2,12.1,2.4,9.0,5.0,18,html/web server; multi-user legacy application,3.0,0.0,0.0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False
18271,2009,education,"education institution; electricity, gas, water; university",course management system; dynamic website,177.0,694,3.9,3.9,,59.0,11.8,3.0,5.0,18,database server; html/web server; security/authentication,4.0,0.0,0.0,13880.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,False
18328,2012,banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,surveillance and security,19.0,51,2.7,2.7,,1.6,1.6,12.0,1.0,6,Missing,2.0,,,,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
18820,2014,government,government,business application,49.0,601,12.3,12.3,0.0,122.5,,0.4,,3,Missing,0.0,,,54230.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
19161,2005,electronics & computers,information technology,web-based application,,60047,,,,,,14.8,41.0,1,Missing,0.0,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
19256,2009,education,"education institution; electricity, gas, water; university",course management system; dynamic website,80.0,355,4.4,4.4,,26.7,6.7,3.0,4.0,18,database server; html/web server; security/authentication,4.0,0.0,0.0,8875.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,False
19363,2013,banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,surveillance and security,15.0,53,3.5,3.5,,1.3,1.3,12.0,1.0,6,Missing,2.0,,,,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
19859,2012,service industry,surveillance & security,electronic data interchange,82.0,225,2.7,2.7,,,,,2.0,11,database server,4.0,0.0,0.0,,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
20465,2014,government,government,business application,95.0,632,6.7,6.7,0.0,237.5,,0.4,,3,Missing,0.0,,,57035.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
21719,2009,education,"education institution; electricity, gas, water; ieee",content management system; dynamic website,118.0,489,4.1,4.1,,39.3,9.8,3.0,4.0,18,security/authentication,4.0,0.0,0.0,15281.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,False
21796,2015,service industry,"art , events , ticketing","customer billing; document management; financial transaction process/accounting; online analysis and reporting; reservation system (eg. airline, hotel); stock control & order processing; workflow support & management",57.0,107,0.4,1.9,52.6,19.0,9.5,3.0,2.0,7,Missing,0.0,,,,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
21837,2014,government,government,business application,51.0,1102,21.6,21.6,0.0,72.9,,0.7,,3,Missing,0.0,,,90300.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
22069,2012,banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,surveillance and security,37.0,125,3.4,3.4,,3.1,1.5,12.0,2.0,6,Missing,2.0,,,,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
22347,2010,service industry,community services,complex process control; workflow support & management,399.0,7037,17.6,17.6,22.6,49.9,4.5,8.0,11.0,16,html/web server; security/authentication,2.0,0.0,0.0,,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
23265,2009,education,"education institution; electricity, gas, water; ieee",content management system; dynamic website,155.0,491,3.2,3.2,,51.7,10.3,3.0,5.0,18,security/authentication,4.0,0.0,0.0,14723.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,False
23319,2011,manufacturing,aerospace / automotive,automated data acquisition,113.0,1047,9.3,9.3,0.0,14.1,3.5,8.0,4.0,17,data acquisation,5.0,0.0,0.0,,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
23552,2010,wholesale & retail,consumer goods,promotions,243.0,257,1.1,1.1,,121.5,,2.0,,5,Missing,0.0,,,,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
24701,2014,government,government,business application,33.0,667,20.2,20.2,0.0,82.5,,0.4,,3,Missing,,,,60115.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
25081,2009,education,"education institution; electricity, gas, water; ieee",content management system; dynamic website,135.0,600,4.4,4.4,,45.0,9.0,3.0,5.0,18,security/authentication,,0.0,0.0,60000.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,False
25247,2013,banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,surveillance and security,13.0,47,3.6,3.6,,1.1,1.1,12.0,1.0,6,Missing,,,,,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
25415,2010,service industry,transport & storage,airport management,679.0,326,0.5,0.5,,169.8,,4.0,,5,Missing,,,,,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
25480,2009,education,"education institution; electricity, gas, water; university",course management system; dynamic website,209.0,606,2.9,2.9,,69.7,13.9,3.0,5.0,18,database server; html/web server; security/authentication,,0.0,0.0,30300.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,False
25559,2012,service industry,surveillance & security,electronic data interchange,45.0,125,2.8,2.8,,,,,2.0,11,database server,,0.0,0.0,,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
26034,2010,government,public sector,project management,143.0,98,0.7,0.7,,28.6,,5.0,,5,Missing,,,,,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
26195,2009,service industry,community services; institutions eg. kindergartens,online analysis and reporting,211.0,4393,20.8,20.8,,26.4,,8.0,,16,Missing,,0.0,0.0,,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
26422,2009,education,"education institution; electricity, gas, water; university",course management system; dynamic website,223.0,509,2.3,2.3,,74.3,14.9,3.0,5.0,18,database server; html/web server; security/authentication,,0.0,0.0,10180.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,False
26585,2010,electronics & computers,high tech,proposal builder,243.0,289,1.2,1.2,,121.5,,2.0,,5,Missing,,,,,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
26608,2014,government,government,business application,16.0,860,53.8,53.8,0.0,22.9,,0.7,,3,Missing,,,,70600.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
26861,2010,electronics & computers,high tech,course management,138.0,87,0.6,0.6,,138.0,,1.0,,5,Missing,,,,,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
