Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252
10218,A,A,1995,Utilities,"Electricity, Gas, Water;",Business Application,Management Information System;,New Development,MF,3GL,PL/I,IFPUG 4+,163,M1,152,0.93,668,668,668,4.1,4.1,4.4,18.4,18.1,6,9,3,1995-09-01 00:00:00,,,,,,,,668,Staff hours (recorded),1,3-4,3,,,,,Yes,Developed In-house;,IBM AMDAHL;,PL/I CLISTS;,MVS;,,Yes,DB2;,,,,dialog manager;,,,,,,,,,,,,,,,,,,,,Manual supported by a tool;,IFPUG 4,IFPUG 4;Addendum to existing standards;,Counted each table as a logical file;,Stand alone,No,,,,,,Yes,,,,,,,First stage,,,Yes,,Yes,,,,,,25,33,28,42,35,163,,,,,,,Specific;,Yes,Less than 1 year,,,,,,Function Point Workbench,Inventory;,,,,,,,No,,,3,,3,,,<15,4,,50,In-house for internal business unit;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Project
10220,A,A,2007,Electronics & Computers,Computers & Software;,,,Enhancement,PC,3GL,Visual Basic,IFPUG 4+,40,S,36,0.9,514,514,514,12.9,12.9,14.3,25,10,3.3,4,,2007-09-06 00:00:00,,25,24,40,224,34,166,1,Staff hours (recorded),1,3-4,3,,,,,,,COE LAN;,Visual Basic;,Windows;,,,DB2;,,,,,Waterfall (incl Linear Processing & SSADM);,,,,,,,,,,,,,,Unit Testing;,,Integration Testing;,,,,IFPUG 4.2,IFPUG 4.2;,,Client server,Yes,,,,,,Yes,,,,,,,,Yes,PreSage;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,4,,,,,40,IFPUG FPs,,386,,2007-09-14 00:00:00,,,,,,,2007-07-27 00:00:00,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Project
10251,B,B,1999,Government,Government;,Business Application,Government;,New Development,PC,4GL,DELPHI,IFPUG 4+,40,S,40,,120,120,120,3,3,3,,57.1,28.6,0.7,,1999-12-23 00:00:00,,,,,,,,120,Timesheets,1,1-2,2,,,,,,,,Delphi;,,,,,,,,,Rapid Application Development (RAD);,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,Self Study;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Project
10393,B,A,2002,Service Industry,Transport & Storage;,,,Enhancement,MF,3GL,RPG,IFPUG 4+,212,M1,212,,756,756,756,3.6,3.6,3.6,,57.3,,3.7,0,2002-08-21 00:00:00,Planning;Specification;Build;Test;Implement;,,,,,,,756,Staff hours (recorded),1,,,,1,Unable to estimate,No,Yes,Developed In-house;,MF;,RPG;,OS/400;,,,DB/400;,,,,,Waterfall (incl Linear Processing & SSADM);,,,,,,,,,,,,,,,,,,,,Addendum to existing standards,Addendum to existing standards;,Don't Know;,,Don't Know,,,,,,Yes,No,No,No,No,,,,,,,,,,,,,,33,41,67,56,15,72,134,6,,,,,,,,,,,,,,Don't Know;,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Project
10514,B,B,2014,Communication,Telecommunications;,Business Application,Data Warehouse;,Enhancement,Multi,3GL,Shell,IFPUG 4+,99,S,99,,2029,2029,1664,20.5,20.5,16.8,,17.4,,5.7,,2014-03-28 00:00:00,Design;Build;Test;Implement;,,,,,,,1664,Staff hours (recorded),1,,,,,,,,,,Shell script;,,,,,,,,,Waterfall (incl Linear Processing & SSADM);,Business Area Modelling;Data Modelling;Object Oriented;Prototyping;,,,,,,Yes,,,,,,,,,,,,,IFPUG 4.3,IFPUG 4.3.1;,,Multi-tier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outsourced;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Project
10515,B,B,2004,Insurance,Insurance;,,,New Development,MF,3GL,PL/I,FiSMA,355,M2,,,2415,2415,2415,6.8,6.8,6.8,,35.5,,10,0.03,2004-11-30 00:00:00,Planning;Specification;Design;Build;Test;Implement;,,475,640,308,784,208,0,Staff hours (recorded),1,,,,,,Yes,Yes,,Mainframe;,PL/I;,,,,,,,,,Waterfall (incl Linear Processing & SSADM);,,,,,,,,,,Effort estimates;,,Functional sizing;,,Reviews;,,,,,Automated by a tool;,FiSMA,FiSMA;,,,,,,,,,,,,,,Yes,RUP/UML;,,Yes,PMW;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>50,,,,,,,,,,,,,,,,8 separate applications developed in the project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Project
10518,B,B,2009,Manufacturing,Manufacturing;,Business Application,Cars documentation;,Enhancement,MR,3GL,Java,IFPUG 4+,328,M2,328,,,3355,3355,,10.2,10.2,3,19.3,,17,,2009-09-30 00:00:00,Specification;Design;Build;Test;Implement;,,,,,,,,Staff hours (recorded),3,,,,,,,Yes,Developed In-house;,,Java;JEE;,UNIX;,,,Oracle;,,,,,,,,,,,,,Budget;Project Schedule;Proposal/Tender;,Functional Specification;Requirements Specification;Use Case Model;External/System Interface Specifications;,,,,Source Code/Objects;Database Objects;,Unit Testing;Software Integration;,Test Plans/Designs;Incident/Defect Lists;Test Data;,,,,Wholly manual;,IFPUG 4.1,IFPUG 4.1;Addendum to existing standards;,,Client server,Yes,,,Client server;,,,Yes,,,,,,,,Yes,Artemis;,,,,,,,,,,,,,,,,,,,,,,,,Internal course;,Some years,Each day,,Yes,Excel,After Sales & Services;,,,,,,,No,,,,,1,,,,,,,"Customer & users 1 org, team in another;Purchased;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Project
10519,B,C,2004,Financial,"Financial, Property & Business Services;",Business Application,Financial transaction process/accounting;Client Server;,Enhancement,Multi,4GL,,IFPUG 4+,,S,82,,152,152,152,,,1.9,,,,1.7,0,2004-05-01 00:00:00,,,,,,,,152,Staff hours (recorded),1,,,,,,,Yes,,Client/server;,4GL;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,Code data not counted;,Client server,Yes,,,,Client Server;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Project
10615,B,B,2012,Logistics,Logistics;,,,Enhancement,,4GL,.Net,NESMA,5,XXS,,,20,20,14,4,4,,,5,,1,,2012-03-20 00:00:00,Build;Test;Implement;Proj Management;,,,,7,6,1,,Staff hours (recorded),1,,,,,,,Yes,Purchased;,,,,,,,,,,,Waterfall (incl Linear Processing & SSADM);,,,,,,,,,,,,,,,,,,,Manual,NESMA,NESMA;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outsourced;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Project
10616,B,C,2006,Manufacturing,Manufacturing;,Real-Time Application,Embedded system/real-time application;,Enhancement,Multi,4GL,,IFPUG 4+,,M2,702,,36169,36169,36169,,,51.5,,,,,,2006,,,,,,,,36169,Staff hours (recorded),1,,,,,,,Yes,,,4GL;,,,,Interactive;,,,,Client/server;,Waterfall (incl Linear Processing & SSADM);,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,Count does not include points for code tables;,Client server,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DE   (Mobile or Device Embedded);,,,,,,,,,,,,,Complexity - High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Project
10719,B,C,2000,Construction,Construction;,Business Application,Management Information System;,New Development,PC,4GL,PowerBuilder,IFPUG 4+,,M2,588,,1223,1223,917,,,1.6,,,,,,1998 to 2000,Planning;Specification;Build;,70,146,,701,,,0,Staff hours (recorded),1,,,,,,No,No,,PC;,PowerBuilder;,NT;,,No,SYBASE;,,,,,,Object Oriented Design;Regression Testing;,,,,,,,,,,,,,,,,,,Wholly manual;,IFPUG,IFPUG;,,Stand alone,No,,,,,,Yes,No,No,No,No,No,,No,No,,No,,No,,No,,No,,,,,,,,,,,,,,Specific;,,,"No formal FPA training, attending public training courses on the subject;",,,,,,Manufacturing;,,,,,,,No,,19,3,1,23,,Steering committee in place;Issues resolution system;,,,,,External for external business unit;,,,,IFPUG,Other project example;,,FP based;,,Management directive;,,"United States, dollar",FP based;,,,2000-09-01 00:00:00,,,,,No,,,,,,,,,,,,,No,2-Largely met,3-Fully met,3-Fully met,3-Fully met,3-Fully met,3-Fully met,3-Fully met,3-Fully met,Project sponsor,,2000-01-01 00:00:00,,,,,,,,,"United States, dollar",,,,,,,,No,Cost recorded,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Project
10720,B,B,2007,Government,Government;Defence;,Business Application,Reporting;,Enhancement,MF,3GL,COBOL,IFPUG 4+,64,S,64,,1058,1058,1058,16.5,16.5,16.5,31.3,3,,21.6,,2007,,,,,,,,1058,Staff hours (recorded),1,,,,,,,Yes,,Mainframe;,COBOL;Focus;,,,,,,,,Reporting;,,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,Stand alone,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software-CMM Level 3,,,,,,,,2,0,,2,,,,,,,,,,,,,,,,,,,,,Complexity - Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43739,"United States, dollar",No,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,Project
10784,B,B,2018,Mining,,Business Application,Logistics;,Enhancement,,3GL,Java,NESMA,214,M1,,,2558.8,2558.75,2047,12,12,,,34.1,13.1,6.3,,,"Design, Build, Test, Scrum Master (No Requirements and No Implementation)",,,434.7,1198.9,413.4,,,Staff hours (recorded),1,3-4,2.6,2.3,,,,,,,Java;,,,,,,,,,Agile Development;,,,Yes,9,15,,,,,,,,,,,,,,,NESMA,NESMA;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,214,NESMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157624,"European, euro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Project
10953,B,A,2017,Communication,Telecommunications;,Business Application,Other: Online. eSales;,Enhancement,,3GL,HTML,IFPUG 4+,61,S,,,990.6,,816.24,16.2,,,,12.2,,5,,2017-11-01 00:00:00,Design;Build;Test;Implement;,,,,,,,816.24,,1,,,Unknown,,,,,,,HTML;,,,,,,,,,Waterfall (incl Linear Processing & SSADM);,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,,,,,,,,,,,,,,,,,,,IFPUG 4.3.1,IFPUG 4.3.1;,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outsourced;,,,61,IFPUG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JSP;,,,,,,,,,,,,,,,,,,,,,Project
11091,B,A,2002,Wholesale & Retail,Billing;,Business Application,Billing;,Enhancement,,3GL,COBOL,IFPUG 4+,81,S,75,0.93,1941,1941,1941,24,24,25.9,,,,,,2002-07-01 00:00:00,,,,,,,,1941,Staff hours (recorded),1,,,,,,,Yes,,,COBOL II;Calibrated;,,,,DB2;IMS;,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG 4.1,IFPUG 4.1;,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Project
11100,B,A,2002,Insurance,Insurance;,Business Application,Financial transaction process/accounting;,Enhancement,MR,3GL,Java,IFPUG 4+,539,M2,539,,2409,2409,2240,4.5,4.5,4.2,,89.8,18,6,0,2002-12-31 00:00:00,Planning;Specification;Build;Test;,,,,,,,2240,Staff hours (recorded),1,5-8,5,,,Unable to estimate,No,Don't Know,,MR;,Java;JSP;HTML;JavaScript;XML;,AIX;,,,DB2;,,,,,Waterfall (incl Linear Processing & SSADM);,,,,,,,,,,,,,,,,,,,,Addendum to existing standards,Addendum to existing standards;,Don't Know;,,,,,,Web;,Yes,Yes,No,No,No,No,,,,,,,,,,,,,,84,104,6,55,290,0,539,0,,,,,,,,,,,,,,Don't Know;,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Project
11334,B,A,2019,Communication,Telecommunications;,Business Application,Other: Online. eSales;,Enhancement,,4GL,html / jsp,IFPUG 4+,110,M1,110,1,3598.4,3598.4,2965.3,32.7,32.7,,,30.8,,3.6,,2018-11-01 00:00:00,Design;Build;Test;Implement;,,,,,,,2965.3,,1,,,,,,,Yes,,,HTML/JSP;,,,,,,,,,Waterfall (incl Linear Processing & SSADM);,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,,,,,,,,,,,,,,,,,,,IFPUG 4,IFPUG 4.3.1;,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outsourced;,,,110,IFPUG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Project
11603,B,B,2017,"Agriculture, Forestry and Fishing",,Business Application,Expert System;,Enhancement,,4GL,.Net,NESMA,251,M1,,,2826.3,2826.25,2261,11.3,11.3,,,31,13.5,8.1,,,"Design, Build, Test, Scrum Master (No Requirements and No Implementation)",,,563,725,973,,,Staff hours (recorded),1,2,2.3,2,,,,,,,.Net;,,,,,,,,,Agile Development;,,,Yes,12,15,,,,,,,,,,,,,,,NESMA,NESMA;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,251,NESMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212579,"European, euro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Project
11621,B,B,2011,Manufacturing,Manufacturing;,Business Application,training Management;,New Development,MR,3GL,PHP,IFPUG 4+,372,M2,372,,,2916,2683,,7.8,7.2,2.7,62,,6,,2011-01-31 00:00:00,Specification;Design;Build;Test;Implement;,,,,,,,,Staff hours (recorded),,,,,,,,Yes,Developed In-house;,,PHP;,Unix;,,,MySQL;,,,,,,,,,,,,,Budget;Project Schedule;Proposal/Tender;,Functional Specification;Requirements Specification;Use Case Model;External/System Interface Specifications;,,,,Source Code/Objects;Database Objects;,Unit Testing;Software Integration;,Test Plans/Designs;Incident/Defect Lists;Test Data;,,,,Wholly manual;,Addendum to existing standards,IFPUG 4.1;Addendum to existing standards;,,Client server,Yes,,,Client server;,,,Yes,,,,,,,,Yes,Artemis;,,,,,,,,,,,,,,,,,,,,,,,,Internal course;,Some years,Each day,,Yes,Excel,Human Resources;,,,,,,,No,,,,,1,,,,,,,In House;Good relationship;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Project
11898,B,A,2016,Insurance,Insurance;,Business Application,Financial transaction process/accounting;Customer billing;,Enhancement,PC,3GL,Java,COSMIC,2,XXS,,,5.2,,4,2.6,,,,,,,,2016-12-01 00:00:00,Build;Test;,,,,,,,4,Recorded only the total hours worked each day or week,,,,,,,,,,,,,,,,,,,,Agile Development;,,,Yes,,,,,,,,,,,,,,,,Manually counted and manually documented,COSMIC 4.0.1,COSMIC 4.0.1;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Course (in-house trainer),,,,,,,,,,,,,,,,,,,Yes,,,,,,,Mobile or Device Embedded;PC;   ,,2,COSMIC,Followed the COSMIC manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feature
12150,B,B,2013,Medical & Health Care,Medical and Health Care;,,not recorded;,Enhancement,,,,IFPUG 4+,37,S,37,,5865,5865,5865,158.5,158.5,158.5,,3.1,0,12,,2013-07-19 00:00:00,Planning;Specification;Design;Build;Test;Implement;Proj Management;,97,1,1012,1547,2100,107,1001,Staff hours (recorded),1,91-100,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249220,"United States, dollar",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Project
12849,B,B,2017,Utilities,,Business Application,Customer relationship management;,Enhancement,,3GL,Java,NESMA,765,M2,,,6871.3,6871.25,5497,9,9,,,74,17.2,10.3,,,"Design, Build, Test, Scrum Master (No Requirements and No Implementation)",,,1748.6,3165.2,583.2,,,Staff hours (recorded),1,3-4,4.3,3.8,,,,,,,Java;,,,,,,,,,Agile Development;,,,Yes,15,15,,,,,,,,,,,,,,,NESMA,NESMA;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,765,NESMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467323,"European, euro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Project
20190,B,B,2019,Services,,Business Application,SAP ERP;,Enhancement,,4GL,ABAP,NESMA,718,M2,,,8042.5,8042.5,6434,11.2,11.2,,,195.9,13.8,3.7,,,"Design, Build, Test, Scrum Master (No Requirements and No Implementation)",,,1826.3,3413.5,1194.2,,,Staff hours (recorded),1,9-14,14.2,12.5,,,,,,,ABAP;,,,,,,,,,Agile Development;,,,Yes,8,10,,,,,,,,,,,,,,,NESMA,NESMA;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,718,NESMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495398,"European, euro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Project
31942,B,B,2015,Communication,Telecommunications;,Business Application,Billing and ERP;,Enhancement,Multi,3GL,Java,IFPUG 4+,60,S,60,,390,390,320,6.5,6.5,5.3,,16.7,,3.6,,2015-02-11 00:00:00,Design;Build;Test;Implement;,,,,,,,320,Staff hours (recorded),1,,,,,,,,,,Java;,,,,,,,,,Waterfall (incl Linear Processing & SSADM);,Business Area Modelling;Data Modelling;Object Oriented;Prototyping;,,,,,,Yes,,,,,,,,,,,,,IFPUG 4.3,IFPUG 4.3.1;,,Multi-tier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outsourced;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Project
