project_id,development_type,application_type,team_size,effort_hours,duration_months,complexity,technology_stack,quality_rating,budget_category
41,New Development,Mobile,5,331.56101637360825,1.0,Medium,JavaScript,7.856317871882774,Medium
42,New Development,Desktop,3,160.83757968330335,4.428900483435503,High,Java,4.186044488631184,Large
43,New Development,Desktop,3,33.41563543289898,1.0,Medium,.NET,9.970537609519598,Medium
44,Maintenance,Web,6,234.49847872476732,4.779789586198889,Low,Python,4.9105242434737395,Medium
45,New Development,Mobile,5,375.5767287708212,1.666833989201927,Medium,.NET,1.2201823248304007,Medium
46,Enhancement,Mobile,8,339.230301941292,1.0,Medium,JavaScript,4.263552564269158,Small
47,New Development,Web,12,447.61059659200504,4.211649853034102,Medium,Python,2.1500465911645894,Large
48,Enhancement,Mobile,6,134.93399523097327,1.9336582881540485,Medium,Java,2.092983541555375,Large
49,Enhancement,Desktop,7,893.1536704504168,1.9333230235761656,High,Java,3.5338153609620493,Large
50,New Development,Web,11,5754.437893006229,28.721703347704178,Medium,.NET,1.4803794475953476,Medium
51,Maintenance,Desktop,5,1159.1941411055618,8.547107487922474,Low,Python,7.1966096956860675,Medium
52,Enhancement,Desktop,14,1737.3265651775903,7.866825780298943,Low,Python,1.6658999578171456,Small
53,Maintenance,Web,13,2060.946379800706,13.664188851747742,Medium,.NET,2.8296059989236055,Medium
54,Maintenance,Enterprise,3,169.59066501548074,1.0,Low,.NET,1.8360974304470745,Medium
55,Enhancement,Mobile,14,185.88091707420628,1.0,Medium,C#,1.5685095781272795,Large
56,Maintenance,Mobile,11,613.4051643733854,3.157457256061946,Medium,C#,3.409764989855875,Large
57,New Development,Desktop,10,306.08703610584473,1.0,Medium,.NET,6.147090708943329,Large
58,New Development,Desktop,11,1346.8426765798147,6.983987962701096,High,JavaScript,9.682170008021576,Large
59,New Development,Mobile,8,2215.4666404594836,11.087619485246352,Medium,C#,8.880009889146457,Large
60,New Development,Desktop,5,2322.190125425945,10.09309754549125,Low,.NET,8.883405329007923,Small
61,New Development,Web,4,275.4301145040954,5.1345155321971925,Low,Python,2.5846033243389184,Large
62,New Development,Desktop,11,167.55321849946435,1.0,Medium,C#,3.384164741480381,Medium
63,Maintenance,Mobile,4,274.89492879118853,3.103205336735133,Low,JavaScript,1.6875398511577513,Small
64,New Development,Desktop,10,882.715845884619,6.271014893879509,Medium,Java,8.006215059236666,Small
65,New Development,Web,6,763.5830361686958,7.339937641511517,Low,Python,1.6283467133700575,Medium
66,Enhancement,Mobile,14,1108.1241023657633,3.121783176398638,Medium,JavaScript,6.0102610373876795,Small
67,New Development,Web,4,448.42389852555584,1.0,High,JavaScript,3.2308801509155565,Medium
68,Maintenance,Web,6,205.84372154245747,4.477260038843297,Low,JavaScript,3.1910107062587025,Medium
69,New Development,Web,3,177.1988225017877,2.0482360028363864,Medium,Python,9.916525497228447,Large
70,Maintenance,Web,12,1617.6037462088295,8.340640758646881,Medium,JavaScript,7.8110182628068365,Large
71,Enhancement,Mobile,5,54.136914090102216,1.0,Medium,Java,8.532454224619451,Medium
72,New Development,Desktop,11,646.2386059877274,2.6098992662420732,Medium,C#,6.147844168096114,Small
73,New Development,Web,3,481.58095320997484,4.130237238014236,Medium,Python,8.839128586543744,Small
74,Maintenance,Mobile,3,1248.7562278774092,3.356241028233962,Medium,JavaScript,6.809414852497176,Small
75,Enhancement,Mobile,13,704.2792932828105,4.476059379260436,Medium,.NET,9.515563343167107,Small
76,Enhancement,Mobile,9,2375.959050571127,13.94242737672262,Medium,C#,3.532047274410731,Large
77,Enhancement,Web,2,699.6565433168173,4.984786927830186,Low,Python,6.3578759120460555,Medium
78,New Development,Desktop,8,439.05348008963733,2.052486129017863,Medium,.NET,7.211182131432029,Small
79,New Development,Enterprise,6,360.1343975934687,1.7953476120020322,High,.NET,4.53643574525026,Small
80,New Development,Mobile,12,1049.174068017066,7.817256881229482,High,JavaScript,8.917371841636479,Medium
81,Maintenance,Web,9,869.7441990255599,5.512561374004423,High,Python,9.81822846793739,Medium
82,Enhancement,Web,2,480.3581329350398,5.912152672740627,Medium,JavaScript,5.443925422353955,Small
83,New Development,Desktop,12,446.6358269914946,1.0,Medium,Java,4.515765893239052,Large
84,New Development,Enterprise,8,3005.108838208561,16.838975558744572,Medium,.NET,5.247441357008128,Small
85,New Development,Desktop,6,217.36196471497422,1.0,Medium,Java,8.674630711587383,Small
86,New Development,Desktop,5,113.92895819152125,1.0,Medium,JavaScript,6.809215829663509,Small
87,Enhancement,Web,8,1089.8341860968562,8.201183903211989,Medium,C#,1.4029513526628556,Medium
88,Enhancement,Mobile,11,3038.1917223135883,13.186254391706935,Medium,.NET,5.879529194011433,Small
89,Maintenance,Mobile,3,289.4058005166664,5.678255369245841,Medium,C#,1.1557011046687284,Small
90,New Development,Web,13,1620.6714910512883,10.314678910822781,Medium,Python,8.006818339030648,Small
91,New Development,Mobile,2,911.2916191176015,5.714883980460058,Low,.NET,3.9548104618821736,Medium
92,Enhancement,Enterprise,2,448.1905596539065,1.0,Low,Java,5.2480673390559645,Small
93,Enhancement,Web,12,1298.231742682139,6.1317059838390895,High,C#,8.188102953168688,Small
94,Enhancement,Desktop,13,681.5465553382193,2.6909765802265597,Medium,Python,1.418039355571854,Medium
95,Enhancement,Web,2,482.3973415946338,1.0,Medium,.NET,2.426873820324494,Small
96,New Development,Mobile,13,2403.7741855732875,14.206402222723414,Medium,Python,4.581643388006034,Medium
97,Enhancement,Desktop,6,735.7557773821729,2.870048235550214,Medium,Java,3.0693264719100455,Small
98,New Development,Mobile,11,511.9874551384244,2.208841438430124,Low,.NET,4.041112831975568,Small
99,New Development,Mobile,8,598.0138971003825,2.7399949168611135,Medium,Python,9.983572641032186,Medium
100,New Development,Web,3,208.85804519745994,1.0,Medium,JavaScript,8.428729938164295,Small
101,New Development,Enterprise,11,650.7259441097173,4.314547300426664,Medium,.NET,8.955116334640977,Small
102,Enhancement,Desktop,9,398.0742430864432,1.0,Medium,.NET,9.433491702091978,Medium
103,New Development,Web,5,420.75683790076977,4.140421378621781,Low,.NET,4.068422922827761,Large
104,Enhancement,Mobile,13,549.6029724371722,1.5561214399533898,Medium,.NET,3.6736926201682545,Medium
105,Maintenance,Mobile,4,308.3057755594506,1.4844759615777634,Low,JavaScript,3.106562433148674,Large
106,New Development,Web,11,108.69916671095709,1.0,Medium,Java,8.471052201773103,Large
107,New Development,Mobile,12,531.4422668069369,4.800539293124183,Medium,JavaScript,7.115966760566664,Large
108,Enhancement,Enterprise,9,2831.2685187920524,16.80798402790583,High,JavaScript,3.1255478423458958,Medium
109,New Development,Web,3,98.37091201658396,1.9235975657700994,Medium,Python,4.392944462894094,Medium
110,New Development,Enterprise,12,1750.3493899625532,9.092575487435939,Medium,C#,5.560405875395184,Small
111,New Development,Web,12,427.59863517564133,2.065705981437131,Medium,C#,5.753260515463783,Small
112,New Development,Web,14,2453.8293270537724,9.144676921968335,Medium,Python,8.998549556965433,Medium
113,Maintenance,Web,4,191.82892326598784,1.0,Low,JavaScript,4.425095196524946,Large
114,Maintenance,Mobile,13,749.09427293389,5.24646342972092,Medium,Python,9.176716274504612,Medium
115,Enhancement,Mobile,4,443.0010727945359,1.853455178497831,High,.NET,4.972308042878106,Medium
116,Maintenance,Web,11,185.28345504911712,1.0,Low,Python,7.717354073131184,Medium
117,Maintenance,Desktop,12,2559.480420444353,9.986721208011906,Medium,Python,9.372288879865504,Medium
118,New Development,Mobile,2,772.4034167612178,5.131842926233401,High,.NET,9.168181335669397,Medium
119,Maintenance,Web,7,394.03539473909547,3.7181259257589048,Medium,C#,1.5125758056611305,Medium
120,Enhancement,Mobile,3,408.86235012532296,1.0,Medium,.NET,2.8513386547891284,Small
121,Maintenance,Mobile,2,351.6442279179424,2.0623464578965085,Medium,Java,5.2921488297904755,Medium
122,Maintenance,Desktop,3,220.94566772682145,1.88050377279388,Medium,Python,4.883988609577965,Large
123,New Development,Enterprise,13,346.2857468974081,1.0,Medium,Python,6.768024983534864,Large
124,New Development,Desktop,7,2780.968058560453,16.38430690875951,Medium,C#,9.50238145742871,Small
125,New Development,Enterprise,5,354.1932115351371,1.0814620223183056,High,JavaScript,2.0116424015015393,Large
126,New Development,Mobile,7,245.72030464322228,1.0,Low,.NET,5.066727986208164,Small
127,Maintenance,Mobile,13,5400.805436630032,26.614744453988177,Medium,JavaScript,2.731699340984254,Small
128,Maintenance,Web,10,1188.042646258096,8.67615203534088,Low,Java,9.046968385581527,Medium
129,New Development,Mobile,14,1169.002315151725,5.1541020805227635,Low,.NET,9.681221672214875,Small
130,Enhancement,Desktop,11,336.19679804214576,1.0,Medium,Java,5.308315137013151,Small
131,New Development,Web,13,2340.9579460678915,12.961205753932136,Medium,Java,1.9360926795532667,Small
132,New Development,Web,11,12859.426672548076,64.81393679380965,Low,Java,8.067652000504058,Medium
133,New Development,Desktop,9,1401.2931634807414,7.000603380391129,Low,.NET,7.274272154431591,Small
134,New Development,Desktop,2,265.0180042961146,2.279338761056393,Medium,.NET,4.192037439492794,Medium
135,Maintenance,Mobile,14,3020.194396909187,13.717592666381101,High,C#,8.986667265720671,Medium
136,New Development,Mobile,9,523.0470029026951,1.4151958512055534,Medium,Python,9.782487008044365,Medium
137,Enhancement,Web,10,460.51844061151746,3.7576325907755286,Low,JavaScript,6.020684642171759,Large
138,Enhancement,Mobile,7,517.1800209265137,1.0,High,JavaScript,6.091551202098631,Medium
139,New Development,Web,11,499.44995604801943,5.727061632183741,Medium,Java,3.6776215460240005,Small
140,Maintenance,Mobile,6,442.4117260900799,4.670796997614744,High,.NET,6.260554323849828,Small
141,Maintenance,Mobile,7,395.1893607658519,1.0,Medium,.NET,4.956780884723619,Medium
142,New Development,Desktop,14,884.4225165479148,7.373731873612242,Medium,Java,3.719719242352467,Medium
143,New Development,Mobile,7,559.0050289842308,3.099412704523323,High,Python,1.604666768715112,Small
144,New Development,Web,10,823.0487934773561,6.8848189821233605,Low,JavaScript,3.274370737382124,Small
145,New Development,Desktop,5,567.4526346357171,3.1041170024854936,High,C#,2.78069184709898,Medium
146,New Development,Mobile,3,372.0026932674505,1.5056437154804803,High,Python,5.87837786098554,Medium
147,Enhancement,Desktop,12,5768.287750785214,28.278512403827374,High,.NET,6.415030195872345,Medium
148,Enhancement,Web,12,1045.450295185964,1.0,Medium,Java,6.477145518754148,Large
149,New Development,Desktop,10,5889.312944486081,31.300770654093608,Low,JavaScript,4.493629009411112,Medium
150,New Development,Mobile,3,344.42071404535034,1.0,Medium,Java,4.791067603169464,Medium
151,Maintenance,Web,11,737.718292279266,5.608239366881069,High,.NET,8.50814586676576,Medium
152,New Development,Web,10,3111.096202036061,18.903397229512418,Medium,Java,5.286095321654462,Large
153,New Development,Mobile,3,223.5526839229447,1.0,Medium,JavaScript,9.889959989234102,Medium
154,New Development,Mobile,13,95.75829855560983,1.0,Medium,Java,4.956555070079784,Small
155,Maintenance,Web,9,723.2706702094999,5.631940493326793,Medium,JavaScript,6.846228501560551,Small
156,New Development,Web,10,503.1195376664048,1.58050459256643,Low,Java,1.4532669909405622,Medium
157,Enhancement,Web,13,5229.436624708633,28.78167500383854,Medium,Java,6.880059319769297,Large
158,Enhancement,Web,11,470.24551931487906,1.0,High,JavaScript,8.662837549735055,Small
159,New Development,Desktop,10,462.8249066446075,5.190546085785807,Low,Java,9.482120546799667,Small
160,Enhancement,Mobile,11,4098.847029764342,19.882761285560182,High,Python,9.975885504757935,Large
161,New Development,Mobile,10,1196.9784634419502,6.6453884958798,Medium,C#,3.539607810843098,Large
162,Enhancement,Mobile,3,203.91791823070582,2.9841046335613726,Medium,Python,6.1783305834314515,Small
163,Enhancement,Web,5,189.3343185269596,1.9696775908993844,Medium,C#,5.056461869789326,Small
164,Enhancement,Mobile,8,734.0710371622557,5.8116752423866584,Low,Python,6.074357325176539,Medium
165,New Development,Desktop,13,1018.6263692048477,2.181160755816912,Medium,C#,2.41707661470862,Small
166,Maintenance,Enterprise,3,112.31923294118182,1.0,Medium,Java,8.705346153363474,Large
167,New Development,Mobile,2,78.87487426834974,1.0,Medium,JavaScript,9.186120490101288,Small
168,New Development,Web,4,142.93419281580887,1.0,Medium,JavaScript,5.046954968016303,Small
169,New Development,Mobile,13,311.0060234348351,3.4965992257284606,Low,.NET,3.5238687541621916,Small
170,Enhancement,Web,5,1026.6268047179724,4.108636329225433,Medium,C#,2.267500848877111,Small
171,Enhancement,Mobile,9,1615.1450139134154,6.548778823786493,Medium,.NET,7.15388342300024,Small
172,New Development,Web,7,1439.6375982393172,9.07910114794498,Medium,.NET,3.810086556586617,Small
173,Enhancement,Web,12,778.0764116221573,1.7994730423509648,Low,C#,9.185847129220498,Medium
174,New Development,Mobile,3,246.881842789927,1.0,High,JavaScript,7.0391122736038305,Small
175,Enhancement,Web,10,644.687092172775,4.239988323244069,Medium,C#,6.811167926568166,Large
176,New Development,Mobile,3,672.0118330947843,6.047702024570173,Medium,Java,6.0346190430841675,Small
177,Enhancement,Web,14,182.99733596832627,1.238344501847613,Medium,.NET,1.4119870548585305,Medium
178,New Development,Mobile,13,627.0494101970196,1.0,Medium,.NET,9.387301921170282,Small
179,Maintenance,Mobile,6,159.4662622608315,2.1672011901065407,Low,C#,6.65143743969514,Small
180,New Development,Desktop,13,4086.315517730989,19.24638102076009,Medium,.NET,9.946557850447993,Medium
181,New Development,Web,5,250.27053594653893,3.4928699476108873,Medium,JavaScript,5.8362076429559835,Medium
182,New Development,Web,14,220.00066778659837,1.0,Medium,.NET,7.390998027155918,Medium
183,Maintenance,Web,8,807.0836121317874,6.323309201437208,Medium,C#,1.5058860207959994,Medium
184,Maintenance,Web,9,501.534535786115,1.6720542357620567,Medium,JavaScript,6.685625591410698,Medium
185,New Development,Mobile,6,277.3812043535119,1.0,Medium,JavaScript,7.8818465043132155,Medium
186,Enhancement,Enterprise,11,596.3272944544656,1.0,High,.NET,8.006628653673015,Large
187,Maintenance,Mobile,6,192.42245209792333,1.0,Low,C#,7.931004870072569,Medium
188,Enhancement,Mobile,3,639.1242983421055,3.550161796727419,High,.NET,3.036543645643009,Large
189,Enhancement,Mobile,9,726.6394993101845,3.8340864902704848,Low,Java,9.778586298447033,Large
190,New Development,Mobile,3,198.58329228472044,2.21618803242028,Medium,Java,9.956639085624449,Small
191,New Development,Web,11,295.9582755824181,3.9680861851915745,Medium,JavaScript,1.6803628764544114,Small
192,Maintenance,Enterprise,13,885.9124418632205,4.486895290053408,Medium,.NET,9.428017805305815,Medium
193,Maintenance,Mobile,7,732.9665703435827,3.800293638950167,Medium,Java,3.605042748739324,Medium
194,Enhancement,Desktop,9,978.9113757594552,7.120325384821472,Medium,Python,7.203556735758683,Medium
195,New Development,Web,7,530.7085859807885,3.115573759056422,Low,Java,4.042998286625189,Medium
196,New Development,Desktop,5,160.3577622556633,1.0,Medium,.NET,9.709788910358094,Small
197,Enhancement,Desktop,14,81.72004113177086,1.0,Low,.NET,1.9135347247318193,Small
198,Maintenance,Mobile,5,2439.6716999940627,7.938559603155797,Medium,Java,5.479721352607384,Small
199,Maintenance,Desktop,7,121.95984012010858,1.0,Low,.NET,4.852430127478672,Medium
200,Enhancement,Web,14,126.66146623879791,1.0,Low,.NET,3.9342110705018642,Medium
201,Enhancement,Enterprise,5,367.7384904172298,2.540694760535848,Low,Python,6.809805917921338,Small
202,New Development,Web,9,131.5343667620403,3.0807322584166124,Medium,JavaScript,2.179501690795007,Medium
203,New Development,Desktop,10,469.05155906878224,1.0,High,.NET,7.449961763203272,Small
204,Maintenance,Web,2,363.1892173604294,1.0,High,C#,9.825329114243086,Small
205,Enhancement,Mobile,14,5319.65182806192,28.484543652087364,Low,JavaScript,8.241028430217671,Medium
206,New Development,Enterprise,5,594.3758172499736,2.0701048632914523,Medium,JavaScript,8.740150776185908,Small
207,New Development,Web,5,260.0413687987355,1.8137013660727381,Medium,C#,4.236730688611022,Medium
208,Enhancement,Mobile,3,229.92538007516958,2.635893431225518,Medium,Java,3.9239794583309684,Large
209,New Development,Web,7,92.56270247312715,1.0,Medium,Python,5.653435192211199,Large
210,New Development,Enterprise,4,164.50826106859057,1.0,Low,.NET,1.4115395328604543,Small
211,Enhancement,Mobile,8,411.66998674077354,1.045578704710863,Medium,Java,9.508223210108794,Medium
212,Enhancement,Mobile,14,1316.7845268949468,3.4768081885790507,Medium,C#,2.29406655714573,Medium
213,Enhancement,Web,12,5401.947408441626,27.983090414346567,Low,Python,9.127117352512832,Medium
214,New Development,Enterprise,12,139.58496006798558,1.899662627786943,Medium,Python,1.7522399980032013,Medium
215,Enhancement,Mobile,6,322.0297540699812,1.7695263332393683,Medium,Python,8.40362434910704,Small
216,New Development,Web,5,51.590982769835335,2.977308386853075,Low,C#,2.367662732903936,Small
217,New Development,Mobile,6,292.6441786073896,1.0,Medium,Java,1.3431845268232543,Medium
218,Enhancement,Web,9,305.87744762805505,2.7645670475429753,Medium,.NET,7.475405052334678,Medium
219,Enhancement,Mobile,4,94.14860193454221,1.4424118584970953,High,Python,3.522387701569855,Small
220,Maintenance,Web,8,1608.5616277961824,6.4445842898596375,Medium,Python,7.430465375059145,Small
221,Enhancement,Mobile,7,729.3253585529869,5.956359886926472,Medium,Java,5.9957672542553775,Medium
222,Enhancement,Desktop,13,2324.7483478546396,11.880092120614556,Medium,Python,1.9792665120705903,Small
223,New Development,Web,2,94.82711992033849,2.4233538224460345,Medium,Python,9.389170659710473,Small
224,New Development,Web,14,841.9826346401752,1.6080463116727586,Low,C#,5.070827572871298,Small
225,New Development,Web,8,3180.0247872038967,16.119630738570624,Medium,JavaScript,7.6100255001881925,Small
226,New Development,Desktop,14,1126.5320631243053,4.71147337496808,Medium,Java,5.5091851481406255,Medium
227,Maintenance,Web,8,1448.0312850433409,5.537253265516293,Medium,Java,6.439253274650842,Small
228,New Development,Desktop,13,735.4035578083755,6.496013985012069,High,Java,3.724962331210232,Small
229,Maintenance,Web,2,330.20927214752686,2.041639672651339,Medium,C#,2.8032427360310526,Small
230,Enhancement,Web,10,372.8157275070333,1.0,Low,C#,5.88313183067261,Small
231,Enhancement,Mobile,7,67.82333496432369,1.0,Low,.NET,4.961970756739018,Medium
232,Enhancement,Web,13,832.7929116458257,6.042068407044251,Low,C#,4.511018920905398,Small
233,Enhancement,Enterprise,3,151.24049222761136,1.0,Medium,Java,7.053104755851607,Medium
234,New Development,Mobile,6,95.34865227067253,1.0,Medium,.NET,7.214559688100223,Small
235,New Development,Mobile,14,1778.4127523685152,8.597974640962791,High,JavaScript,1.4132805048213672,Small
236,Enhancement,Desktop,12,396.20915951140887,2.919661382396834,Medium,Python,4.048700448193049,Small
237,New Development,Mobile,5,11556.525594364095,56.32608331978279,High,Python,4.705880952037396,Small
238,New Development,Web,8,149.24084283216254,1.5276469660070149,Medium,.NET,1.872029450477513,Medium
239,Enhancement,Web,9,280.6830191605891,1.4731394480258562,High,JavaScript,3.123107800284595,Medium
240,New Development,Web,12,2310.039363857705,11.863068554007148,Medium,Python,1.4647761750048098,Large
241,Maintenance,Mobile,12,847.6322351119014,1.0,Medium,.NET,9.966178887553186,Small
242,Maintenance,Web,2,377.2513127342387,1.9180864897725343,Medium,C#,7.629014826728601,Small
243,Maintenance,Desktop,6,708.1901355608526,3.039569365411144,Medium,Java,1.787051408524783,Small
244,New Development,Enterprise,4,180.28687293321727,1.6821318624579895,Medium,JavaScript,1.182244418110829,Medium
245,New Development,Mobile,2,32.50758100192096,1.0,Low,Python,7.473590201370522,Small
246,Maintenance,Desktop,13,2449.0389822410325,11.503303907495923,Low,Java,4.9527294911440025,Medium
247,New Development,Web,4,88.97952286547985,1.511104834396896,Medium,.NET,8.081170381581185,Small
248,Maintenance,Mobile,7,987.6991998361995,7.829932223465651,Medium,Python,9.311284340365454,Small
249,Maintenance,Desktop,8,1294.472862382292,3.8232181628376956,Low,Java,6.393703501147352,Large
250,Maintenance,Web,9,511.6932424049115,3.5847606198235367,Low,C#,2.6839758062552774,Medium
251,New Development,Web,14,833.3651333610402,6.606691617878168,Medium,JavaScript,8.039746324418072,Medium
252,New Development,Enterprise,12,362.03563010723764,3.1995880914702797,Medium,.NET,9.60230568856937,Medium
253,Maintenance,Mobile,5,512.6529806962271,4.868338924141787,Low,Python,6.2220815835396035,Medium
254,New Development,Mobile,4,12.277693339718805,1.0,Low,C#,7.1379770255266015,Small
255,New Development,Mobile,6,792.2716651374128,6.434902104691478,Low,JavaScript,4.037272255330057,Medium
256,Enhancement,Desktop,10,727.4025005644094,2.188088166337299,Low,JavaScript,4.4337492519428015,Small
257,Maintenance,Desktop,14,1175.1698648142199,5.986105734799211,High,C#,7.611890480677575,Medium
258,Enhancement,Desktop,7,575.7254858181299,1.8738459336505322,Low,Python,9.349939885661373,Medium
259,Enhancement,Web,10,204.3002628942755,1.0,Medium,JavaScript,6.66089548501917,Medium
260,New Development,Desktop,7,50.57612103215773,1.0,Medium,.NET,8.108631176368128,Medium
261,Enhancement,Mobile,3,502.76039798438273,1.0,High,Java,2.544715156738357,Medium
262,Maintenance,Mobile,14,3371.1932407565514,19.2095329681314,Low,.NET,2.907631812321762,Small
263,New Development,Mobile,6,68.01824877717206,1.0,Low,JavaScript,5.78831218150051,Small
264,Enhancement,Desktop,13,292.91656773702266,1.9654680257170192,Low,Java,2.588987730185565,Small
265,Maintenance,Mobile,12,1643.6096020343664,5.61997673764071,Low,C#,6.714955631988312,Medium
266,Enhancement,Mobile,10,1155.209440758363,4.078938685762589,Medium,Java,3.6248786685522907,Large
267,Enhancement,Desktop,9,11245.817603082769,57.59769318369078,Low,Java,8.123793568002029,Small
268,Enhancement,Mobile,8,1514.0107687569841,7.894121831009216,Low,Java,8.27299311952909,Small
269,New Development,Web,2,483.7160226621784,2.164299283738667,High,JavaScript,5.174087101798178,Medium
270,New Development,Desktop,5,187.95664038984899,3.2290916404456693,Medium,Python,2.6272957153387173,Large
271,Maintenance,Web,13,1418.2424746397146,6.511863463008777,Low,JavaScript,6.820974649737393,Medium
272,Maintenance,Web,8,2303.704458590566,13.978477213881735,Low,Python,9.935083164372278,Small
273,Maintenance,Desktop,12,657.1645350299186,1.1469347023584793,Low,C#,6.60331808148271,Large
274,Maintenance,Mobile,8,746.3191471980788,1.3520144439588644,High,C#,1.3219722164260705,Large
275,Enhancement,Enterprise,7,845.7214310769793,3.9522708628250975,High,C#,1.1556457819037433,Small
276,Enhancement,Mobile,9,485.72967647022017,2.4352001965570644,High,C#,3.8832577344307557,Large
277,Enhancement,Mobile,12,1647.1412952188282,6.518930247681061,High,C#,2.7620542617436437,Medium
278,Enhancement,Desktop,14,1441.7191799839006,6.65638500404799,Medium,.NET,8.317460864289774,Small
279,Enhancement,Mobile,7,1984.8827006181575,12.653943012801982,Low,JavaScript,8.603251003324004,Medium
280,Enhancement,Web,11,734.4081361301951,2.883257426774709,Medium,Python,3.3275689417942855,Large
281,Maintenance,Web,4,633.7059177842748,1.0,Medium,C#,3.930802992549034,Medium
282,New Development,Web,5,447.10746629053494,1.0,High,.NET,3.126222709436032,Small
283,New Development,Desktop,4,611.9287722141479,7.232895091753618,Medium,.NET,9.175442926341375,Large
284,New Development,Web,2,125.66891782345486,3.5294959907559265,Medium,.NET,5.52384401160054,Small
285,Enhancement,Web,11,2047.3357889971226,9.364675004535712,High,JavaScript,6.905233396738179,Medium
286,New Development,Web,6,802.2448291770465,5.6324117443771655,Low,C#,4.73933878029643,Medium
287,New Development,Enterprise,2,72.1983649510871,1.0,High,.NET,6.67912774154078,Small
288,Enhancement,Web,2,388.7518170173894,4.484769847155738,Low,.NET,4.472698390495625,Small
289,New Development,Desktop,3,204.9358471203777,1.0,Medium,C#,4.057105939563029,Large
290,Enhancement,Web,14,564.9171997210611,1.0,Low,JavaScript,6.710320658561322,Medium
291,New Development,Mobile,5,198.34181651948865,3.630446634243363,Medium,.NET,6.3195587024409035,Medium
